name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
1962 British Grand Prix 🇬🇧,5,19,71,Lotus-Climax 🇬🇧,1962-07-21,11,,1962,Jim Clark 🇬🇧
1962 Italian Grand Prix 🇮🇹,7,21,18,BRM 🇬🇧,1962-09-16,R,,1962,Graham Hill 🇬🇧
1962 South African Grand Prix 🇿🇦,9,0,0,BRM 🇬🇧,1962-12-29,W,,1962,Graham Hill 🇬🇧
1963 Belgian Grand Prix 🇧🇪,2,19,25,Lotus-Climax 🇬🇧,1963-06-09,8,,1963,Jim Clark 🇬🇧
1963 British Grand Prix 🇬🇧,5,18,20,Lotus-Climax 🇬🇧,1963-07-20,R,,1963,Jim Clark 🇬🇧
1963 Dutch Grand Prix 🇳🇱,3,0,0,Lotus-Climax 🇬🇧,1963-06-23,W,,1963,Jim Clark 🇬🇧
1963 French Grand Prix 🇫🇷,4,20,5,Lotus-Climax 🇬🇧,1963-06-30,R,,1963,Jim Clark 🇬🇧
1963 German Grand Prix 🇩🇪,6,22,5,Ferrari 🇮🇹,1963-08-04,R,,1963,John Surtees 🇬🇧
1963 Italian Grand Prix 🇮🇹,7,0,0,Lotus-Climax 🇬🇧,1963-09-08,F,,1963,Jim Clark 🇬🇧
1963 Monaco Grand Prix 🇲🇨,1,0,0,BRM 🇬🇧,1963-05-26,W,,1963,Graham Hill 🇬🇧
