raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
196901,South African Grand Prix,1,za,1969,1969-03-01T00:00:00.000Z,kyalami,,🇿🇦,South Africa
196902,Spanish Grand Prix,2,es,1969,1969-05-04T00:00:00.000Z,montjuic,,🇪🇸,Spain
196903,Monaco Grand Prix,3,mc,1969,1969-05-18T00:00:00.000Z,monaco,,🇲🇨,Monaco
196904,Dutch Grand Prix,4,nl,1969,1969-06-21T00:00:00.000Z,zandvoort,,🇳🇱,Netherlands
196905,French Grand Prix,5,fr,1969,1969-07-06T00:00:00.000Z,charade,,🇫🇷,France
196906,British Grand Prix,6,gb,1969,1969-07-19T00:00:00.000Z,silverstone,,🇬🇧,UK
196907,German Grand Prix,7,de,1969,1969-08-03T00:00:00.000Z,nurburgring,,🇩🇪,Germany
196908,Italian Grand Prix,8,it,1969,1969-09-07T00:00:00.000Z,monza,,🇮🇹,Italy
196909,Canadian Grand Prix,9,ca,1969,1969-09-20T00:00:00.000Z,mosport,,🇨🇦,Canada
196910,United States Grand Prix,10,us,1969,1969-10-05T00:00:00.000Z,watkins_glen,,🇺🇸,USA
196911,Mexican Grand Prix,11,mx,1969,1969-10-19T00:00:00.000Z,rodriguez,,🇲🇽,Mexico
