name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1989 United States Grand Prix 🇺🇸,2:01:33.133,5,75,McLaren 🇬🇧,1989-06-04T00:00:00.000Z,Alain Prost 🇫🇷,1989
1990 United States Grand Prix 🇺🇸,1:52:32.829,1,72,McLaren 🇬🇧,1990-03-11T00:00:00.000Z,Ayrton Senna 🇧🇷,1990
1991 United States Grand Prix 🇺🇸,2:00:47.828,1,81,McLaren 🇬🇧,1991-03-10T00:00:00.000Z,Ayrton Senna 🇧🇷,1991
