raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
199201,South African Grand Prix,1,za,1992,1992-03-01T00:00:00.000Z,kyalami,,🇿🇦,South Africa
199202,Mexican Grand Prix,2,mx,1992,1992-03-22T00:00:00.000Z,rodriguez,,🇲🇽,Mexico
199203,Brazilian Grand Prix,3,br,1992,1992-04-05T00:00:00.000Z,interlagos,,🇧🇷,Brazil
199204,Spanish Grand Prix,4,es,1992,1992-05-03T00:00:00.000Z,catalunya,,🇪🇸,Spain
199205,San Marino Grand Prix,5,it,1992,1992-05-17T00:00:00.000Z,imola,,🇮🇹,Italy
199206,Monaco Grand Prix,6,mc,1992,1992-05-31T00:00:00.000Z,monaco,,🇲🇨,Monaco
199207,Canadian Grand Prix,7,ca,1992,1992-06-14T00:00:00.000Z,villeneuve,,🇨🇦,Canada
199208,French Grand Prix,8,fr,1992,1992-07-05T00:00:00.000Z,magny_cours,,🇫🇷,France
199209,British Grand Prix,9,gb,1992,1992-07-12T00:00:00.000Z,silverstone,,🇬🇧,UK
199210,German Grand Prix,10,de,1992,1992-07-26T00:00:00.000Z,hockenheimring,,🇩🇪,Germany
199211,Hungarian Grand Prix,11,hu,1992,1992-08-16T00:00:00.000Z,hungaroring,,🇭🇺,Hungary
199212,Belgian Grand Prix,12,be,1992,1992-08-30T00:00:00.000Z,spa,,🇧🇪,Belgium
199213,Italian Grand Prix,13,it,1992,1992-09-13T00:00:00.000Z,monza,,🇮🇹,Italy
199214,Portuguese Grand Prix,14,pt,1992,1992-09-27T00:00:00.000Z,estoril,,🇵🇹,Portugal
199215,Japanese Grand Prix,15,jp,1992,1992-10-25T00:00:00.000Z,suzuka,,🇯🇵,Japan
199216,Australian Grand Prix,16,au,1992,1992-11-08T00:00:00.000Z,adelaide,,🇦🇺,Australia
