position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,trulli,0.0,9,de,10,7.0,444444,FFFF01,Jarno Trulli 🇮🇹,🇩🇪,Germany
,bernoldi,0.0,9,de,22,0.0,444444,FFA500,Enrique Bernoldi 🇧🇷,🇩🇪,Germany
,raikkonen,0.0,17,jp,10,9.0,A17A5D,0736A5,Kimi Räikkönen 🇫🇮,🇯🇵,Japan
,irvine,0.0,17,jp,12,6.0,444444,095921,Eddie Irvine 🇬🇧,🇯🇵,Japan
,enge,0.0,17,jp,24,0.0,444444,0D1773,Tomáš Enge 🇨🇿,🇯🇵,Japan
,rosa,0.0,17,jp,16,3.0,444444,095921,Pedro de la Rosa 🇪🇸,🇯🇵,Japan
,raikkonen,0.0,16,us,10,9.0,A17A5D,0736A5,Kimi Räikkönen 🇫🇮,🇺🇸,USA
,alonso,0.0,16,us,23,0.0,444444,1B1D1D,Fernando Alonso 🇪🇸,🇺🇸,USA
,ralf_schumacher,0.0,16,us,4,48.0,082957,EAE4ED,Ralf Schumacher 🇩🇪,🇺🇸,USA
,montoya,0.0,16,us,6,25.0,082957,EAE4ED,Juan Pablo Montoya 🇨🇴,🇺🇸,USA
,verstappen,0.0,16,us,18,1.0,444444,FFA500,Jos Verstappen 🇳🇱,🇺🇸,USA
,villeneuve,0.0,16,us,7,12.0,444444,FFFFFF,Jacques Villeneuve 🇨🇦,🇺🇸,USA
,trulli,0.0,15,it,10,9.0,444444,FFFF01,Jarno Trulli 🇮🇹,🇮🇹,Italy
,button,0.0,15,it,17,2.0,444444,73C2FB,Jenson Button 🇬🇧,🇮🇹,Italy
,coulthard,0.0,15,it,2,57.0,0D1D20,FCA13B,David Coulthard 🇬🇧,🇮🇹,Italy
,hakkinen,0.0,15,it,6,24.0,0D1D20,FCA13B,Mika Häkkinen 🇫🇮,🇮🇹,Italy
,verstappen,0.0,15,it,18,1.0,444444,FFA500,Jos Verstappen 🇳🇱,🇮🇹,Italy
,frentzen,0.0,15,it,12,6.0,444444,0D1773,Heinz-Harald Frentzen 🇩🇪,🇮🇹,Italy
,bernoldi,0.0,15,it,21,0.0,444444,FFA500,Enrique Bernoldi 🇧🇷,🇮🇹,Italy
,alonso,0.0,14,be,23,0.0,444444,1B1D1D,Fernando Alonso 🇪🇸,🇧🇪,Belgium
,burti,0.0,14,be,20,0.0,444444,0D1773,Luciano Burti 🇧🇷,🇧🇪,Belgium
,irvine,0.0,14,be,15,4.0,444444,095921,Eddie Irvine 🇬🇧,🇧🇪,Belgium
,raikkonen,0.0,14,be,9,9.0,A17A5D,0736A5,Kimi Räikkönen 🇫🇮,🇧🇪,Belgium
,heidfeld,0.0,14,be,8,11.0,A17A5D,0736A5,Nick Heidfeld 🇩🇪,🇧🇪,Belgium
,rosa,0.0,14,be,18,1.0,444444,095921,Pedro de la Rosa 🇪🇸,🇧🇪,Belgium
,montoya,0.0,14,be,6,15.0,082957,EAE4ED,Juan Pablo Montoya 🇨🇴,🇧🇪,Belgium
,fisichella,0.0,2,my,18,0.0,444444,73C2FB,Giancarlo Fisichella 🇮🇹,🇲🇾,Malaysia
,heidfeld,0.0,2,my,5,3.0,A17A5D,0736A5,Nick Heidfeld 🇩🇪,🇲🇾,Malaysia
,irvine,0.0,2,my,15,0.0,444444,095921,Eddie Irvine 🇬🇧,🇲🇾,Malaysia
,panis,0.0,2,my,10,0.0,444444,FFFFFF,Olivier Panis 🇫🇷,🇲🇾,Malaysia
,raikkonen,0.0,2,my,8,1.0,A17A5D,0736A5,Kimi Räikkönen 🇫🇮,🇲🇾,Malaysia
,button,0.0,14,be,16,2.0,444444,73C2FB,Jenson Button 🇬🇧,🇧🇪,Belgium
,trulli,0.0,14,be,10,9.0,444444,FFFF01,Jarno Trulli 🇮🇹,🇧🇪,Belgium
,irvine,0.0,13,hu,13,4.0,444444,095921,Eddie Irvine 🇬🇧,🇭🇺,Hungary
,burti,0.0,13,hu,20,0.0,444444,0D1773,Luciano Burti 🇧🇷,🇭🇺,Hungary
,bernoldi,0.0,13,hu,21,0.0,444444,FFA500,Enrique Bernoldi 🇧🇷,🇭🇺,Hungary
,button,0.0,13,hu,16,2.0,444444,73C2FB,Jenson Button 🇬🇧,🇭🇺,Hungary
,alonso,0.0,13,hu,23,0.0,444444,1B1D1D,Fernando Alonso 🇪🇸,🇭🇺,Hungary
,trulli,0.0,13,hu,10,9.0,444444,FFFF01,Jarno Trulli 🇮🇹,🇭🇺,Hungary
,panis,0.0,13,hu,12,5.0,444444,FFFFFF,Olivier Panis 🇫🇷,🇭🇺,Hungary
,marques,0.0,13,hu,22,0.0,444444,1B1D1D,Tarso Marques 🇧🇷,🇭🇺,Hungary
,frentzen,0.0,13,hu,11,6.0,444444,0D1773,Heinz-Harald Frentzen 🇩🇪,🇭🇺,Hungary
,raikkonen,0.0,3,br,11,1.0,A17A5D,0736A5,Kimi Räikkönen 🇫🇮,🇧🇷,Brazil
,ralf_schumacher,0.0,3,br,8,2.0,082957,EAE4ED,Ralf Schumacher 🇩🇪,🇧🇷,Brazil
,mazzacane,0.0,3,br,20,0.0,444444,0D1773,Gastón Mazzacane 🇦🇷,🇧🇷,Brazil
,irvine,0.0,3,br,18,0.0,444444,095921,Eddie Irvine 🇬🇧,🇧🇷,Brazil
,verstappen,0.0,3,br,12,0.0,444444,FFA500,Jos Verstappen 🇳🇱,🇧🇷,Brazil
,burti,0.0,3,br,15,0.0,444444,095921,Luciano Burti 🇧🇷,🇧🇷,Brazil
,alonso,0.0,3,br,19,0.0,444444,1B1D1D,Fernando Alonso 🇪🇸,🇧🇷,Brazil
,barrichello,0.0,3,br,3,10.0,16191A,EB212E,Rubens Barrichello 🇧🇷,🇧🇷,Brazil
,hakkinen,0.0,3,br,10,1.0,0D1D20,FCA13B,Mika Häkkinen 🇫🇮,🇧🇷,Brazil
,fisichella,0.0,13,hu,14,4.0,444444,73C2FB,Giancarlo Fisichella 🇮🇹,🇭🇺,Hungary
,rosa,0.0,12,de,18,1.0,444444,095921,Pedro de la Rosa 🇪🇸,🇩🇪,Germany
,heidfeld,0.0,12,de,8,10.0,A17A5D,0736A5,Nick Heidfeld 🇩🇪,🇩🇪,Germany
,zonta,0.0,12,de,19,0.0,444444,FFFF01,Ricardo Zonta 🇧🇷,🇩🇪,Germany
,hakkinen,0.0,12,de,5,19.0,0D1D20,FCA13B,Mika Häkkinen 🇫🇮,🇩🇪,Germany
,irvine,0.0,12,de,13,4.0,444444,095921,Eddie Irvine 🇬🇧,🇩🇪,Germany
,raikkonen,0.0,12,de,9,9.0,A17A5D,0736A5,Kimi Räikkönen 🇫🇮,🇩🇪,Germany
,burti,0.0,12,de,20,0.0,444444,0D1773,Luciano Burti 🇧🇷,🇩🇪,Germany
,michael_schumacher,0.0,12,de,1,84.0,16191A,EB212E,Michael Schumacher 🇩🇪,🇩🇪,Germany
,montoya,0.0,12,de,6,15.0,082957,EAE4ED,Juan Pablo Montoya 🇨🇴,🇩🇪,Germany
,marques,0.0,12,de,22,0.0,444444,1B1D1D,Tarso Marques 🇧🇷,🇩🇪,Germany
,coulthard,0.0,12,de,2,47.0,0D1D20,FCA13B,David Coulthard 🇬🇧,🇩🇪,Germany
,marques,0.0,4,it,16,0.0,444444,1B1D1D,Tarso Marques 🇧🇷,🇮🇹,Italy
,irvine,0.0,4,it,19,0.0,444444,095921,Eddie Irvine 🇬🇧,🇮🇹,Italy
,fisichella,0.0,4,it,10,1.0,444444,73C2FB,Giancarlo Fisichella 🇮🇹,🇮🇹,Italy
,villeneuve,0.0,4,it,13,0.0,444444,FFFFFF,Jacques Villeneuve 🇨🇦,🇮🇹,Italy
,mazzacane,0.0,4,it,21,0.0,444444,0D1773,Gastón Mazzacane 🇦🇷,🇮🇹,Italy
,michael_schumacher,0.0,4,it,1,26.0,16191A,EB212E,Michael Schumacher 🇩🇪,🇮🇹,Italy
,raikkonen,0.0,4,it,11,1.0,A17A5D,0736A5,Kimi Räikkönen 🇫🇮,🇮🇹,Italy
,verstappen,0.0,4,it,12,0.0,444444,FFA500,Jos Verstappen 🇳🇱,🇮🇹,Italy
,alonso,0.0,4,it,20,0.0,444444,1B1D1D,Fernando Alonso 🇪🇸,🇮🇹,Italy
