position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,phil_hill,0.0,5,gb,4,14.0,16191A,EB212E,Phil Hill 🇺🇸,🇬🇧,UK
,salvadori,0.0,5,gb,27,0.0,444444,888888,Roy Salvadori 🇬🇧,🇬🇧,UK
,settember,0.0,9,za,31,0.0,444444,888888,Tony Settember 🇺🇸,🇿🇦,South Africa
,vyver,0.0,9,za,44,0.0,444444,025839,Syd van der Vyver 🇿🇦,🇿🇦,South Africa
,hocking,0.0,9,za,42,0.0,444444,025839,Gary Hocking 🇿🇼,🇿🇦,South Africa
,trevor_taylor,0.0,9,za,10,6.0,444444,025839,Trevor Taylor 🇬🇧,🇿🇦,South Africa
,surtees,0.0,9,za,4,19.0,444444,888888,John Surtees 🇬🇧,🇿🇦,South Africa
,harris,0.0,9,za,39,0.0,444444,888888,Mike Harris 🇿🇦,🇿🇦,South Africa
,salvadori,0.0,9,za,36,0.0,444444,888888,Roy Salvadori 🇬🇧,🇿🇦,South Africa
,ricardo_rodriguez,0.0,1,nl,10,0.0,16191A,EB212E,Ricardo Rodríguez 🇲🇽,🇳🇱,Netherlands
,ginther,0.0,1,nl,11,0.0,444444,144D44,Richie Ginther 🇺🇸,🇳🇱,Netherlands
,ireland,0.0,1,nl,12,0.0,444444,025839,Innes Ireland 🇬🇧,🇳🇱,Netherlands
,gregory,0.0,1,nl,13,0.0,444444,025839,Masten Gregory 🇺🇸,🇳🇱,Netherlands
,gurney,0.0,1,nl,15,0.0,444444,DDDDDD,Dan Gurney 🇺🇸,🇳🇱,Netherlands
,mclaren,0.0,1,nl,16,0.0,444444,273027,Bruce McLaren 🇳🇿,🇳🇱,Netherlands
,salvadori,0.0,1,nl,17,0.0,444444,888888,Roy Salvadori 🇬🇧,🇳🇱,Netherlands
,surtees,0.0,1,nl,18,0.0,444444,888888,John Surtees 🇬🇧,🇳🇱,Netherlands
,jack_brabham,0.0,1,nl,19,0.0,444444,025839,Jack Brabham 🇦🇺,🇳🇱,Netherlands
,pon,0.0,1,nl,20,0.0,444444,DDDDDD,Ben Pon 🇳🇱,🇳🇱,Netherlands
,slotemaker,0.0,1,nl,21,0.0,444444,DDDDDD,Rob Slotemaker 🇳🇱,🇳🇱,Netherlands
,trintignant,0.0,1,nl,22,0.0,444444,025839,Maurice Trintignant 🇫🇷,🇳🇱,Netherlands
,serrurier,0.0,9,za,37,0.0,444444,888888,Doug Serrurier 🇿🇦,🇿🇦,South Africa
,clark,0.0,9,za,2,30.0,444444,025839,Jim Clark 🇬🇧,🇿🇦,South Africa
,hall,0.0,8,us,39,0.0,444444,025839,Jim Hall 🇺🇸,🇺🇸,USA
,salvadori,0.0,8,us,32,0.0,444444,888888,Roy Salvadori 🇬🇧,🇺🇸,USA
,beaufort,0.0,8,us,16,2.0,444444,DDDDDD,Carel Godin de Beaufort 🇳🇱,🇺🇸,USA
,surtees,0.0,8,us,4,19.0,444444,888888,John Surtees 🇬🇧,🇺🇸,USA
,mayer,0.0,8,us,34,0.0,444444,273027,Timmy Mayer 🇺🇸,🇺🇸,USA
,trintignant,0.0,8,us,18,0.0,444444,025839,Maurice Trintignant 🇫🇷,🇺🇸,USA
,ireland,0.0,2,mc,15,0.0,444444,025839,Innes Ireland 🇬🇧,🇲🇨,Monaco
,clark,0.0,2,mc,14,0.0,444444,025839,Jim Clark 🇬🇧,🇲🇨,Monaco
,salvadori,0.0,2,mc,18,0.0,444444,888888,Roy Salvadori 🇬🇧,🇲🇨,Monaco
,maggs,0.0,2,mc,9,2.0,444444,273027,Tony Maggs 🇿🇦,🇲🇨,Monaco
,trevor_taylor,0.0,2,mc,4,6.0,444444,025839,Trevor Taylor 🇬🇧,🇲🇨,Monaco
,gurney,0.0,2,mc,20,0.0,444444,DDDDDD,Dan Gurney 🇺🇸,🇲🇨,Monaco
,trintignant,0.0,2,mc,22,0.0,444444,025839,Maurice Trintignant 🇫🇷,🇲🇨,Monaco
,ginther,0.0,2,mc,17,0.0,444444,144D44,Richie Ginther 🇺🇸,🇲🇨,Monaco
,siffert,0.0,2,mc,23,0.0,444444,025839,Jo Siffert 🇨🇭,🇲🇨,Monaco
,lewis,0.0,2,mc,12,0.0,444444,144D44,Jackie Lewis 🇬🇧,🇲🇨,Monaco
,gregory,0.0,2,mc,19,0.0,444444,457439,Masten Gregory 🇺🇸,🇲🇨,Monaco
,beaufort,0.0,2,mc,10,1.0,444444,DDDDDD,Carel Godin de Beaufort 🇳🇱,🇲🇨,Monaco
,vaccarella,0.0,2,mc,26,0.0,444444,025839,Nino Vaccarella 🇮🇹,🇲🇨,Monaco
,ricardo_rodriguez,0.0,2,mc,16,0.0,16191A,EB212E,Ricardo Rodríguez 🇲🇽,🇲🇨,Monaco
,bussinello,0.0,2,mc,27,0.0,444444,888888,Roberto Bussinello 🇮🇹,🇲🇨,Monaco
,marsh,0.0,2,mc,28,0.0,444444,144D44,Tony Marsh 🇬🇧,🇲🇨,Monaco
,ginther,0.0,8,us,7,10.0,444444,144D44,Richie Ginther 🇺🇸,🇺🇸,USA
,kuhnke,0.0,7,it,47,0.0,444444,888888,Kurt Kuhnke 🇩🇪,🇮🇹,Italy
,estefano,0.0,7,it,45,0.0,444444,888888,Nasif Estéfano 🇦🇷,🇮🇹,Italy
,chamberlain,0.0,7,it,27,0.0,444444,025839,Jay Chamberlain 🇺🇸,🇮🇹,Italy
,lippi,0.0,7,it,44,0.0,444444,888888,Roberto Lippi 🇮🇹,🇮🇹,Italy
,prinoth,0.0,7,it,43,0.0,444444,025839,Ernesto Prinoth 🇮🇹,🇮🇹,Italy
,siffert,0.0,7,it,22,0.0,444444,457439,Jo Siffert 🇨🇭,🇮🇹,Italy
,burgess,0.0,7,it,23,0.0,444444,273027,Ian Burgess 🇬🇧,🇮🇹,Italy
,ashmore,0.0,7,it,39,0.0,444444,025839,Gerry Ashmore 🇬🇧,🇮🇹,Italy
,greene,0.0,7,it,33,0.0,444444,888888,Keith Greene 🇬🇧,🇮🇹,Italy
,shelly,0.0,7,it,36,0.0,444444,457439,Tony Shelly 🇳🇿,🇮🇹,Italy
,trevor_taylor,0.0,3,be,5,6.0,444444,025839,Trevor Taylor 🇬🇧,🇧🇪,Belgium
,mairesse,0.0,3,be,14,0.0,16191A,EB212E,Willy Mairesse 🇧🇪,🇧🇪,Belgium
,ginther,0.0,3,be,21,0.0,444444,144D44,Richie Ginther 🇺🇸,🇧🇪,Belgium
,maggs,0.0,3,be,11,2.0,444444,273027,Tony Maggs 🇿🇦,🇧🇪,Belgium
,mclaren,0.0,3,be,4,9.0,444444,273027,Bruce McLaren 🇳🇿,🇧🇪,Belgium
,gregory,0.0,3,be,23,0.0,444444,457439,Masten Gregory 🇺🇸,🇧🇪,Belgium
,ireland,0.0,3,be,20,0.0,444444,025839,Innes Ireland 🇬🇧,🇧🇪,Belgium
,baghetti,0.0,3,be,9,3.0,16191A,EB212E,Giancarlo Baghetti 🇮🇹,🇧🇪,Belgium
,gurney,0.0,3,be,24,0.0,444444,457439,Dan Gurney 🇺🇸,🇧🇪,Belgium
,marsh,0.0,3,be,27,0.0,444444,144D44,Tony Marsh 🇬🇧,🇧🇪,Belgium
,lewis,0.0,3,be,16,0.0,444444,144D44,Jackie Lewis 🇬🇧,🇧🇪,Belgium
,ashmore,0.0,3,be,30,0.0,444444,144D44,Gerry Ashmore 🇬🇧,🇧🇪,Belgium
,salvadori,0.0,3,be,22,0.0,444444,888888,Roy Salvadori 🇬🇧,🇧🇪,Belgium
,schiller,0.0,3,be,32,0.0,444444,DDDDDD,Heinz Schiller 🇨🇭,🇧🇪,Belgium
,bonnier,0.0,3,be,10,2.0,444444,DDDDDD,Jo Bonnier 🇸🇪,🇧🇪,Belgium
,clark,0.0,7,it,3,21.0,444444,025839,Jim Clark 🇬🇧,🇮🇹,Italy
,trintignant,0.0,7,it,17,0.0,444444,025839,Maurice Trintignant 🇫🇷,🇮🇹,Italy
,settember,0.0,7,it,24,0.0,444444,888888,Tony Settember 🇺🇸,🇮🇹,Italy
,trevor_taylor,0.0,7,it,9,6.0,444444,025839,Trevor Taylor 🇬🇧,🇮🇹,Italy
,salvadori,0.0,7,it,29,0.0,444444,888888,Roy Salvadori 🇬🇧,🇮🇹,Italy
,surtees,0.0,7,it,4,19.0,444444,888888,John Surtees 🇬🇧,🇮🇹,Italy
,ireland,0.0,7,it,28,0.0,444444,025839,Innes Ireland 🇬🇧,🇮🇹,Italy
,marsh,0.0,6,de,32,0.0,444444,144D44,Tony Marsh 🇬🇧,🇩🇪,Germany
,seiffert,0.0,6,de,43,0.0,444444,457439,Günther Seiffert 🇩🇪,🇩🇪,Germany
,bonnier,0.0,4,fr,13,2.0,444444,DDDDDD,Jo Bonnier 🇸🇪,🇫🇷,France
,clark,0.0,4,fr,4,9.0,444444,025839,Jim Clark 🇬🇧,🇫🇷,France
,lewis,0.0,4,fr,18,0.0,444444,273027,Jackie Lewis 🇬🇧,🇫🇷,France
,salvadori,0.0,4,fr,23,0.0,444444,888888,Roy Salvadori 🇬🇧,🇫🇷,France
,gregory,0.0,4,fr,24,0.0,444444,457439,Masten Gregory 🇺🇸,🇫🇷,France
,jack_brabham,0.0,4,fr,15,1.0,444444,025839,Jack Brabham 🇦🇺,🇫🇷,France
,siffert,0.0,4,fr,20,0.0,444444,457439,Jo Siffert 🇨🇭,🇫🇷,France
,ireland,0.0,4,fr,22,0.0,444444,025839,Innes Ireland 🇬🇧,🇫🇷,France
,arundell,0.0,4,fr,26,0.0,444444,09630C,Peter Arundell 🇬🇧,🇫🇷,France
,marsh,0.0,4,fr,27,0.0,444444,144D44,Tony Marsh 🇬🇧,🇫🇷,France
,davis,0.0,4,fr,28,0.0,444444,DDDDDD,Colin Davis 🇬🇧,🇫🇷,France
,abate,0.0,4,fr,30,0.0,444444,025839,Carlo Abate 🇮🇹,🇫🇷,France
,burgess,0.0,4,fr,33,0.0,444444,273027,Ian Burgess 🇬🇧,🇫🇷,France
,chamberlain,0.0,6,de,27,0.0,444444,025839,Jay Chamberlain 🇺🇸,🇩🇪,Germany
,seidel,0.0,6,de,30,0.0,444444,457439,Wolfgang Seidel 🇩🇪,🇩🇪,Germany
,shelly,0.0,6,de,36,0.0,444444,025839,Tony Shelly 🇳🇿,🇩🇪,Germany
,trevor_taylor,0.0,6,de,8,6.0,444444,025839,Trevor Taylor 🇬🇧,🇩🇪,Germany
,collomb,0.0,6,de,42,0.0,444444,273027,Bernard Collomb 🇫🇷,🇩🇪,Germany
,schiller,0.0,6,de,41,0.0,444444,457439,Heinz Schiller 🇨🇭,🇩🇪,Germany
,bandini,0.0,6,de,10,4.0,16191A,EB212E,Lorenzo Bandini 🇮🇹,🇩🇪,Germany
,trintignant,0.0,6,de,16,0.0,444444,025839,Maurice Trintignant 🇫🇷,🇩🇪,Germany
,salvadori,0.0,6,de,29,0.0,444444,888888,Roy Salvadori 🇬🇧,🇩🇪,Germany
,greene,0.0,6,de,33,0.0,444444,888888,Keith Greene 🇬🇧,🇩🇪,Germany
,jack_brabham,0.0,6,de,13,3.0,444444,243F73,Jack Brabham 🇦🇺,🇩🇪,Germany
,phil_hill,0.0,6,de,5,14.0,16191A,EB212E,Phil Hill 🇺🇸,🇩🇪,Germany
,lewis,0.0,6,de,19,0.0,444444,273027,Jackie Lewis 🇬🇧,🇩🇪,Germany
,siffert,0.0,5,gb,21,0.0,444444,457439,Jo Siffert 🇨🇭,🇬🇧,UK
,greene,0.0,5,gb,37,0.0,444444,888888,Keith Greene 🇬🇧,🇬🇧,UK
,campbell-jones,0.0,5,gb,22,0.0,444444,888888,John Campbell-Jones 🇬🇧,🇬🇧,UK
,tingle,0.0,9,za,52,0.0,444444,025839,Sam Tingle 🇿🇼,🇿🇦,South Africa
