Alain Prost 🇫🇷,2
Ayrton Senna 🇧🇷,7
Damon Hill 🇬🇧,5
Daniel Ricciardo 🇦🇺,3
Daniil Kvyat 🇷🇺,1
David Coulthard 🇬🇧,5
Eddie Irvine 🇬🇧,1
Fernando Alonso 🇪🇸,5
Gerhard Berger 🇦🇹,3
Heikki Kovalainen 🇫🇮,1
Jacques Villeneuve 🇨🇦,3
Jean Alesi 🇫🇷,1
Jenson Button 🇬🇧,2
Johnny Herbert 🇬🇧,1
Jos Verstappen 🇳🇱,1
Juan Pablo Montoya 🇨🇴,1
Kimi Räikkönen 🇫🇮,7
Lewis Hamilton 🇬🇧,6
Mark Webber 🇦🇺,2
Michael Schumacher 🇩🇪,7
Mika Häkkinen 🇫🇮,2
Nelson Piquet 🇧🇷,3
Nick Heidfeld 🇩🇪,2
Nico Rosberg 🇩🇪,1
Nigel Mansell 🇬🇧,4
Pedro de la Rosa 🇪🇸,1
Ralf Schumacher 🇩🇪,2
Riccardo Patrese 🇮🇹,2
Romain Grosjean 🇫🇷,1
Rubens Barrichello 🇧🇷,3
Sebastian Vettel 🇩🇪,4
Thierry Boutsen 🇧🇪,3
Timo Glock 🇩🇪,1
