Damon Hill 🇬🇧,70
Daniel Ricciardo 🇦🇺,32
David Coulthard 🇬🇧,5
Felipe Massa 🇧🇷,60
Fernando Alonso 🇪🇸,141
Heikki Kovalainen 🇫🇮,10
Heinz-Harald Frentzen 🇩🇪,4
Jacques Villeneuve 🇨🇦,52
Jenson Button 🇬🇧,46
Juan Pablo Montoya 🇨🇴,10
Kimi Räikkönen 🇫🇮,57
Lewis Hamilton 🇬🇧,344
Mark Webber 🇦🇺,64
Michael Schumacher 🇩🇪,228
Mika Häkkinen 🇫🇮,199
Nico Rosberg 🇩🇪,13
Ralf Schumacher 🇩🇪,1
Romain Grosjean 🇫🇷,5
Rubens Barrichello 🇧🇷,78
Sebastian Vettel 🇩🇪,98
