name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1965 French Grand Prix 🇫🇷,2:41:38.4,4,40,Lotus-Climax 🇬🇧,1965-06-27,Jim Clark 🇬🇧,1965
1969 French Grand Prix 🇫🇷,1:56:47.4,5,38,Matra-Ford 🇫🇷,1969-07-06,Jackie Stewart 🇬🇧,1969
1970 French Grand Prix 🇫🇷,1:55:57.0,6,38,Team Lotus 🇬🇧,1970-07-05,Jochen Rindt 🇦🇹,1970
1972 French Grand Prix 🇫🇷,1:52:22.5,6,38,Tyrrell 🇬🇧,1972-07-02,Jackie Stewart 🇬🇧,1972
