position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,trintignant,0.0,11,ma,7,12.0,444444,273027,Maurice Trintignant 🇫🇷,🇲🇦,Morocco
,flockhart,0.0,11,ma,57,0.0,444444,144D44,Ron Flockhart 🇬🇧,🇲🇦,Morocco
,seidel,0.0,11,ma,52,0.0,444444,273027,Wolfgang Seidel 🇩🇪,🇲🇦,Morocco
,behra,0.0,11,ma,12,9.0,444444,144D44,Jean Behra 🇫🇷,🇲🇦,Morocco
,gendebien,0.0,11,ma,26,0.0,16191A,EB212E,Olivier Gendebien 🇧🇪,🇲🇦,Morocco
,brooks,0.0,11,ma,3,24.0,444444,336667,Tony Brooks 🇬🇧,🇲🇦,Morocco
,bridger,0.0,11,ma,63,0.0,444444,273027,Tom Bridger 🇬🇧,🇲🇦,Morocco
,picard,0.0,11,ma,60,0.0,444444,273027,François Picard 🇫🇷,🇲🇦,Morocco
,lewis-evans,0.0,11,ma,9,11.0,444444,336667,Stuart Lewis-Evans 🇬🇧,🇲🇦,Morocco
,collins,0.0,1,ar,10,0.0,16191A,EB212E,Peter Collins 🇬🇧,🇦🇷,Argentina
,jack_brabham,0.0,10,it,18,3.0,444444,273027,Jack Brabham 🇦🇺,🇮🇹,Italy
,schell,0.0,10,it,8,12.0,444444,144D44,Harry Schell 🇺🇸,🇮🇹,Italy
,trips,0.0,10,it,10,9.0,16191A,EB212E,Wolfgang von Trips 🇩🇪,🇮🇹,Italy
,gerini,0.0,10,it,35,0.0,444444,C0BEC3,Gerino Gerini 🇮🇹,🇮🇹,Italy
,gendebien,0.0,10,it,25,0.0,16191A,EB212E,Olivier Gendebien 🇧🇪,🇮🇹,Italy
,trips,0.0,2,mc,14,0.0,16191A,EB212E,Wolfgang von Trips 🇩🇪,🇲🇨,Monaco
,bonnier,0.0,2,mc,15,0.0,444444,C0BEC3,Jo Bonnier 🇸🇪,🇲🇨,Monaco
,hill,0.0,2,mc,16,0.0,444444,09630C,Graham Hill 🇬🇧,🇲🇨,Monaco
,salvadori,0.0,2,mc,17,0.0,444444,273027,Roy Salvadori 🇬🇧,🇲🇨,Monaco
,hawthorn,1.0,2,mc,4,5.0,16191A,EB212E,Mike Hawthorn 🇬🇧,🇲🇨,Monaco
,moss,0.0,2,mc,2,8.0,444444,336667,Stirling Moss 🇬🇧,🇲🇨,Monaco
,behra,0.0,2,mc,9,2.0,444444,144D44,Jean Behra 🇫🇷,🇲🇨,Monaco
,scarlatti,0.0,2,mc,18,0.0,444444,C0BEC3,Giorgio Scarlatti 🇮🇹,🇲🇨,Monaco
,brooks,0.0,2,mc,19,0.0,444444,336667,Tony Brooks 🇬🇧,🇲🇨,Monaco
,lewis-evans,0.0,2,mc,20,0.0,444444,336667,Stuart Lewis-Evans 🇬🇧,🇲🇨,Monaco
,flockhart,0.0,2,mc,21,0.0,444444,273027,Ron Flockhart 🇬🇧,🇲🇨,Monaco
,kavanagh,0.0,2,mc,22,0.0,444444,C0BEC3,Ken Kavanagh 🇦🇺,🇲🇨,Monaco
