position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,glock,0.0,19,br,25,0.0,444444,F60002,Timo Glock 🇩🇪,🇧🇷,Brazil
,maldonado,0.0,19,br,19,1.0,082957,EAE4ED,Pastor Maldonado 🇻🇪,🇧🇷,Brazil
,hamilton,0.0,19,br,5,227.0,0D1D20,FCA13B,Lewis Hamilton 🇬🇧,🇧🇷,Brazil
,liuzzi,0.0,19,br,23,0.0,444444,BE9D56,Vitantonio Liuzzi 🇮🇹,🇧🇷,Brazil
,vettel,0.0,18,ae,1,374.0,FDCC2F,121D32,Sebastian Vettel 🇩🇪,🇦🇪,UAE
,ambrosio,0.0,18,ae,24,0.0,444444,F60002,Jérôme d'Ambrosio 🇧🇪,🇦🇪,UAE
,buemi,0.0,18,ae,15,15.0,FC181D,2039C3,Sébastien Buemi 🇨🇭,🇦🇪,UAE
,ricciardo,0.0,18,ae,27,0.0,444444,BE9D56,Daniel Ricciardo 🇦🇺,🇦🇪,UAE
,kobayashi,0.0,17,in,12,27.0,A17A5D,0736A5,Kamui Kobayashi 🇯🇵,🇮🇳,India
,glock,0.0,17,in,25,0.0,444444,F60002,Timo Glock 🇩🇪,🇮🇳,India
,maldonado,0.0,17,in,19,1.0,082957,EAE4ED,Pastor Maldonado 🇻🇪,🇮🇳,India
,buemi,0.0,17,in,15,15.0,FC181D,2039C3,Sébastien Buemi 🇨🇭,🇮🇳,India
,massa,0.0,17,in,6,98.0,16191A,EB212E,Felipe Massa 🇧🇷,🇮🇳,India
,michael_schumacher,0.0,16,kr,8,60.0,D7D7D5,18A19B,Michael Schumacher 🇩🇪,🇰🇷,Korea
,glock,0.0,1,au,15,0.0,444444,F60002,Timo Glock 🇩🇪,🇦🇺,Australia
,rosberg,0.0,1,au,17,0.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇦🇺,Australia
,kovalainen,0.0,1,au,18,0.0,444444,006400,Heikki Kovalainen 🇫🇮,🇦🇺,Australia
,michael_schumacher,0.0,1,au,19,0.0,D7D7D5,18A19B,Michael Schumacher 🇩🇪,🇦🇺,Australia
