raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
201101,Australian Grand Prix,1,au,2011,2011-03-27T00:00:00.000Z,albert_park,06:00:00,🇦🇺,Australia
201102,Malaysian Grand Prix,2,my,2011,2011-04-10T00:00:00.000Z,sepang,08:00:00,🇲🇾,Malaysia
201103,Chinese Grand Prix,3,cn,2011,2011-04-17T00:00:00.000Z,shanghai,07:00:00,🇨🇳,China
201104,Turkish Grand Prix,4,tr,2011,2011-05-08T00:00:00.000Z,istanbul,12:00:00,🇹🇷,Turkey
201105,Spanish Grand Prix,5,es,2011,2011-05-22T00:00:00.000Z,catalunya,12:00:00,🇪🇸,Spain
201106,Monaco Grand Prix,6,mc,2011,2011-05-29T00:00:00.000Z,monaco,12:00:00,🇲🇨,Monaco
201107,Canadian Grand Prix,7,ca,2011,2011-06-12T00:00:00.000Z,villeneuve,17:00:00,🇨🇦,Canada
201108,European Grand Prix,8,es,2011,2011-06-26T00:00:00.000Z,valencia,12:00:00,🇪🇸,Spain
201109,British Grand Prix,9,gb,2011,2011-07-10T00:00:00.000Z,silverstone,12:00:00,🇬🇧,UK
201110,German Grand Prix,10,de,2011,2011-07-24T00:00:00.000Z,nurburgring,12:00:00,🇩🇪,Germany
201111,Hungarian Grand Prix,11,hu,2011,2011-07-31T00:00:00.000Z,hungaroring,12:00:00,🇭🇺,Hungary
201112,Belgian Grand Prix,12,be,2011,2011-08-28T00:00:00.000Z,spa,12:00:00,🇧🇪,Belgium
201113,Italian Grand Prix,13,it,2011,2011-09-11T00:00:00.000Z,monza,12:00:00,🇮🇹,Italy
201114,Singapore Grand Prix,14,sg,2011,2011-09-25T00:00:00.000Z,marina_bay,12:00:00,🇸🇬,Singapore
201115,Japanese Grand Prix,15,jp,2011,2011-10-09T00:00:00.000Z,suzuka,06:00:00,🇯🇵,Japan
201116,Korean Grand Prix,16,kr,2011,2011-10-16T00:00:00.000Z,yeongam,06:00:00,🇰🇷,Korea
201117,Indian Grand Prix,17,in,2011,2011-10-30T00:00:00.000Z,buddh,09:30:00,🇮🇳,India
201118,Abu Dhabi Grand Prix,18,ae,2011,2011-11-13T00:00:00.000Z,yas_marina,13:00:00,🇦🇪,UAE
201119,Brazilian Grand Prix,19,br,2011,2011-11-27T00:00:00.000Z,interlagos,16:00:00,🇧🇷,Brazil
