position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,maldonado,0.0,19,ae,14,27.0,444444,F6CA46,Pastor Maldonado 🇻🇪,🇦🇪,UAE
,massa,0.0,18,br,6,117.0,082957,EAE4ED,Felipe Massa 🇧🇷,🇧🇷,Brazil
,sainz,0.0,18,br,15,18.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇧🇷,Brazil
,alonso,0.0,17,mx,17,11.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇲🇽,Mexico
,raikkonen,0.0,17,mx,5,123.0,16191A,EB212E,Kimi Räikkönen 🇫🇮,🇲🇽,Mexico
,vettel,0.0,17,mx,3,251.0,16191A,EB212E,Sebastian Vettel 🇩🇪,🇲🇽,Mexico
,nasr,0.0,17,mx,13,27.0,A17A5D,0736A5,Felipe Nasr 🇧🇷,🇲🇽,Mexico
,stevens,0.0,16,us,21,0.0,444444,5E0A16,Will Stevens 🇬🇧,🇺🇸,USA
,bottas,0.0,16,us,5,111.0,082957,EAE4ED,Valtteri Bottas 🇫🇮,🇺🇸,USA
,grosjean,0.0,16,us,11,44.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇺🇸,USA
,massa,0.0,16,us,6,109.0,082957,EAE4ED,Felipe Massa 🇧🇷,🇺🇸,USA
,raikkonen,0.0,1,au,12,0.0,16191A,EB212E,Kimi Räikkönen 🇫🇮,🇦🇺,Australia
,max_verstappen,0.0,1,au,13,0.0,FC181D,2039C3,Max Verstappen 🇳🇱,🇦🇺,Australia
,grosjean,0.0,1,au,14,0.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇦🇺,Australia
,maldonado,0.0,1,au,15,0.0,444444,F6CA46,Pastor Maldonado 🇻🇪,🇦🇺,Australia
,kevin_magnussen,0.0,1,au,17,0.0,0D1D20,FCA13B,Kevin Magnussen 🇩🇰,🇦🇺,Australia
,bottas,0.0,1,au,18,0.0,082957,EAE4ED,Valtteri Bottas 🇫🇮,🇦🇺,Australia
,raikkonen,0.0,16,us,4,123.0,16191A,EB212E,Kimi Räikkönen 🇫🇮,🇺🇸,USA
,ericsson,0.0,16,us,18,9.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇺🇸,USA
,hulkenberg,0.0,16,us,12,38.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇺🇸,USA
,kvyat,0.0,16,us,7,76.0,FDCC2F,121D32,Daniil Kvyat 🇷🇺,🇺🇸,USA
,ericsson,0.0,15,ru,17,9.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇷🇺,Russia
,hulkenberg,0.0,15,ru,11,38.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇷🇺,Russia
,rosberg,0.0,15,ru,3,229.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇷🇺,Russia
,grosjean,0.0,15,ru,10,44.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇷🇺,Russia
,sainz,0.0,15,ru,15,12.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇷🇺,Russia
,nasr,0.0,14,jp,13,17.0,A17A5D,0736A5,Felipe Nasr 🇧🇷,🇯🇵,Japan
,hulkenberg,0.0,13,sg,12,30.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇸🇬,Singapore
,massa,0.0,13,sg,6,97.0,082957,EAE4ED,Felipe Massa 🇧🇷,🇸🇬,Singapore
,hamilton,0.0,13,sg,1,252.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇸🇬,Singapore
,alonso,0.0,13,sg,15,11.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇸🇬,Singapore
,button,0.0,13,sg,18,6.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇸🇬,Singapore
,maldonado,0.0,2,my,18,0.0,444444,F6CA46,Pastor Maldonado 🇻🇪,🇲🇾,Malaysia
,button,0.0,2,my,16,0.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇲🇾,Malaysia
,alonso,0.0,2,my,20,0.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇲🇾,Malaysia
,ericsson,0.0,2,my,12,4.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇲🇾,Malaysia
,stevens,0.0,2,my,21,0.0,444444,5E0A16,Will Stevens 🇬🇧,🇲🇾,Malaysia
,maldonado,0.0,12,it,14,12.0,444444,F6CA46,Pastor Maldonado 🇻🇪,🇮🇹,Italy
,grosjean,0.0,12,it,9,38.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇮🇹,Italy
,hulkenberg,0.0,11,be,12,24.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇧🇪,Belgium
,maldonado,0.0,11,be,14,12.0,444444,F6CA46,Pastor Maldonado 🇻🇪,🇧🇪,Belgium
,ricciardo,0.0,11,be,8,51.0,FDCC2F,121D32,Daniel Ricciardo 🇦🇺,🇧🇪,Belgium
,sainz,0.0,11,be,16,9.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇧🇪,Belgium
,hulkenberg,0.0,10,hu,9,24.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇭🇺,Hungary
,perez,0.0,10,hu,13,15.0,C81625,F6AFC1,Sergio Pérez 🇲🇽,🇭🇺,Hungary
,raikkonen,0.0,10,hu,5,76.0,16191A,EB212E,Kimi Räikkönen 🇫🇮,🇭🇺,Hungary
,sainz,0.0,10,hu,16,9.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇭🇺,Hungary
,nasr,0.0,9,gb,11,16.0,A17A5D,0736A5,Felipe Nasr 🇧🇷,🇬🇧,UK
,grosjean,0.0,9,gb,10,17.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇬🇧,UK
,button,0.0,9,gb,17,4.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇬🇧,UK
,maldonado,0.0,9,gb,13,12.0,444444,F6CA46,Pastor Maldonado 🇻🇪,🇬🇧,UK
,max_verstappen,0.0,9,gb,14,10.0,FC181D,2039C3,Max Verstappen 🇳🇱,🇬🇧,UK
,ricciardo,0.0,9,gb,7,36.0,FDCC2F,121D32,Daniel Ricciardo 🇦🇺,🇬🇧,UK
,sainz,0.0,9,gb,15,9.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇬🇧,UK
,maldonado,0.0,3,cn,20,0.0,444444,F6CA46,Pastor Maldonado 🇻🇪,🇨🇳,China
,kvyat,0.0,3,cn,14,2.0,FDCC2F,121D32,Daniil Kvyat 🇷🇺,🇨🇳,China
,hulkenberg,0.0,3,cn,10,6.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇨🇳,China
,alonso,0.0,8,at,18,0.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇦🇹,Austria
,raikkonen,0.0,8,at,4,72.0,16191A,EB212E,Kimi Räikkönen 🇫🇮,🇦🇹,Austria
,stevens,0.0,8,at,20,0.0,444444,5E0A16,Will Stevens 🇬🇧,🇦🇹,Austria
,button,0.0,8,at,17,4.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇦🇹,Austria
,sainz,0.0,8,at,15,9.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇦🇹,Austria
,grosjean,0.0,8,at,10,17.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇦🇹,Austria
,alonso,0.0,7,ca,18,0.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇨🇦,Canada
,button,0.0,7,ca,17,4.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇨🇦,Canada
,merhi,0.0,7,ca,19,0.0,444444,5E0A16,Roberto Merhi 🇪🇸,🇨🇦,Canada
,maldonado,0.0,6,mc,20,0.0,444444,F6CA46,Pastor Maldonado 🇻🇪,🇲🇨,Monaco
,alonso,0.0,6,mc,17,0.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇲🇨,Monaco
,max_verstappen,0.0,6,mc,14,6.0,FC181D,2039C3,Max Verstappen 🇳🇱,🇲🇨,Monaco
,alonso,0.0,5,es,16,0.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇪🇸,Spain
,maldonado,0.0,5,es,20,0.0,444444,F6CA46,Pastor Maldonado 🇻🇪,🇪🇸,Spain
,button,0.0,4,bh,17,0.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇧🇭,Bahrain
,sainz,0.0,4,bh,12,6.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇧🇭,Bahrain
,max_verstappen,0.0,4,bh,11,6.0,FC181D,2039C3,Max Verstappen 🇳🇱,🇧🇭,Bahrain
,kvyat,0.0,1,au,16,0.0,FDCC2F,121D32,Daniil Kvyat 🇷🇺,🇦🇺,Australia
1,hamilton,25.0,7,ca,1,151.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇨🇦,Canada
1,hamilton,25.0,4,bh,1,93.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇧🇭,Bahrain
1,hamilton,25.0,9,gb,1,194.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇬🇧,UK
1,rosberg,25.0,5,es,2,91.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇪🇸,Spain
1,hamilton,25.0,12,it,1,252.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇮🇹,Italy
1,hamilton,25.0,15,ru,1,302.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇷🇺,Russia
1,hamilton,25.0,16,us,1,327.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇺🇸,USA
1,hamilton,25.0,11,be,1,227.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇧🇪,Belgium
1,rosberg,25.0,18,br,2,297.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇧🇷,Brazil
1,vettel,25.0,10,hu,3,160.0,16191A,EB212E,Sebastian Vettel 🇩🇪,🇭🇺,Hungary
1,hamilton,25.0,14,jp,1,277.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇯🇵,Japan
1,rosberg,25.0,19,ae,2,322.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇦🇪,UAE
1,rosberg,25.0,8,at,2,159.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇦🇹,Austria
1,vettel,25.0,2,my,2,40.0,16191A,EB212E,Sebastian Vettel 🇩🇪,🇲🇾,Malaysia
1,hamilton,25.0,1,au,1,25.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇦🇺,Australia
1,rosberg,25.0,6,mc,2,116.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇲🇨,Monaco
1,hamilton,25.0,3,cn,1,68.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇨🇳,China
1,vettel,25.0,13,sg,3,203.0,16191A,EB212E,Sebastian Vettel 🇩🇪,🇸🇬,Singapore
1,rosberg,25.0,17,mx,2,272.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇲🇽,Mexico
10,maldonado,1.0,18,br,14,27.0,444444,F6CA46,Pastor Maldonado 🇻🇪,🇧🇷,Brazil
10,perez,1.0,1,au,10,1.0,C81625,F6AFC1,Sergio Pérez 🇲🇽,🇦🇺,Australia
10,nasr,1.0,13,sg,13,17.0,A17A5D,0736A5,Felipe Nasr 🇧🇷,🇸🇬,Singapore
10,grosjean,1.0,17,mx,11,45.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇲🇽,Mexico
10,ericsson,1.0,10,hu,18,6.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇭🇺,Hungary
10,alonso,1.0,9,gb,18,1.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇬🇧,UK
10,kvyat,1.0,5,es,15,5.0,FDCC2F,121D32,Daniil Kvyat 🇷🇺,🇪🇸,Spain
10,kvyat,1.0,19,ae,7,95.0,FDCC2F,121D32,Daniil Kvyat 🇷🇺,🇦🇪,UAE
10,grosjean,1.0,7,ca,9,17.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇨🇦,Canada
10,massa,1.0,4,bh,5,31.0,082957,EAE4ED,Felipe Massa 🇧🇷,🇧🇭,Bahrain
10,ericsson,1.0,3,cn,13,5.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇨🇳,China
10,sainz,1.0,14,jp,15,12.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇯🇵,Japan
10,max_verstappen,1.0,15,ru,12,33.0,FC181D,2039C3,Max Verstappen 🇳🇱,🇷🇺,Russia
10,sainz,1.0,6,mc,12,9.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇲🇨,Monaco
10,kvyat,1.0,12,it,7,58.0,FDCC2F,121D32,Daniil Kvyat 🇷🇺,🇮🇹,Italy
10,ericsson,1.0,11,be,17,7.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇧🇪,Belgium
10,ricciardo,1.0,16,us,8,74.0,FDCC2F,121D32,Daniel Ricciardo 🇦🇺,🇺🇸,USA
10,ricciardo,1.0,2,my,8,9.0,FDCC2F,121D32,Daniel Ricciardo 🇦🇺,🇲🇾,Malaysia
10,ricciardo,1.0,8,at,7,36.0,FDCC2F,121D32,Daniel Ricciardo 🇦🇺,🇦🇹,Austria
11,nasr,0.0,8,at,11,16.0,A17A5D,0736A5,Felipe Nasr 🇧🇷,🇦🇹,Austria
11,hulkenberg,0.0,6,mc,13,6.0,C81625,F6AFC1,Nico Hülkenberg 🇩🇪,🇲🇨,Monaco
11,alonso,0.0,14,jp,16,11.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇯🇵,Japan
11,alonso,0.0,4,bh,16,0.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇧🇭,Bahrain
11,nasr,0.0,10,hu,12,16.0,A17A5D,0736A5,Felipe Nasr 🇧🇷,🇭🇺,Hungary
11,ricciardo,0.0,18,br,8,84.0,FDCC2F,121D32,Daniel Ricciardo 🇦🇺,🇧🇷,Brazil
11,alonso,0.0,15,ru,16,11.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇷🇺,Russia
11,grosjean,0.0,2,my,15,0.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇲🇾,Malaysia
11,maldonado,0.0,17,mx,14,26.0,444444,F6CA46,Pastor Maldonado 🇻🇪,🇲🇽,Mexico
11,ericsson,0.0,9,gb,16,5.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇬🇧,UK
11,perez,0.0,3,cn,15,1.0,C81625,F6AFC1,Sergio Pérez 🇲🇽,🇨🇳,China
11,ericsson,0.0,13,sg,17,9.0,A17A5D,0736A5,Marcus Ericsson 🇸🇪,🇸🇬,Singapore
11,button,0.0,1,au,11,0.0,0D1D20,FCA13B,Jenson Button 🇬🇧,🇦🇺,Australia
11,max_verstappen,0.0,5,es,11,6.0,FC181D,2039C3,Max Verstappen 🇳🇱,🇪🇸,Spain
11,sainz,0.0,19,ae,15,18.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇦🇪,UAE
11,perez,0.0,7,ca,11,11.0,C81625,F6AFC1,Sergio Pérez 🇲🇽,🇨🇦,Canada
11,sainz,0.0,12,it,16,9.0,FC181D,2039C3,Carlos Sainz 🇪🇸,🇮🇹,Italy
11,nasr,0.0,11,be,13,16.0,A17A5D,0736A5,Felipe Nasr 🇧🇷,🇧🇪,Belgium
11,alonso,0.0,16,us,17,11.0,0D1D20,FCA13B,Fernando Alonso 🇪🇸,🇺🇸,USA
