raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
201501,Australian Grand Prix,1,au,2015,2015-03-15T00:00:00.000Z,albert_park,05:00:00,🇦🇺,Australia
201502,Malaysian Grand Prix,2,my,2015,2015-03-29T00:00:00.000Z,sepang,07:00:00,🇲🇾,Malaysia
201503,Chinese Grand Prix,3,cn,2015,2015-04-12T00:00:00.000Z,shanghai,06:00:00,🇨🇳,China
201504,Bahrain Grand Prix,4,bh,2015,2015-04-19T00:00:00.000Z,bahrain,15:00:00,🇧🇭,Bahrain
201505,Spanish Grand Prix,5,es,2015,2015-05-10T00:00:00.000Z,catalunya,12:00:00,🇪🇸,Spain
201506,Monaco Grand Prix,6,mc,2015,2015-05-24T00:00:00.000Z,monaco,12:00:00,🇲🇨,Monaco
201507,Canadian Grand Prix,7,ca,2015,2015-06-07T00:00:00.000Z,villeneuve,18:00:00,🇨🇦,Canada
201508,Austrian Grand Prix,8,at,2015,2015-06-21T00:00:00.000Z,red_bull_ring,12:00:00,🇦🇹,Austria
201509,British Grand Prix,9,gb,2015,2015-07-05T00:00:00.000Z,silverstone,12:00:00,🇬🇧,UK
201510,Hungarian Grand Prix,10,hu,2015,2015-07-26T00:00:00.000Z,hungaroring,12:00:00,🇭🇺,Hungary
201511,Belgian Grand Prix,11,be,2015,2015-08-23T00:00:00.000Z,spa,12:00:00,🇧🇪,Belgium
201512,Italian Grand Prix,12,it,2015,2015-09-06T00:00:00.000Z,monza,12:00:00,🇮🇹,Italy
201513,Singapore Grand Prix,13,sg,2015,2015-09-20T00:00:00.000Z,marina_bay,12:00:00,🇸🇬,Singapore
201514,Japanese Grand Prix,14,jp,2015,2015-09-27T00:00:00.000Z,suzuka,05:00:00,🇯🇵,Japan
201515,Russian Grand Prix,15,ru,2015,2015-10-11T00:00:00.000Z,sochi,11:00:00,🇷🇺,Russia
201516,United States Grand Prix,16,us,2015,2015-10-25T00:00:00.000Z,americas,19:00:00,🇺🇸,USA
201517,Mexican Grand Prix,17,mx,2015,2015-11-01T00:00:00.000Z,rodriguez,19:00:00,🇲🇽,Mexico
201518,Brazilian Grand Prix,18,br,2015,2015-11-15T00:00:00.000Z,interlagos,16:00:00,🇧🇷,Brazil
201519,Abu Dhabi Grand Prix,19,ae,2015,2015-11-29T00:00:00.000Z,yas_marina,13:00:00,🇦🇪,UAE
