surname,flag,forename,country
Berg,🇨🇦,Allen,Canada
Brack,🇨🇦,Bill,Canada
Broeker,🇨🇦,Peter,Canada
Cannon,🇨🇦,John,Canada
Cordts,🇨🇦,John,Canada
Eaton,🇨🇦,George,Canada
Pease,🇨🇦,Al,Canada
Ryan,🇨🇦,Peter,Canada
Stroll,🇨🇦,Lance,Canada
Villeneuve,🇨🇦,Gilles,Canada
Villeneuve,🇨🇦,Jacques,Canada
Villeneuve Sr.,🇨🇦,Jacques,Canada
Wietzes,🇨🇦,Eppie,Canada
