surname,flag,forename,country
Andersson,🇸🇪,Conny,Sweden
Bonnier,🇸🇪,Jo,Sweden
Borgudd,🇸🇪,Slim,Sweden
Ericsson,🇸🇪,Marcus,Sweden
Johansson,🇸🇪,Stefan,Sweden
Nilsson,🇸🇪,Gunnar,Sweden
Palm,🇸🇪,Torsten,Sweden
Peterson,🇸🇪,Ronnie,Sweden
Roos,🇸🇪,Bertil,Sweden
Wisell,🇸🇪,Reine,Sweden
