Antônio Pizzonia 🇧🇷,1
Damon Hill 🇬🇧,26
Daniel Ricciardo 🇦🇺,36
David Coulthard 🇬🇧,51
Felipe Massa 🇧🇷,7
Fernando Alonso 🇪🇸,7
Giancarlo Fisichella 🇮🇹,4
Jacques Villeneuve 🇨🇦,21
Jarno Trulli 🇮🇹,9
Jenson Button 🇬🇧,45
Juan Pablo Montoya 🇨🇴,33
Kimi Räikkönen 🇫🇮,153
Lewis Hamilton 🇬🇧,92
Michael Schumacher 🇩🇪,180
Mika Häkkinen 🇫🇮,23
Nico Rosberg 🇩🇪,55
Rubens Barrichello 🇧🇷,1
Sebastian Vettel 🇩🇪,82
Valtteri Bottas 🇫🇮,1
