name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
Austrian Grand Prix,,9,,,2017-07-09,,2017
Austrian Grand Prix,1:27:38.107,9,71,Mercedes 🇩🇪,2016-07-03,Lewis Hamilton 🇬🇧,2016
Austrian Grand Prix,1:30:16.930,8,71,Mercedes 🇩🇪,2015-06-21,Nico Rosberg 🇩🇪,2015
Austrian Grand Prix,1:27:54.976,8,71,Mercedes 🇩🇪,2014-06-22,Nico Rosberg 🇩🇪,2014
