Alain Prost 🇫🇷,4
Andrea de Cesaris 🇮🇹,1
Ayrton Senna 🇧🇷,2
Carlos Reutemann 🇦🇷,3
Clay Regazzoni 🇨🇭,1
Denny Hulme 🇳🇿,3
Derek Warwick 🇬🇧,1
Didier Pironi 🇫🇷,1
Emerson Fittipaldi 🇧🇷,2
Gilles Villeneuve 🇨🇦,1
Graham Hill 🇬🇧,2
Jack Brabham 🇦🇺,1
Jackie Stewart 🇬🇧,4
Jacques Laffite 🇫🇷,1
James Hunt 🇬🇧,1
Jean-Pierre Beltoise 🇫🇷,1
Jean-Pierre Jarier 🇫🇷,1
Jim Clark 🇬🇧,1
Jochen Mass 🇩🇪,1
Jochen Rindt 🇦🇹,1
Jody Scheckter 🇿🇦,3
John Love 🇿🇼,1
John Surtees 🇬🇧,1
John Watson 🇬🇧,1
Keke Rosberg 🇫🇮,1
Mario Andretti 🇺🇸,1
Mark Blundell 🇬🇧,1
Mike Hailwood 🇬🇧,1
Nelson Piquet 🇧🇷,1
Nigel Mansell 🇬🇧,2
Niki Lauda 🇦🇹,3
Patrick Depailler 🇫🇷,3
Pedro Rodríguez 🇲🇽,1
Peter Revson 🇺🇸,2
René Arnoux 🇫🇷,2
Riccardo Patrese 🇮🇹,2
Ronnie Peterson 🇸🇪,1
