name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
1974 Belgian Grand Prix 🇧🇪,5,14,82,McLaren 🇬🇧,1974-05-12,15,,1974,Emerson Fittipaldi 🇧🇷
1974 British Grand Prix 🇬🇧,10,0,0,Tyrrell 🇬🇧,1974-07-20,F,,1974,Jody Scheckter 🇿🇦
1974 Dutch Grand Prix 🇳🇱,8,17,69,Ferrari 🇮🇹,1974-06-23,D,,1974,Niki Lauda 🇦🇹
1974 French Grand Prix 🇫🇷,9,0,0,Team Lotus 🇬🇧,1974-07-07,F,,1974,Ronnie Peterson 🇸🇪
1974 German Grand Prix 🇩🇪,11,22,4,Ferrari 🇮🇹,1974-08-04,R,,1974,Clay Regazzoni 🇨🇭
1974 Monaco Grand Prix 🇲🇨,6,25,4,Team Lotus 🇬🇧,1974-05-26,R,,1974,Ronnie Peterson 🇸🇪
1974 Swedish Grand Prix 🇸🇪,7,26,77,Tyrrell 🇬🇧,1974-06-09,D,,1974,Jody Scheckter 🇿🇦
1975 Swedish Grand Prix 🇸🇪,7,26,47,Ferrari 🇮🇹,1975-06-08,R,,1975,Niki Lauda 🇦🇹
1977 Austrian Grand Prix 🇦🇹,12,25,52,Shadow 🇬🇧,1977-08-14,16,,1977,Alan Jones 🇦🇺
1977 British Grand Prix 🇬🇧,10,23,66,McLaren 🇬🇧,1977-07-16,12,,1977,James Hunt 🇬🇧
1977 Dutch Grand Prix 🇳🇱,13,0,0,Ferrari 🇮🇹,1977-08-28,F,,1977,Niki Lauda 🇦🇹
1977 German Grand Prix 🇩🇪,11,19,46,Ferrari 🇮🇹,1977-07-31,7,,1977,Niki Lauda 🇦🇹
