position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,bell,0.0,12,us,42,0.0,444444,888888,Derek Bell 🇬🇧,🇺🇸,USA
,emerson_fittipaldi,0.0,12,us,1,61.0,444444,09630C,Emerson Fittipaldi 🇧🇷,🇺🇸,USA
,schenken,0.0,12,us,19,2.0,444444,888888,Tim Schenken 🇦🇺,🇺🇸,USA
,adamich,0.0,12,us,17,3.0,444444,888888,Andrea de Adamich 🇮🇹,🇺🇸,USA
,reutemann,0.0,12,us,16,3.0,444444,243F73,Carlos Reutemann 🇦🇷,🇺🇸,USA
,redman,0.0,12,us,14,4.0,444444,144D44,Brian Redman 🇬🇧,🇺🇸,USA
,beltoise,0.0,12,us,11,9.0,444444,144D44,Jean-Pierre Beltoise 🇫🇷,🇺🇸,USA
,wilson_fittipaldi,0.0,12,us,22,0.0,444444,243F73,Wilson Fittipaldi 🇧🇷,🇺🇸,USA
,walker,0.0,12,us,28,0.0,444444,09630C,David Walker 🇦🇺,🇺🇸,USA
,ganley,0.0,12,us,13,4.0,444444,144D44,Howden Ganley 🇳🇿,🇺🇸,USA
,gethin,0.0,12,us,21,1.0,444444,144D44,Peter Gethin 🇬🇧,🇺🇸,USA
,emerson_fittipaldi,0.0,1,ar,12,0.0,444444,09630C,Emerson Fittipaldi 🇧🇷,🇦🇷,Argentina
,cevert,0.0,1,ar,13,0.0,444444,274B72,François Cevert 🇫🇷,🇦🇷,Argentina
,wisell,0.0,1,ar,14,0.0,444444,144D44,Reine Wisell 🇸🇪,🇦🇷,Argentina
,revson,0.0,1,ar,15,0.0,0D1D20,FCA13B,Peter Revson 🇺🇸,🇦🇷,Argentina
,adamich,0.0,1,ar,17,0.0,444444,888888,Andrea de Adamich 🇮🇹,🇦🇷,Argentina
,hill,0.0,1,ar,18,0.0,444444,243F73,Graham Hill 🇬🇧,🇦🇷,Argentina
,gethin,0.0,1,ar,19,0.0,444444,144D44,Peter Gethin 🇬🇧,🇦🇷,Argentina
,roig,0.0,1,ar,20,0.0,444444,144D44,Alex Soler-Roig 🇪🇸,🇦🇷,Argentina
,amon,0.0,1,ar,21,0.0,444444,888888,Chris Amon 🇳🇿,🇦🇷,Argentina
,pace,0.0,12,us,18,3.0,444444,E53524,Carlos Pace 🇧🇷,🇺🇸,USA
,adamich,0.0,11,ca,16,3.0,444444,888888,Andrea de Adamich 🇮🇹,🇨🇦,Canada
,wilson_fittipaldi,0.0,11,ca,22,0.0,444444,243F73,Wilson Fittipaldi 🇧🇷,🇨🇦,Canada
,brack,0.0,11,ca,39,0.0,444444,144D44,Bill Brack 🇨🇦,🇨🇦,Canada
,beltoise,0.0,11,ca,9,9.0,444444,144D44,Jean-Pierre Beltoise 🇫🇷,🇨🇦,Canada
,barber,0.0,11,ca,33,0.0,444444,E53524,Skip Barber 🇺🇸,🇨🇦,Canada
,gethin,0.0,11,ca,21,1.0,444444,144D44,Peter Gethin 🇬🇧,🇨🇦,Canada
,cevert,0.0,11,ca,10,9.0,444444,274B72,François Cevert 🇫🇷,🇨🇦,Canada
,beuttler,0.0,11,ca,25,0.0,444444,E53524,Mike Beuttler 🇬🇧,🇨🇦,Canada
,peterson,0.0,11,ca,11,9.0,444444,E53524,Ronnie Peterson 🇸🇪,🇨🇦,Canada
,lauda,0.0,11,ca,23,0.0,444444,E53524,Niki Lauda 🇦🇹,🇨🇦,Canada
,wisell,0.0,11,ca,29,0.0,444444,09630C,Reine Wisell 🇸🇪,🇨🇦,Canada
,bell,0.0,10,it,38,0.0,444444,888888,Derek Bell 🇬🇧,🇮🇹,Italy
,pescarolo,0.0,10,it,26,0.0,444444,E53524,Henri Pescarolo 🇫🇷,🇮🇹,Italy
,stewart,0.0,10,it,3,27.0,444444,274B72,Jackie Stewart 🇬🇧,🇮🇹,Italy
,galli,0.0,10,it,30,0.0,444444,888888,Nanni Galli 🇮🇹,🇮🇹,Italy
,cevert,0.0,10,it,10,9.0,444444,274B72,François Cevert 🇫🇷,🇮🇹,Italy
,ganley,0.0,2,za,15,0.0,444444,144D44,Howden Ganley 🇳🇿,🇿🇦,South Africa
,adamich,0.0,2,za,23,0.0,444444,888888,Andrea de Adamich 🇮🇹,🇿🇦,South Africa
,gethin,0.0,2,za,24,0.0,444444,144D44,Peter Gethin 🇬🇧,🇿🇦,South Africa
,beltoise,0.0,2,za,25,0.0,444444,144D44,Jean-Pierre Beltoise 🇫🇷,🇿🇦,South Africa
,stewart,0.0,2,za,2,9.0,444444,274B72,Jackie Stewart 🇬🇧,🇿🇦,South Africa
,hailwood,0.0,2,za,27,0.0,444444,888888,Mike Hailwood 🇬🇧,🇿🇦,South Africa
,reutemann,0.0,2,za,12,0.0,444444,243F73,Carlos Reutemann 🇦🇷,🇿🇦,South Africa
,schenken,0.0,2,za,9,2.0,444444,888888,Tim Schenken 🇦🇺,🇿🇦,South Africa
,charlton,0.0,2,za,28,0.0,444444,09630C,Dave Charlton 🇿🇦,🇿🇦,South Africa
,reutemann,0.0,10,it,22,0.0,444444,243F73,Carlos Reutemann 🇦🇷,🇮🇹,Italy
,pace,0.0,10,it,17,3.0,444444,E53524,Carlos Pace 🇧🇷,🇮🇹,Italy
,regazzoni,0.0,10,it,6,13.0,16191A,EB212E,Clay Regazzoni 🇨🇭,🇮🇹,Italy
,schenken,0.0,10,it,18,2.0,444444,888888,Tim Schenken 🇦🇺,🇮🇹,Italy
,surtees,0.0,10,it,32,0.0,444444,888888,John Surtees 🇬🇧,🇮🇹,Italy
,wilson_fittipaldi,0.0,10,it,21,0.0,444444,243F73,Wilson Fittipaldi 🇧🇷,🇮🇹,Italy
,adamich,0.0,10,it,15,3.0,444444,888888,Andrea de Adamich 🇮🇹,🇮🇹,Italy
,amon,0.0,10,it,8,11.0,444444,888888,Chris Amon 🇳🇿,🇮🇹,Italy
,ickx,0.0,10,it,4,25.0,16191A,EB212E,Jacky Ickx 🇧🇪,🇮🇹,Italy
,walker,0.0,9,at,26,0.0,444444,09630C,David Walker 🇦🇺,🇦🇹,Austria
,regazzoni,0.0,9,at,6,13.0,16191A,EB212E,Clay Regazzoni 🇨🇭,🇦🇹,Austria
,stewart,0.0,3,es,4,9.0,444444,274B72,Jackie Stewart 🇬🇧,🇪🇸,Spain
,amon,0.0,3,es,22,0.0,444444,888888,Chris Amon 🇳🇿,🇪🇸,Spain
,cevert,0.0,3,es,18,0.0,444444,274B72,François Cevert 🇫🇷,🇪🇸,Spain
,gethin,0.0,3,es,25,0.0,444444,144D44,Peter Gethin 🇬🇧,🇪🇸,Spain
,hulme,0.0,3,es,2,15.0,0D1D20,FCA13B,Denny Hulme 🇳🇿,🇪🇸,Spain
