raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
197201,Argentine Grand Prix,1,ar,1972,1972-01-23T00:00:00.000Z,galvez,,🇦🇷,Argentina
197202,South African Grand Prix,2,za,1972,1972-03-04T00:00:00.000Z,kyalami,,🇿🇦,South Africa
197203,Spanish Grand Prix,3,es,1972,1972-05-01T00:00:00.000Z,jarama,,🇪🇸,Spain
197204,Monaco Grand Prix,4,mc,1972,1972-05-14T00:00:00.000Z,monaco,,🇲🇨,Monaco
197205,Belgian Grand Prix,5,be,1972,1972-06-04T00:00:00.000Z,nivelles,,🇧🇪,Belgium
197206,French Grand Prix,6,fr,1972,1972-07-02T00:00:00.000Z,charade,,🇫🇷,France
197207,British Grand Prix,7,gb,1972,1972-07-15T00:00:00.000Z,brands_hatch,,🇬🇧,UK
197208,German Grand Prix,8,de,1972,1972-07-30T00:00:00.000Z,nurburgring,,🇩🇪,Germany
197209,Austrian Grand Prix,9,at,1972,1972-08-13T00:00:00.000Z,osterreichring,,🇦🇹,Austria
197210,Italian Grand Prix,10,it,1972,1972-09-10T00:00:00.000Z,monza,,🇮🇹,Italy
197211,Canadian Grand Prix,11,ca,1972,1972-09-24T00:00:00.000Z,mosport,,🇨🇦,Canada
197212,United States Grand Prix,12,us,1972,1972-10-08T00:00:00.000Z,watkins_glen,,🇺🇸,USA
