raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
198601,Brazilian Grand Prix,1,br,1986,1986-03-23T00:00:00.000Z,jacarepagua,,🇧🇷,Brazil
198602,Spanish Grand Prix,2,es,1986,1986-04-13T00:00:00.000Z,jerez,,🇪🇸,Spain
198603,San Marino Grand Prix,3,it,1986,1986-04-27T00:00:00.000Z,imola,,🇮🇹,Italy
198604,Monaco Grand Prix,4,mc,1986,1986-05-11T00:00:00.000Z,monaco,,🇲🇨,Monaco
198605,Belgian Grand Prix,5,be,1986,1986-05-25T00:00:00.000Z,spa,,🇧🇪,Belgium
198606,Canadian Grand Prix,6,ca,1986,1986-06-15T00:00:00.000Z,villeneuve,,🇨🇦,Canada
198607,Detroit Grand Prix,7,us,1986,1986-06-22T00:00:00.000Z,detroit,,🇺🇸,USA
198608,French Grand Prix,8,fr,1986,1986-07-06T00:00:00.000Z,ricard,,🇫🇷,France
198609,British Grand Prix,9,gb,1986,1986-07-13T00:00:00.000Z,brands_hatch,,🇬🇧,UK
198610,German Grand Prix,10,de,1986,1986-07-27T00:00:00.000Z,hockenheimring,,🇩🇪,Germany
198611,Hungarian Grand Prix,11,hu,1986,1986-08-10T00:00:00.000Z,hungaroring,,🇭🇺,Hungary
198612,Austrian Grand Prix,12,at,1986,1986-08-17T00:00:00.000Z,osterreichring,,🇦🇹,Austria
198613,Italian Grand Prix,13,it,1986,1986-09-07T00:00:00.000Z,monza,,🇮🇹,Italy
198614,Portuguese Grand Prix,14,pt,1986,1986-09-21T00:00:00.000Z,estoril,,🇵🇹,Portugal
198615,Mexican Grand Prix,15,mx,1986,1986-10-12T00:00:00.000Z,rodriguez,,🇲🇽,Mexico
198616,Australian Grand Prix,16,au,1986,1986-10-26T00:00:00.000Z,adelaide,,🇦🇺,Australia
