name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1950 Monaco Grand Prix 🇲🇨,3:13:18.7,2,100,Alfa Romeo 🇮🇹,1950-05-21,Juan Fangio 🇦🇷,1950
1955 Monaco Grand Prix 🇲🇨,2:58:09.8,2,100,Ferrari 🇮🇹,1955-05-22,Maurice Trintignant 🇫🇷,1955
1956 Monaco Grand Prix 🇲🇨,3:00:32.9,2,100,Maserati 🇮🇹,1956-05-13,Stirling Moss 🇬🇧,1956
1957 Monaco Grand Prix 🇲🇨,3:10:12.8,2,105,Maserati 🇮🇹,1957-05-19,Juan Fangio 🇦🇷,1957
1958 Monaco Grand Prix 🇲🇨,2:52:27.9,2,100,Cooper 🇬🇧,1958-05-18,Maurice Trintignant 🇫🇷,1958
1959 Monaco Grand Prix 🇲🇨,2:55:51.3,1,100,Cooper-Climax 🇬🇧,1959-05-10,Jack Brabham 🇦🇺,1959
1960 Monaco Grand Prix 🇲🇨,2:53:45.5,2,100,Team Lotus 🇬🇧,1960-05-29,Stirling Moss 🇬🇧,1960
1961 Monaco Grand Prix 🇲🇨,2:45:50.1,1,100,Lotus-Climax 🇬🇧,1961-05-14,Stirling Moss 🇬🇧,1961
1962 Monaco Grand Prix 🇲🇨,2:46:29.7,2,100,Cooper-Climax 🇬🇧,1962-06-03,Bruce McLaren 🇳🇿,1962
1963 Monaco Grand Prix 🇲🇨,2:41:49.7,1,100,BRM 🇬🇧,1963-05-26,Graham Hill 🇬🇧,1963
1964 Monaco Grand Prix 🇲🇨,2:41:19.5,1,100,BRM 🇬🇧,1964-05-10,Graham Hill 🇬🇧,1964
1965 Monaco Grand Prix 🇲🇨,2:37:39.6,2,100,BRM 🇬🇧,1965-05-30,Graham Hill 🇬🇧,1965
1966 Monaco Grand Prix 🇲🇨,2:33:10.5,1,100,BRM 🇬🇧,1966-05-22,Jackie Stewart 🇬🇧,1966
1967 Monaco Grand Prix 🇲🇨,2:34:34.3,2,100,Brabham-Repco 🇬🇧,1967-05-07,Denny Hulme 🇳🇿,1967
1968 Monaco Grand Prix 🇲🇨,2:00:32.3,3,80,Lotus-Ford 🇬🇧,1968-05-26,Graham Hill 🇬🇧,1968
1969 Monaco Grand Prix 🇲🇨,1:56:59.4,3,80,Lotus-Ford 🇬🇧,1969-05-18,Graham Hill 🇬🇧,1969
1970 Monaco Grand Prix 🇲🇨,1:54:37.4,3,80,Team Lotus 🇬🇧,1970-05-10,Jochen Rindt 🇦🇹,1970
1971 Monaco Grand Prix 🇲🇨,1:52:21.3,3,80,Tyrrell 🇬🇧,1971-05-23,Jackie Stewart 🇬🇧,1971
1972 Monaco Grand Prix 🇲🇨,2:26:55.3,4,80,BRM 🇬🇧,1972-05-14,Jean-Pierre Beltoise 🇫🇷,1972
1973 Monaco Grand Prix 🇲🇨,1:57:44.3,6,78,Tyrrell 🇬🇧,1973-06-03,Jackie Stewart 🇬🇧,1973
1974 Monaco Grand Prix 🇲🇨,1:58:03.7,6,78,Team Lotus 🇬🇧,1974-05-26,Ronnie Peterson 🇸🇪,1974
1975 Monaco Grand Prix 🇲🇨,2:01:21.31,5,75,Ferrari 🇮🇹,1975-05-11,Niki Lauda 🇦🇹,1975
1976 Monaco Grand Prix 🇲🇨,1:59:51.47,6,78,Ferrari 🇮🇹,1976-05-30,Niki Lauda 🇦🇹,1976
1977 Monaco Grand Prix 🇲🇨,1:57:52.77,6,76,Wolf 🇨🇦,1977-05-22,Jody Scheckter 🇿🇦,1977
1978 Monaco Grand Prix 🇲🇨,1:55:14.66,5,75,Tyrrell 🇬🇧,1978-05-07,Patrick Depailler 🇫🇷,1978
1979 Monaco Grand Prix 🇲🇨,1:55:22.48,7,76,Ferrari 🇮🇹,1979-05-27,Jody Scheckter 🇿🇦,1979
1980 Monaco Grand Prix 🇲🇨,1:55:34.365,6,76,Williams 🇬🇧,1980-05-18,Carlos Reutemann 🇦🇷,1980
1981 Monaco Grand Prix 🇲🇨,1:54:23.38,6,76,Ferrari 🇮🇹,1981-05-31,Gilles Villeneuve 🇨🇦,1981
1982 Monaco Grand Prix 🇲🇨,1:54:11.259,6,76,Brabham 🇬🇧,1982-05-23,Riccardo Patrese 🇮🇹,1982
1983 Monaco Grand Prix 🇲🇨,1:56:38.121,5,76,Williams 🇬🇧,1983-05-15,Keke Rosberg 🇫🇮,1983
1984 Monaco Grand Prix 🇲🇨,1:01:07.740,6,31,McLaren 🇬🇧,1984-06-03,Alain Prost 🇫🇷,1984
1985 Monaco Grand Prix 🇲🇨,1:51:58.034,4,78,McLaren 🇬🇧,1985-05-19,Alain Prost 🇫🇷,1985
1986 Monaco Grand Prix 🇲🇨,1:55:41.060,4,78,McLaren 🇬🇧,1986-05-11,Alain Prost 🇫🇷,1986
1987 Monaco Grand Prix 🇲🇨,1:57:54.085,4,78,Team Lotus 🇬🇧,1987-05-31,Ayrton Senna 🇧🇷,1987
1988 Monaco Grand Prix 🇲🇨,1:57:17.077,3,78,McLaren 🇬🇧,1988-05-15,Alain Prost 🇫🇷,1988
1989 Monaco Grand Prix 🇲🇨,1:53:33.251,3,77,McLaren 🇬🇧,1989-05-07,Ayrton Senna 🇧🇷,1989
1990 Monaco Grand Prix 🇲🇨,1:52:46.982,4,78,McLaren 🇬🇧,1990-05-27,Ayrton Senna 🇧🇷,1990
1991 Monaco Grand Prix 🇲🇨,1:53:02.334,4,78,McLaren 🇬🇧,1991-05-12,Ayrton Senna 🇧🇷,1991
1992 Monaco Grand Prix 🇲🇨,1:50:59.372,6,78,McLaren 🇬🇧,1992-05-31,Ayrton Senna 🇧🇷,1992
1993 Monaco Grand Prix 🇲🇨,1:52:10.947,6,78,McLaren 🇬🇧,1993-05-23,Ayrton Senna 🇧🇷,1993
1994 Monaco Grand Prix 🇲🇨,1:49:55.3,4,78,Benetton 🇮🇹,1994-05-15,Michael Schumacher 🇩🇪,1994
1995 Monaco Grand Prix 🇲🇨,1:53:11.258,5,78,Benetton 🇮🇹,1995-05-28,Michael Schumacher 🇩🇪,1995
1996 Monaco Grand Prix 🇲🇨,2:00:45.629,6,75,Ligier 🇫🇷,1996-05-19,Olivier Panis 🇫🇷,1996
1997 Monaco Grand Prix 🇲🇨,2:00:05.654,5,62,Ferrari 🇮🇹,1997-05-11,Michael Schumacher 🇩🇪,1997
1998 Monaco Grand Prix 🇲🇨,1:51:24.4,6,78,McLaren 🇬🇧,1998-05-24,Mika Häkkinen 🇫🇮,1998
1999 Monaco Grand Prix 🇲🇨,1:49:31.812,4,78,Ferrari 🇮🇹,1999-05-16,Michael Schumacher 🇩🇪,1999
2000 Monaco Grand Prix 🇲🇨,1:49:28.213,7,78,McLaren 🇬🇧,2000-06-04,David Coulthard 🇬🇧,2000
2001 Monaco Grand Prix 🇲🇨,1:47:22.561,7,78,Ferrari 🇮🇹,2001-05-27,Michael Schumacher 🇩🇪,2001
2002 Monaco Grand Prix 🇲🇨,1:45:39.055,7,78,McLaren 🇬🇧,2002-05-26,David Coulthard 🇬🇧,2002
2003 Monaco Grand Prix 🇲🇨,1:42:19.010,7,78,Williams 🇬🇧,2003-06-01,Juan Pablo Montoya 🇨🇴,2003
2004 Monaco Grand Prix 🇲🇨,1:45:46.601,6,77,Renault 🇫🇷,2004-05-23,Jarno Trulli 🇮🇹,2004
2005 Monaco Grand Prix 🇲🇨,1:45:15.556,6,78,McLaren 🇬🇧,2005-05-22,Kimi Räikkönen 🇫🇮,2005
2006 Monaco Grand Prix 🇲🇨,1:43:43.116,7,78,Renault 🇫🇷,2006-05-28,Fernando Alonso 🇪🇸,2006
2007 Monaco Grand Prix 🇲🇨,1:40:29.329,5,78,McLaren 🇬🇧,2007-05-27,Fernando Alonso 🇪🇸,2007
2008 Monaco Grand Prix 🇲🇨,2:00:42.742,6,76,McLaren 🇬🇧,2008-05-25,Lewis Hamilton 🇬🇧,2008
2009 Monaco Grand Prix 🇲🇨,1:40:44.282,6,78,Brawn 🇬🇧,2009-05-24,Jenson Button 🇬🇧,2009
2010 Monaco Grand Prix 🇲🇨,1:50:13.355,6,78,Red Bull 🇦🇹,2010-05-16,Mark Webber 🇦🇺,2010
2011 Monaco Grand Prix 🇲🇨,2:09:38.373,6,78,Red Bull 🇦🇹,2011-05-29,Sebastian Vettel 🇩🇪,2011
2012 Monaco Grand Prix 🇲🇨,1:46:06.557,6,78,Red Bull 🇦🇹,2012-05-27,Mark Webber 🇦🇺,2012
2013 Monaco Grand Prix 🇲🇨,2:15:52.056,6,78,Mercedes 🇩🇪,2013-05-26,Nico Rosberg 🇩🇪,2013
2014 Monaco Grand Prix 🇲🇨,1:49:27.661,6,78,Mercedes 🇩🇪,2014-05-25,Nico Rosberg 🇩🇪,2014
2015 Monaco Grand Prix 🇲🇨,1:49:18.420,6,78,Mercedes 🇩🇪,2015-05-24,Nico Rosberg 🇩🇪,2015
2016 Monaco Grand Prix 🇲🇨,1:59:29.133,6,78,Mercedes 🇩🇪,2016-05-29,Lewis Hamilton 🇬🇧,2016
2017 Monaco Grand Prix 🇲🇨,1:44:44.340,6,78,Ferrari 🇮🇹,2017-05-28,Sebastian Vettel 🇩🇪,2017
