Damon Hill 🇬🇧,38
Daniel Ricciardo 🇦🇺,24
David Coulthard 🇬🇧,101
Felipe Massa 🇧🇷,23
Fernando Alonso 🇪🇸,153
Jarno Trulli 🇮🇹,74
Jean Alesi 🇫🇷,21
Jenson Button 🇬🇧,93
Juan Pablo Montoya 🇨🇴,40
Kimi Räikkönen 🇫🇮,85
Lewis Hamilton 🇬🇧,167
Mark Webber 🇦🇺,140
Michael Schumacher 🇩🇪,282
Mika Häkkinen 🇫🇮,78
Nico Rosberg 🇩🇪,170
Olivier Panis 🇫🇷,16
Ralf Schumacher 🇩🇪,20
Robert Kubica 🇵🇱,10
Rubens Barrichello 🇧🇷,5
Sebastian Vettel 🇩🇪,76
