surname,flag,forename,country
Bottas,🇫🇮,Valtteri,Finland
Häkkinen,🇫🇮,Mika,Finland
Järvilehto,🇫🇮,Jyrki,Finland
Kinnunen,🇫🇮,Leo,Finland
Kovalainen,🇫🇮,Heikki,Finland
Kozarowitzky,🇫🇮,Mikko,Finland
Räikkönen,🇫🇮,Kimi,Finland
Rosberg,🇫🇮,Keke,Finland
Salo,🇫🇮,Mika,Finland
