position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,moser,0.0,6,gb,28,0.0,444444,888888,Silvio Moser 🇨🇭,🇬🇧,UK
,rindt,0.0,6,gb,12,3.0,444444,1A2446,Jochen Rindt 🇦🇹,🇬🇧,UK
,gurney,0.0,11,mx,8,13.0,444444,888888,Dan Gurney 🇺🇸,🇲🇽,Mexico
,solana,0.0,11,mx,39,0.0,444444,457439,Moisés Solana 🇲🇽,🇲🇽,Mexico
,hill,0.0,11,mx,7,15.0,444444,025839,Graham Hill 🇬🇧,🇲🇽,Mexico
,stewart,0.0,11,mx,9,10.0,444444,144D44,Jackie Stewart 🇬🇧,🇲🇽,Mexico
,charlton,0.0,1,za,7,0.0,444444,243F73,Dave Charlton 🇿🇦,🇿🇦,South Africa
,botha,0.0,1,za,8,0.0,444444,243F73,Luki Botha 🇿🇦,🇿🇦,South Africa
,tingle,0.0,1,za,9,0.0,444444,888888,Sam Tingle 🇿🇼,🇿🇦,South Africa
,courage,0.0,1,za,10,0.0,444444,457439,Piers Courage 🇬🇧,🇿🇦,South Africa
,gurney,0.0,1,za,11,0.0,444444,888888,Dan Gurney 🇺🇸,🇿🇦,South Africa
,siffert,0.0,1,za,12,0.0,444444,1A2446,Jo Siffert 🇨🇭,🇿🇦,South Africa
,rindt,0.0,1,za,13,0.0,444444,1A2446,Jochen Rindt 🇦🇹,🇿🇦,South Africa
,bonnier,0.0,1,za,15,0.0,444444,1A2446,Jo Bonnier 🇸🇪,🇿🇦,South Africa
,clark,0.0,1,za,16,0.0,444444,457439,Jim Clark 🇬🇧,🇿🇦,South Africa
,hill,0.0,1,za,17,0.0,444444,457439,Graham Hill 🇬🇧,🇿🇦,South Africa
,stewart,0.0,1,za,18,0.0,444444,144D44,Jackie Stewart 🇬🇧,🇿🇦,South Africa
,irwin,0.0,11,mx,16,2.0,444444,144D44,Chris Irwin 🇬🇧,🇲🇽,Mexico
,mclaren,0.0,11,mx,14,3.0,444444,888888,Bruce McLaren 🇳🇿,🇲🇽,Mexico
,solana,0.0,10,us,40,0.0,444444,025839,Moisés Solana 🇲🇽,🇺🇸,USA
,mclaren,0.0,10,us,14,3.0,444444,888888,Bruce McLaren 🇳🇿,🇺🇸,USA
,gurney,0.0,10,us,8,13.0,444444,1A284B,Dan Gurney 🇺🇸,🇺🇸,USA
,rindt,0.0,10,us,13,6.0,444444,1A2446,Jochen Rindt 🇦🇹,🇺🇸,USA
,bandini,0.0,2,mc,11,0.0,16191A,EB212E,Lorenzo Bandini 🇮🇹,🇲🇨,Monaco
,courage,0.0,2,mc,13,0.0,444444,144D44,Piers Courage 🇬🇧,🇲🇨,Monaco
,clark,0.0,2,mc,15,0.0,444444,025839,Jim Clark 🇬🇧,🇲🇨,Monaco
,surtees,0.0,2,mc,5,4.0,444444,FFFFFF,John Surtees 🇬🇧,🇲🇨,Monaco
,siffert,0.0,2,mc,17,0.0,444444,1A2446,Jo Siffert 🇨🇭,🇲🇨,Monaco
,stewart,0.0,2,mc,19,0.0,444444,144D44,Jackie Stewart 🇬🇧,🇲🇨,Monaco
,rindt,0.0,2,mc,20,0.0,444444,1A2446,Jochen Rindt 🇦🇹,🇲🇨,Monaco
,gurney,0.0,2,mc,18,0.0,444444,1A284B,Dan Gurney 🇺🇸,🇲🇨,Monaco
,gavin,0.0,2,mc,22,0.0,444444,888888,Johnny Servoz-Gavin 🇫🇷,🇲🇨,Monaco
,jack_brabham,0.0,2,mc,10,1.0,444444,243F73,Jack Brabham 🇦🇺,🇲🇨,Monaco
,anderson,0.0,2,mc,8,2.0,444444,243F73,Bob Anderson 🇬🇧,🇲🇨,Monaco
,beltoise,0.0,2,mc,23,0.0,444444,888888,Jean-Pierre Beltoise 🇫🇷,🇲🇨,Monaco
