raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
199701,Australian Grand Prix,1,au,1997,1997-03-09T00:00:00.000Z,albert_park,,🇦🇺,Australia
199702,Brazilian Grand Prix,2,br,1997,1997-03-30T00:00:00.000Z,interlagos,,🇧🇷,Brazil
199703,Argentine Grand Prix,3,ar,1997,1997-04-13T00:00:00.000Z,galvez,,🇦🇷,Argentina
199704,San Marino Grand Prix,4,it,1997,1997-04-27T00:00:00.000Z,imola,,🇮🇹,Italy
199705,Monaco Grand Prix,5,mc,1997,1997-05-11T00:00:00.000Z,monaco,,🇲🇨,Monaco
199706,Spanish Grand Prix,6,es,1997,1997-05-25T00:00:00.000Z,catalunya,,🇪🇸,Spain
199707,Canadian Grand Prix,7,ca,1997,1997-06-15T00:00:00.000Z,villeneuve,,🇨🇦,Canada
199708,French Grand Prix,8,fr,1997,1997-06-29T00:00:00.000Z,magny_cours,,🇫🇷,France
199709,British Grand Prix,9,gb,1997,1997-07-13T00:00:00.000Z,silverstone,,🇬🇧,UK
199710,German Grand Prix,10,de,1997,1997-07-27T00:00:00.000Z,hockenheimring,,🇩🇪,Germany
199711,Hungarian Grand Prix,11,hu,1997,1997-08-10T00:00:00.000Z,hungaroring,,🇭🇺,Hungary
199712,Belgian Grand Prix,12,be,1997,1997-08-24T00:00:00.000Z,spa,,🇧🇪,Belgium
199713,Italian Grand Prix,13,it,1997,1997-09-07T00:00:00.000Z,monza,,🇮🇹,Italy
199714,Austrian Grand Prix,14,at,1997,1997-09-21T00:00:00.000Z,osterreichring,,🇦🇹,Austria
199715,Luxembourg Grand Prix,15,de,1997,1997-09-28T00:00:00.000Z,nurburgring,,🇩🇪,Germany
199716,Japanese Grand Prix,16,jp,1997,1997-10-12T00:00:00.000Z,suzuka,,🇯🇵,Japan
199717,European Grand Prix,17,es,1997,1997-10-26T00:00:00.000Z,jerez,,🇪🇸,Spain
