raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
197401,Argentine Grand Prix,1,ar,1974,1974-01-13T00:00:00.000Z,galvez,,🇦🇷,Argentina
197402,Brazilian Grand Prix,2,br,1974,1974-01-27T00:00:00.000Z,interlagos,,🇧🇷,Brazil
197403,South African Grand Prix,3,za,1974,1974-03-30T00:00:00.000Z,kyalami,,🇿🇦,South Africa
197404,Spanish Grand Prix,4,es,1974,1974-04-28T00:00:00.000Z,jarama,,🇪🇸,Spain
197405,Belgian Grand Prix,5,be,1974,1974-05-12T00:00:00.000Z,nivelles,,🇧🇪,Belgium
197406,Monaco Grand Prix,6,mc,1974,1974-05-26T00:00:00.000Z,monaco,,🇲🇨,Monaco
197407,Swedish Grand Prix,7,se,1974,1974-06-09T00:00:00.000Z,anderstorp,,🇸🇪,Sweden
197408,Dutch Grand Prix,8,nl,1974,1974-06-23T00:00:00.000Z,zandvoort,,🇳🇱,Netherlands
197409,French Grand Prix,9,fr,1974,1974-07-07T00:00:00.000Z,dijon,,🇫🇷,France
197410,British Grand Prix,10,gb,1974,1974-07-20T00:00:00.000Z,brands_hatch,,🇬🇧,UK
197411,German Grand Prix,11,de,1974,1974-08-04T00:00:00.000Z,nurburgring,,🇩🇪,Germany
197412,Austrian Grand Prix,12,at,1974,1974-08-18T00:00:00.000Z,osterreichring,,🇦🇹,Austria
197413,Italian Grand Prix,13,it,1974,1974-09-08T00:00:00.000Z,monza,,🇮🇹,Italy
197414,Canadian Grand Prix,14,ca,1974,1974-09-22T00:00:00.000Z,mosport,,🇨🇦,Canada
197415,United States Grand Prix,15,us,1974,1974-10-06T00:00:00.000Z,watkins_glen,,🇺🇸,USA
