position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,lennep,0.0,8,nl,28,0.0,444444,888888,Gijs van Lennep 🇳🇱,🇳🇱,Netherlands
,beltoise,0.0,15,us,13,10.0,444444,144D44,Jean-Pierre Beltoise 🇫🇷,🇺🇸,USA
,ashley,0.0,15,us,39,0.0,444444,243F73,Ian Ashley 🇬🇧,🇺🇸,USA
,stuck,0.0,15,us,16,5.0,444444,E53524,Hans-Joachim Stuck 🇩🇪,🇺🇸,USA
,hulme,0.0,15,us,7,20.0,0D1D20,FCA13B,Denny Hulme 🇳🇿,🇺🇸,USA
,mario_andretti,0.0,15,us,25,0.0,444444,888888,Mario Andretti 🇺🇸,🇺🇸,USA
,schenken,0.0,15,us,32,0.0,444444,09630C,Tim Schenken 🇦🇺,🇺🇸,USA
,ickx,0.0,15,us,10,12.0,444444,09630C,Jacky Ickx 🇧🇪,🇺🇸,USA
,koinigg,0.0,15,us,33,0.0,444444,888888,Helmuth Koinigg 🇦🇹,🇺🇸,USA
,brambilla,0.0,15,us,20,1.0,444444,E53524,Vittorio Brambilla 🇮🇹,🇺🇸,USA
,dolhem,0.0,15,us,49,0.0,444444,888888,José Dolhem 🇫🇷,🇺🇸,USA
,donohue,0.0,15,us,36,0.0,444444,2077C9,Mark Donohue 🇺🇸,🇺🇸,USA
,laffite,0.0,15,us,43,0.0,444444,888888,Jacques Laffite 🇫🇷,🇺🇸,USA
,hill,0.0,1,ar,14,0.0,444444,888888,Graham Hill 🇬🇧,🇦🇷,Argentina
,ickx,0.0,1,ar,15,0.0,444444,09630C,Jacky Ickx 🇧🇪,🇦🇷,Argentina
,stuck,0.0,1,ar,17,0.0,444444,E53524,Hans-Joachim Stuck 🇩🇪,🇦🇷,Argentina
,migault,0.0,1,ar,18,0.0,444444,144D44,François Migault 🇫🇷,🇦🇷,Argentina
,scheckter,0.0,1,ar,19,0.0,444444,274B72,Jody Scheckter 🇿🇦,🇦🇷,Argentina
,pace,0.0,1,ar,20,0.0,444444,888888,Carlos Pace 🇧🇷,🇦🇷,Argentina
,merzario,0.0,1,ar,21,0.0,444444,888888,Arturo Merzario 🇮🇹,🇦🇷,Argentina
,hunt,0.0,1,ar,22,0.0,444444,E53524,James Hunt 🇬🇧,🇦🇷,Argentina
,mass,0.0,1,ar,23,0.0,444444,888888,Jochen Mass 🇩🇪,🇦🇷,Argentina
,revson,0.0,1,ar,24,0.0,444444,FA9B27,Peter Revson 🇺🇸,🇦🇷,Argentina
,jarier,0.0,1,ar,25,0.0,444444,FA9B27,Jean-Pierre Jarier 🇫🇷,🇦🇷,Argentina
,lauda,0.0,15,us,4,38.0,16191A,EB212E,Niki Lauda 🇦🇹,🇺🇸,USA
,merzario,0.0,15,us,17,4.0,444444,888888,Arturo Merzario 🇮🇹,🇺🇸,USA
,scheckter,0.0,15,us,3,45.0,444444,274B72,Jody Scheckter 🇿🇦,🇺🇸,USA
,pryce,0.0,15,us,19,1.0,444444,FA9B27,Tom Pryce 🇬🇧,🇺🇸,USA
,wilds,0.0,15,us,47,0.0,444444,888888,Mike Wilds 🇬🇧,🇺🇸,USA
,peterson,0.0,15,us,5,35.0,444444,09630C,Ronnie Peterson 🇸🇪,🇺🇸,USA
,ashley,0.0,14,ca,38,0.0,444444,243F73,Ian Ashley 🇬🇧,🇨🇦,Canada
,brambilla,0.0,14,ca,20,1.0,444444,E53524,Vittorio Brambilla 🇮🇹,🇨🇦,Canada
,wilds,0.0,14,ca,59,0.0,444444,888888,Mike Wilds 🇬🇧,🇨🇦,Canada
,bell,0.0,14,ca,33,0.0,444444,888888,Derek Bell 🇬🇧,🇨🇦,Canada
,stuck,0.0,14,ca,14,5.0,444444,E53524,Hans-Joachim Stuck 🇩🇪,🇨🇦,Canada
,wietzes,0.0,14,ca,54,0.0,444444,243F73,Eppie Wietzes 🇨🇦,🇨🇦,Canada
,merzario,0.0,14,ca,17,4.0,444444,888888,Arturo Merzario 🇮🇹,🇨🇦,Canada
,jarier,0.0,14,ca,13,6.0,444444,FA9B27,Jean-Pierre Jarier 🇫🇷,🇨🇦,Canada
,scheckter,0.0,14,ca,3,45.0,444444,274B72,Jody Scheckter 🇿🇦,🇨🇦,Canada
,beltoise,0.0,14,ca,12,10.0,444444,144D44,Jean-Pierre Beltoise 🇫🇷,🇨🇦,Canada
,watson,0.0,14,ca,16,4.0,444444,243F73,John Watson 🇬🇧,🇨🇦,Canada
,watson,0.0,2,br,17,0.0,444444,243F73,John Watson 🇬🇧,🇧🇷,Brazil
,stuck,0.0,2,br,22,0.0,444444,E53524,Hans-Joachim Stuck 🇩🇪,🇧🇷,Brazil
,jarier,0.0,2,br,23,0.0,444444,FA9B27,Jean-Pierre Jarier 🇫🇷,🇧🇷,Brazil
,merzario,0.0,2,br,24,0.0,444444,888888,Arturo Merzario 🇮🇹,🇧🇷,Brazil
,revson,0.0,2,br,25,0.0,444444,FA9B27,Peter Revson 🇺🇸,🇧🇷,Brazil
,ganley,0.0,2,br,12,0.0,444444,E53524,Howden Ganley 🇳🇿,🇧🇷,Brazil
,lauda,0.0,2,br,4,6.0,16191A,EB212E,Niki Lauda 🇦🇹,🇧🇷,Brazil
,edwards,0.0,2,br,16,0.0,444444,888888,Guy Edwards 🇬🇧,🇧🇷,Brazil
,pryce,0.0,14,ca,19,1.0,444444,FA9B27,Tom Pryce 🇬🇧,🇨🇦,Canada
,lauda,0.0,14,ca,4,38.0,16191A,EB212E,Niki Lauda 🇦🇹,🇨🇦,Canada
,amon,0.0,14,ca,47,0.0,444444,144D44,Chris Amon 🇳🇿,🇨🇦,Canada
,kinnunen,0.0,13,it,45,0.0,444444,888888,Leo Kinnunen 🇫🇮,🇮🇹,Italy
,wilds,0.0,13,it,55,0.0,444444,888888,Mike Wilds 🇬🇧,🇮🇹,Italy
,bell,0.0,13,it,30,0.0,444444,888888,Derek Bell 🇬🇧,🇮🇹,Italy
,facetti,0.0,13,it,54,0.0,444444,243F73,Carlo Facetti 🇮🇹,🇮🇹,Italy
,dolhem,0.0,13,it,51,0.0,444444,888888,José Dolhem 🇫🇷,🇮🇹,Italy
,beltoise,0.0,13,it,11,10.0,444444,144D44,Jean-Pierre Beltoise 🇫🇷,🇮🇹,Italy
,migault,0.0,13,it,32,0.0,444444,144D44,François Migault 🇫🇷,🇮🇹,Italy
,hunt,0.0,13,it,12,8.0,444444,FFFFFF,James Hunt 🇬🇧,🇮🇹,Italy
,pescarolo,0.0,13,it,27,0.0,444444,144D44,Henri Pescarolo 🇫🇷,🇮🇹,Italy
,stuck,0.0,13,it,14,5.0,444444,E53524,Hans-Joachim Stuck 🇩🇪,🇮🇹,Italy
,reutemann,0.0,13,it,6,23.0,444444,243F73,Carlos Reutemann 🇦🇷,🇮🇹,Italy
,schenken,0.0,13,it,29,0.0,444444,888888,Tim Schenken 🇦🇺,🇮🇹,Italy
,brambilla,0.0,13,it,20,1.0,444444,E53524,Vittorio Brambilla 🇮🇹,🇮🇹,Italy
,jarier,0.0,13,it,13,6.0,444444,FA9B27,Jean-Pierre Jarier 🇫🇷,🇮🇹,Italy
,laffite,0.0,13,it,43,0.0,444444,888888,Jacques Laffite 🇫🇷,🇮🇹,Italy
,stommelen,0.0,13,it,42,0.0,444444,888888,Rolf Stommelen 🇩🇪,🇮🇹,Italy
,regazzoni,0.0,3,za,1,10.0,16191A,EB212E,Clay Regazzoni 🇨🇭,🇿🇦,South Africa
,watson,0.0,3,za,21,0.0,444444,243F73,John Watson 🇬🇧,🇿🇦,South Africa
,ickx,0.0,3,za,8,4.0,444444,09630C,Jacky Ickx 🇧🇪,🇿🇦,South Africa
,hunt,0.0,3,za,17,0.0,444444,FFFFFF,James Hunt 🇬🇧,🇿🇦,South Africa
,mass,0.0,3,za,26,0.0,444444,888888,Jochen Mass 🇩🇪,🇿🇦,South Africa
,driver,0.0,3,za,30,0.0,444444,09630C,Paddy Driver 🇿🇦,🇿🇦,South Africa
,peterson,0.0,3,za,12,1.0,444444,09630C,Ronnie Peterson 🇸🇪,🇿🇦,South Africa
,belso,0.0,3,za,31,0.0,444444,888888,Tom Belsø 🇩🇰,🇿🇦,South Africa
,ickx,0.0,13,it,8,12.0,444444,09630C,Jacky Ickx 🇧🇪,🇮🇹,Italy
,lauda,0.0,13,it,4,38.0,16191A,EB212E,Niki Lauda 🇦🇹,🇮🇹,Italy
,regazzoni,0.0,13,it,1,46.0,16191A,EB212E,Clay Regazzoni 🇨🇭,🇮🇹,Italy
,koinigg,0.0,12,at,57,0.0,444444,243F73,Helmuth Koinigg 🇦🇹,🇦🇹,Austria
,jabouille,0.0,12,at,51,0.0,444444,888888,Jean-Pierre Jabouille 🇫🇷,🇦🇹,Austria
,wilds,0.0,12,at,54,0.0,444444,888888,Mike Wilds 🇬🇧,🇦🇹,Austria
,bell,0.0,12,at,30,0.0,444444,888888,Derek Bell 🇬🇧,🇦🇹,Austria
,kinnunen,0.0,12,at,44,0.0,444444,888888,Leo Kinnunen 🇫🇮,🇦🇹,Austria
,ian_scheckter,0.0,12,at,31,0.0,444444,FFFFFF,Ian Scheckter 🇿🇦,🇦🇹,Austria
,scheckter,0.0,12,at,2,41.0,444444,274B72,Jody Scheckter 🇿🇦,🇦🇹,Austria
,stommelen,0.0,12,at,46,0.0,444444,888888,Rolf Stommelen 🇩🇪,🇦🇹,Austria
,lauda,0.0,12,at,3,38.0,16191A,EB212E,Niki Lauda 🇦🇹,🇦🇹,Austria
,beltoise,0.0,12,at,11,10.0,444444,144D44,Jean-Pierre Beltoise 🇫🇷,🇦🇹,Austria
,pryce,0.0,12,at,18,1.0,444444,FA9B27,Tom Pryce 🇬🇧,🇦🇹,Austria
,jarier,0.0,4,es,30,0.0,444444,FA9B27,Jean-Pierre Jarier 🇫🇷,🇪🇸,Spain
,hill,0.0,4,es,20,0.0,444444,888888,Graham Hill 🇬🇧,🇪🇸,Spain
,merzario,0.0,4,es,14,1.0,444444,888888,Arturo Merzario 🇮🇹,🇪🇸,Spain
,mass,0.0,4,es,28,0.0,444444,888888,Jochen Mass 🇩🇪,🇪🇸,Spain
,migault,0.0,4,es,26,0.0,444444,144D44,François Migault 🇫🇷,🇪🇸,Spain
,ickx,0.0,4,es,9,4.0,444444,09630C,Jacky Ickx 🇧🇪,🇪🇸,Spain
,peterson,0.0,4,es,13,1.0,444444,09630C,Ronnie Peterson 🇸🇪,🇪🇸,Spain
,opel,0.0,4,es,33,0.0,444444,243F73,Rikky von Opel 🇱🇮,🇪🇸,Spain
,reutemann,0.0,4,es,5,9.0,444444,243F73,Carlos Reutemann 🇦🇷,🇪🇸,Spain
,beltoise,0.0,4,es,7,8.0,444444,144D44,Jean-Pierre Beltoise 🇫🇷,🇪🇸,Spain
,edwards,0.0,4,es,22,0.0,444444,888888,Guy Edwards 🇬🇧,🇪🇸,Spain
,belso,0.0,4,es,35,0.0,444444,888888,Tom Belsø 🇩🇰,🇪🇸,Spain
,merzario,0.0,12,at,20,1.0,444444,888888,Arturo Merzario 🇮🇹,🇦🇹,Austria
,laffite,0.0,12,at,42,0.0,444444,888888,Jacques Laffite 🇫🇷,🇦🇹,Austria
,emerson_fittipaldi,0.0,12,at,4,37.0,0D1D20,FCA13B,Emerson Fittipaldi 🇧🇷,🇦🇹,Austria
,pace,0.0,12,at,16,3.0,444444,243F73,Carlos Pace 🇧🇷,🇦🇹,Austria
,depailler,0.0,12,at,10,11.0,444444,274B72,Patrick Depailler 🇫🇷,🇦🇹,Austria
,ickx,0.0,12,at,8,12.0,444444,09630C,Jacky Ickx 🇧🇪,🇦🇹,Austria
,peterson,0.0,12,at,6,22.0,444444,09630C,Ronnie Peterson 🇸🇪,🇦🇹,Austria
,ashley,0.0,12,at,34,0.0,444444,888888,Ian Ashley 🇬🇧,🇦🇹,Austria
,ganley,0.0,11,de,22,0.0,444444,888888,Howden Ganley 🇳🇿,🇩🇪,Germany
,edwards,0.0,11,de,20,0.0,444444,888888,Guy Edwards 🇬🇧,🇩🇪,Germany
,schenken,0.0,11,de,27,0.0,444444,888888,Tim Schenken 🇦🇺,🇩🇪,Germany
,migault,0.0,11,de,30,0.0,444444,144D44,François Migault 🇫🇷,🇩🇪,Germany
,hulme,0.0,11,de,7,12.0,0D1D20,FCA13B,Denny Hulme 🇳🇿,🇩🇪,Germany
,lauda,0.0,11,de,3,38.0,16191A,EB212E,Niki Lauda 🇦🇹,🇩🇪,Germany
,watson,0.0,11,de,17,1.0,444444,243F73,John Watson 🇬🇧,🇩🇪,Germany
,laffite,0.0,11,de,43,0.0,444444,888888,Jacques Laffite 🇫🇷,🇩🇪,Germany
,emerson_fittipaldi,0.0,11,de,4,37.0,0D1D20,FCA13B,Emerson Fittipaldi 🇧🇷,🇩🇪,Germany
,schuppan,0.0,11,de,36,0.0,444444,888888,Vern Schuppan 🇦🇺,🇩🇪,Germany
,ickx,0.0,5,be,10,4.0,444444,09630C,Jacky Ickx 🇧🇪,🇧🇪,Belgium
,pryce,0.0,5,be,34,0.0,444444,888888,Tom Pryce 🇬🇧,🇧🇪,Belgium
