name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
1950 Indianapolis 500 🇺🇸,3,14,126,Kurtis Kraft 🇺🇸,1950-05-30,20,,1950,Johnnie Parsons 🇺🇸
1952 Indianapolis 500 🇺🇸,2,29,162,Kuzma 🇺🇸,1952-05-30,R,,1952,Troy Ruttman 🇺🇸
1953 Indianapolis 500 🇺🇸,2,18,166,Kurtis Kraft 🇺🇸,1953-05-30,R,,1953,Bill Vukovich 🇺🇸
1954 Indianapolis 500 🇺🇸,2,29,104,Kurtis Kraft 🇺🇸,1954-05-31,R,,1954,Bill Vukovich 🇺🇸
