position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,fangio,0.0,7,it,2,27.0,444444,B21827,Juan Fangio 🇦🇷,🇮🇹,Italy
,bonetto,0.0,7,it,19,2.0,444444,888888,Felice Bonetto 🇮🇹,🇮🇹,Italy
,pietsch,0.0,7,it,72,0.0,444444,C0BEC3,Paul Pietsch 🇩🇪,🇮🇹,Italy
,bira,0.0,7,it,8,5.0,444444,C0BEC3,Prince Bira 🇹🇭,🇮🇹,Italy
,manzon,0.0,7,it,16,3.0,444444,888888,Robert Manzon 🇫🇷,🇮🇹,Italy
,sanesi,0.0,7,it,71,0.0,444444,B21827,Consalvo Sanesi 🇮🇹,🇮🇹,Italy
,chiron,0.0,7,it,10,4.0,444444,C0BEC3,Louis Chiron 🇲🇨,🇮🇹,Italy
,trintignant,0.0,7,it,63,0.0,444444,888888,Maurice Trintignant 🇫🇷,🇮🇹,Italy
,comotti,0.0,7,it,66,0.0,444444,C0BEC3,Franco Comotti 🇮🇹,🇮🇹,Italy
,louveau,0.0,7,it,65,0.0,444444,888888,Henri Louveau 🇫🇷,🇮🇹,Italy
,biondetti,0.0,7,it,64,0.0,16191A,EB212E,Clemente Biondetti 🇮🇹,🇮🇹,Italy
,fangio,0.0,1,gb,13,0.0,444444,B21827,Juan Fangio 🇦🇷,🇬🇧,UK
,kelly,0.0,1,gb,14,0.0,444444,888888,Joe Kelly 🇮🇪,🇬🇧,UK
,murray,0.0,1,gb,16,0.0,444444,C0BEC3,David Murray 🇬🇧,🇬🇧,UK
,crossley,0.0,1,gb,17,0.0,444444,888888,Geoff Crossley 🇬🇧,🇬🇧,UK
,graffenried,0.0,1,gb,18,0.0,444444,C0BEC3,Toulo de Graffenried 🇨🇭,🇬🇧,UK
,chiron,0.0,1,gb,19,0.0,444444,C0BEC3,Louis Chiron 🇲🇨,🇬🇧,UK
,martin,0.0,1,gb,20,0.0,444444,888888,Eugène Martin 🇫🇷,🇬🇧,UK
,peter_walker,0.0,1,gb,22,0.0,444444,888888,Peter Walker 🇬🇧,🇬🇧,UK
,leslie_johnson,0.0,1,gb,23,0.0,444444,888888,Leslie Johnson 🇬🇧,🇬🇧,UK
,ascari,0.0,7,it,5,11.0,16191A,EB212E,Alberto Ascari 🇮🇹,🇮🇹,Italy
,rolt,0.0,1,gb,21,0.0,444444,888888,Tony Rolt 🇬🇧,🇬🇧,UK
,claes,0.0,7,it,28,0.0,444444,888888,Johnny Claes 🇧🇪,🇮🇹,Italy
,fangio,1.0,7,it,2,27.0,444444,B21827,Juan Fangio 🇦🇷,🇮🇹,Italy
,levegh,0.0,7,it,29,0.0,444444,888888,Pierre Levegh 🇫🇷,🇮🇹,Italy
,taruffi,0.0,7,it,61,0.0,444444,B21827,Piero Taruffi 🇮🇹,🇮🇹,Italy
,rol,0.0,7,it,59,0.0,444444,C0BEC3,Franco Rol 🇮🇹,🇮🇹,Italy
,guy_mairesse,0.0,7,it,58,0.0,444444,888888,Guy Mairesse 🇫🇷,🇮🇹,Italy
,sommer,0.0,7,it,15,3.0,444444,888888,Raymond Sommer 🇫🇷,🇮🇹,Italy
,villoresi,0.0,2,mc,18,0.0,16191A,EB212E,Luigi Villoresi 🇮🇹,🇲🇨,Monaco
,etancelin,0.0,2,mc,14,0.0,444444,888888,Philippe Étancelin 🇫🇷,🇲🇨,Monaco
,gonzalez,0.0,2,mc,19,0.0,444444,C0BEC3,José Froilán González 🇦🇷,🇲🇨,Monaco
,farina,0.0,2,mc,1,9.0,444444,B21827,Nino Farina 🇮🇹,🇲🇨,Monaco
,fagioli,0.0,2,mc,3,6.0,444444,B21827,Luigi Fagioli 🇮🇹,🇲🇨,Monaco
,rosier,0.0,2,mc,9,2.0,444444,888888,Louis Rosier 🇫🇷,🇲🇨,Monaco
,manzon,0.0,2,mc,21,0.0,444444,888888,Robert Manzon 🇫🇷,🇲🇨,Monaco
,graffenried,0.0,2,mc,22,0.0,444444,C0BEC3,Toulo de Graffenried 🇨🇭,🇲🇨,Monaco
,trintignant,0.0,2,mc,25,0.0,444444,888888,Maurice Trintignant 🇫🇷,🇲🇨,Monaco
,harrison,0.0,2,mc,13,0.0,444444,888888,Cuth Harrison 🇬🇧,🇲🇨,Monaco
,rol,0.0,2,mc,26,0.0,444444,C0BEC3,Franco Rol 🇮🇹,🇲🇨,Monaco
