name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1950 Swiss Grand Prix 🇨🇭,2:02:53.7,4,42,Alfa Romeo 🇮🇹,1950-06-04T00:00:00.000Z,Nino Farina 🇮🇹,1950
1951 Swiss Grand Prix 🇨🇭,2:07:53.64,1,42,Alfa Romeo 🇮🇹,1951-05-27T00:00:00.000Z,Juan Fangio 🇦🇷,1951
1952 Swiss Grand Prix 🇨🇭,3:01:46.1,1,62,Ferrari 🇮🇹,1952-05-18T00:00:00.000Z,Piero Taruffi 🇮🇹,1952
1953 Swiss Grand Prix 🇨🇭,3:01:34.40,8,65,Ferrari 🇮🇹,1953-08-23T00:00:00.000Z,Alberto Ascari 🇮🇹,1953
1954 Swiss Grand Prix 🇨🇭,3:00:34.5,7,66,Mercedes 🇩🇪,1954-08-22T00:00:00.000Z,Juan Fangio 🇦🇷,1954
