name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1950 British Grand Prix 🇬🇧,2:13:23.6,1,70,Alfa Romeo 🇮🇹,1950-05-13,Nino Farina 🇮🇹,1950
1951 British Grand Prix 🇬🇧,2:42:18.2,5,90,Ferrari 🇮🇹,1951-07-14,José Froilán González 🇦🇷,1951
1952 British Grand Prix 🇬🇧,2:46:11.0,5,85,Ferrari 🇮🇹,1952-07-19,Alberto Ascari 🇮🇹,1952
1953 British Grand Prix 🇬🇧,2:50:00.0,6,90,Ferrari 🇮🇹,1953-07-18,Alberto Ascari 🇮🇹,1953
1954 British Grand Prix 🇬🇧,2:56:14.0,5,90,Ferrari 🇮🇹,1954-07-17,José Froilán González 🇦🇷,1954
1956 British Grand Prix 🇬🇧,2:59:47.0,6,101,Ferrari 🇮🇹,1956-07-14,Juan Fangio 🇦🇷,1956
1958 British Grand Prix 🇬🇧,2:09:04.2,7,75,Ferrari 🇮🇹,1958-07-19,Peter Collins 🇬🇧,1958
1960 British Grand Prix 🇬🇧,2:04:24.3,7,77,Cooper-Climax 🇬🇧,1960-07-16,Jack Brabham 🇦🇺,1960
1963 British Grand Prix 🇬🇧,2:14:09.6,5,82,Lotus-Climax 🇬🇧,1963-07-20,Jim Clark 🇬🇧,1963
1965 British Grand Prix 🇬🇧,2:05:25.4,5,80,Lotus-Climax 🇬🇧,1965-07-10,Jim Clark 🇬🇧,1965
1967 British Grand Prix 🇬🇧,1:59:25.6,6,80,Lotus-Ford 🇬🇧,1967-07-15,Jim Clark 🇬🇧,1967
1969 British Grand Prix 🇬🇧,1:55:55.6,6,84,Matra-Ford 🇫🇷,1969-07-19,Jackie Stewart 🇬🇧,1969
1971 British Grand Prix 🇬🇧,1:31:31.5,6,68,Tyrrell 🇬🇧,1971-07-17,Jackie Stewart 🇬🇧,1971
1973 British Grand Prix 🇬🇧,1:29:18.5,9,67,McLaren 🇬🇧,1973-07-14,Peter Revson 🇺🇸,1973
1975 British Grand Prix 🇬🇧,1:22:05.0,10,56,McLaren 🇬🇧,1975-07-19,Emerson Fittipaldi 🇧🇷,1975
1977 British Grand Prix 🇬🇧,1:31:46.06,10,68,McLaren 🇬🇧,1977-07-16,James Hunt 🇬🇧,1977
1979 British Grand Prix 🇬🇧,1:26:11.17,9,68,Williams 🇬🇧,1979-07-14,Clay Regazzoni 🇨🇭,1979
1981 British Grand Prix 🇬🇧,1:26:54.80,9,68,McLaren 🇬🇧,1981-07-18,John Watson 🇬🇧,1981
1983 British Grand Prix 🇬🇧,1:24:39.780,9,67,Renault 🇫🇷,1983-07-16,Alain Prost 🇫🇷,1983
1985 British Grand Prix 🇬🇧,1:18:10.436,8,65,McLaren 🇬🇧,1985-07-21,Alain Prost 🇫🇷,1985
1987 British Grand Prix 🇬🇧,1:19:11.780,7,65,Williams 🇬🇧,1987-07-12,Nigel Mansell 🇬🇧,1987
1988 British Grand Prix 🇬🇧,1:33:16.367,8,65,McLaren 🇬🇧,1988-07-10,Ayrton Senna 🇧🇷,1988
1989 British Grand Prix 🇬🇧,1:19:22.131,8,64,McLaren 🇬🇧,1989-07-16,Alain Prost 🇫🇷,1989
1990 British Grand Prix 🇬🇧,1:18:30.999,8,64,Ferrari 🇮🇹,1990-07-15,Alain Prost 🇫🇷,1990
