name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
1968 Italian Grand Prix 🇮🇹,9,8,4,McLaren-Ford 🇬🇧,1968-09-08,R,,1968,Denny Hulme 🇳🇿
1968 United States Grand Prix 🇺🇸,11,15,14,Matra-Ford 🇫🇷,1968-10-06,R,,1968,Jackie Stewart 🇬🇧
1969 British Grand Prix 🇬🇧,6,15,5,Matra-Ford 🇫🇷,1969-07-19,R,,1969,Jackie Stewart 🇬🇧
1970 Belgian Grand Prix 🇧🇪,4,15,1,BRM 🇬🇧,1970-06-07,R,,1970,Pedro Rodríguez 🇲🇽
1970 United States Grand Prix 🇺🇸,12,13,107,Team Lotus 🇬🇧,1970-10-04,6,,1970,Emerson Fittipaldi 🇧🇷
1971 British Grand Prix 🇬🇧,6,23,23,Tyrrell 🇬🇧,1971-07-17,R,,1971,Jackie Stewart 🇬🇧
1972 German Grand Prix 🇩🇪,8,25,4,Ferrari 🇮🇹,1972-07-30,R,,1972,Jacky Ickx 🇧🇪
1972 Italian Grand Prix 🇮🇹,10,0,0,Team Lotus 🇬🇧,1972-09-10,F,,1972,Emerson Fittipaldi 🇧🇷
1972 United States Grand Prix 🇺🇸,12,29,8,Tyrrell 🇬🇧,1972-10-08,R,,1972,Jackie Stewart 🇬🇧
1974 Austrian Grand Prix 🇦🇹,12,0,0,Brabham 🇬🇧,1974-08-18,F,,1974,Carlos Reutemann 🇦🇷
1974 British Grand Prix 🇬🇧,10,0,0,Tyrrell 🇬🇧,1974-07-20,F,,1974,Jody Scheckter 🇿🇦
1974 Canadian Grand Prix 🇨🇦,14,0,0,McLaren 🇬🇧,1974-09-22,F,,1974,Emerson Fittipaldi 🇧🇷
1974 German Grand Prix 🇩🇪,11,25,14,Ferrari 🇮🇹,1974-08-04,11,+5:17.7,1974,Clay Regazzoni 🇨🇭
1974 Italian Grand Prix 🇮🇹,13,0,0,Team Lotus 🇬🇧,1974-09-08,F,,1974,Ronnie Peterson 🇸🇪
