position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,regazzoni,0.0,6,gb,7,8.0,16191A,EB212E,Clay Regazzoni 🇨🇭,🇬🇧,UK
,amon,0.0,6,gb,8,8.0,444444,888888,Chris Amon 🇳🇿,🇬🇧,UK
,wisell,0.0,11,us,12,9.0,444444,025839,Reine Wisell 🇸🇪,🇺🇸,USA
,galli,0.0,11,us,28,0.0,444444,888888,Nanni Galli 🇮🇹,🇺🇸,USA
,pescarolo,0.0,11,us,17,4.0,444444,888888,Henri Pescarolo 🇫🇷,🇺🇸,USA
,posey,0.0,11,us,49,0.0,444444,888888,Sam Posey 🇺🇸,🇺🇸,USA
,craft,0.0,11,us,48,0.0,444444,243F73,Chris Craft 🇬🇧,🇺🇸,USA
,schenken,0.0,11,us,14,5.0,444444,243F73,Tim Schenken 🇦🇺,🇺🇸,USA
,hulme,0.0,11,us,13,9.0,0D1D20,FCA13B,Denny Hulme 🇳🇿,🇺🇸,USA
,lovely,0.0,11,us,41,0.0,444444,025839,Pete Lovely 🇺🇸,🇺🇸,USA
,emerson_fittipaldi,0.0,11,us,6,16.0,444444,025839,Emerson Fittipaldi 🇧🇷,🇺🇸,USA
,ickx,0.0,11,us,4,19.0,16191A,EB212E,Jacky Ickx 🇧🇪,🇺🇸,USA
,barber,0.0,11,us,37,0.0,444444,888888,Skip Barber 🇺🇸,🇺🇸,USA
,emerson_fittipaldi,0.0,1,za,14,0.0,444444,025839,Emerson Fittipaldi 🇧🇷,🇿🇦,South Africa
,surtees,0.0,1,za,15,0.0,444444,888888,John Surtees 🇬🇧,🇿🇦,South Africa
,ganley,0.0,1,za,17,0.0,444444,144D44,Howden Ganley 🇳🇿,🇿🇦,South Africa
,rodriguez,0.0,1,za,18,0.0,444444,144D44,Pedro Rodríguez 🇲🇽,🇿🇦,South Africa
,charlton,0.0,1,za,19,0.0,444444,243F73,Dave Charlton 🇿🇦,🇿🇦,South Africa
,siffert,0.0,1,za,20,0.0,444444,144D44,Jo Siffert 🇨🇭,🇿🇦,South Africa
,love,0.0,1,za,21,0.0,444444,888888,John Love 🇿🇼,🇿🇦,South Africa
,pretorius,0.0,1,za,22,0.0,444444,243F73,Jackie Pretorius 🇿🇦,🇿🇦,South Africa
,gethin,0.0,1,za,23,0.0,0D1D20,FCA13B,Peter Gethin 🇬🇧,🇿🇦,South Africa
,bonnier,0.0,1,za,24,0.0,0D1D20,FCA13B,Jo Bonnier 🇸🇪,🇿🇦,South Africa
,roig,0.0,1,za,25,0.0,444444,888888,Alex Soler-Roig 🇪🇸,🇿🇦,South Africa
,craft,0.0,10,ca,46,0.0,444444,243F73,Chris Craft 🇬🇧,🇨🇦,Canada
,ganley,0.0,10,ca,20,2.0,444444,144D44,Howden Ganley 🇳🇿,🇨🇦,Canada
,schenken,0.0,10,ca,14,5.0,444444,243F73,Tim Schenken 🇦🇺,🇨🇦,Canada
,hill,0.0,10,ca,21,2.0,444444,243F73,Graham Hill 🇬🇧,🇨🇦,Canada
