raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
197601,Brazilian Grand Prix,1,br,1976,1976-01-25T00:00:00.000Z,interlagos,,🇧🇷,Brazil
197602,South African Grand Prix,2,za,1976,1976-03-06T00:00:00.000Z,kyalami,,🇿🇦,South Africa
197603,United States Grand Prix West,3,us,1976,1976-03-28T00:00:00.000Z,long_beach,,🇺🇸,USA
197604,Spanish Grand Prix,4,es,1976,1976-05-02T00:00:00.000Z,jarama,,🇪🇸,Spain
197605,Belgian Grand Prix,5,be,1976,1976-05-16T00:00:00.000Z,zolder,,🇧🇪,Belgium
197606,Monaco Grand Prix,6,mc,1976,1976-05-30T00:00:00.000Z,monaco,,🇲🇨,Monaco
197607,Swedish Grand Prix,7,se,1976,1976-06-13T00:00:00.000Z,anderstorp,,🇸🇪,Sweden
197608,French Grand Prix,8,fr,1976,1976-07-04T00:00:00.000Z,ricard,,🇫🇷,France
197609,British Grand Prix,9,gb,1976,1976-07-18T00:00:00.000Z,brands_hatch,,🇬🇧,UK
197610,German Grand Prix,10,de,1976,1976-08-01T00:00:00.000Z,nurburgring,,🇩🇪,Germany
197611,Austrian Grand Prix,11,at,1976,1976-08-15T00:00:00.000Z,osterreichring,,🇦🇹,Austria
197612,Dutch Grand Prix,12,nl,1976,1976-08-29T00:00:00.000Z,zandvoort,,🇳🇱,Netherlands
197613,Italian Grand Prix,13,it,1976,1976-09-12T00:00:00.000Z,monza,,🇮🇹,Italy
197614,Canadian Grand Prix,14,ca,1976,1976-10-03T00:00:00.000Z,mosport,,🇨🇦,Canada
197615,United States Grand Prix,15,us,1976,1976-10-10T00:00:00.000Z,watkins_glen,,🇺🇸,USA
197616,Japanese Grand Prix,16,jp,1976,1976-10-24T00:00:00.000Z,fuji,,🇯🇵,Japan
