name,race_duration,round,season,laps_completed
Indianapolis 500,3:49:17.27,2,1954,200
Indianapolis 500,3:53:28.84,3,1956,200
Indianapolis 500,3:52:41.88,2,1952,200
Indianapolis 500,2:46:55.97,3,1950,138
Indianapolis 500,3:40:49.20,2,1959,200
Italian Grand Prix,2:04:05.4,8,1959,72
Italian Grand Prix,1:18:37.806,13,2007,53
Italian Grand Prix,1:16:58.493,15,2001,53
Italian Grand Prix,2:25:04.4,7,1955,50
Italian Grand Prix,1:20:29.065,14,1984,51
Italian Grand Prix,1:40:14.8,9,1968,68
Italian Grand Prix,1:47:14.8,7,1966,68
Italian Grand Prix,2:10:51.8,8,1964,78
Italian Grand Prix,1:29:58.4,10,1972,55
Italian Grand Prix,1:20:46.172,13,2011,53
Italian Grand Prix,2:51:17.4,7,1950,80
Italian Grand Prix,1:29:17.0,13,1973,55
Italian Grand Prix,2:29:08.4,7,1962,86
Italian Grand Prix,2:47:47.9,8,1954,80
Italian Grand Prix,1:16:19.982,15,2002,53
Italian Grand Prix,1:17:59.451,12,1985,51
Italian Grand Prix,1:27:50.30,14,1977,52
Italian Grand Prix,1:27:31.638,14,2000,53
Italian Grand Prix,1:23:10.880,13,1983,52
Italian Grand Prix,2:21:09.2,9,1960,50
Italian Grand Prix,1:07:04.54,14,1978,40
Italian Grand Prix,1:17:07.509,13,1993,53
Italian Grand Prix,1:19:10.236,13,2014,53
Italian Grand Prix,1:17:54.319,12,1991,53
Italian Grand Prix,1:18:12.60,9,1971,55
Italian Grand Prix,1:17:04.609,13,1997,53
Italian Grand Prix,1:17:42.889,13,1986,51
Italian Grand Prix,2:49:45.9,9,1953,80
Italian Grand Prix,1:14:28.659,15,2005,53
Italian Grand Prix,2:35:03.9,8,1957,87
Italian Grand Prix,1:14:19.838,14,2003,53
Italian Grand Prix,1:18:15.349,13,1992,53
Italian Grand Prix,1:39:07.1,10,1970,68
Italian Grand Prix,1:17:57.878,12,1990,53
Italian Grand Prix,1:17:02.923,13,1999,53
Italian Grand Prix,1:22:25.734,15,1982,52
Italian Grand Prix,1:17:43.632,14,1996,53
Italian Grand Prix,1:22:56.6,13,1974,52
Italian Grand Prix,1:14:51.975,15,2006,53
Italian Grand Prix,1:43:45.0,9,1967,68
Italian Grand Prix,1:14:47.707,11,1987,50
Italian Grand Prix,1:18:27.916,12,1995,53
Italian Grand Prix,2:42:39.3,7,1951,80
Italian Grand Prix,2:03:47.8,10,1958,70
Italian Grand Prix,2:24:19.6,7,1963,86
Italian Grand Prix,2:50:45.6,8,1952,80
Italian Grand Prix,1:39:11.26,8,1969,68
Italian Grand Prix,1:18:33.352,12,2013,53
Italian Grand Prix,2:03:13.0,7,1961,43
Italian Grand Prix,1:26:36.897,13,1981,52
Italian Grand Prix,1:30:35.6,13,1976,52
Italian Grand Prix,1:15:18.448,15,2004,53
Italian Grand Prix,2:04:52.8,8,1965,76
Italian Grand Prix,1:17:28.089,14,2016,53
Italian Grand Prix,1:22:42.6,13,1975,52
Italian Grand Prix,1:22:00.22,13,1979,50
Italian Grand Prix,1:18:03.2,12,1994,53
Italian Grand Prix,1:19:27.550,12,1989,53
Italian Grand Prix,1:16:21.706,13,2009,53
Italian Grand Prix,1:17:39.744,12,1988,51
Italian Grand Prix,1:17:10.3,14,1998,53
Italian Grand Prix,1:18:00.688,12,2015,53
Italian Grand Prix,1:19:41.221,13,2012,53
Italian Grand Prix,1:38:07.52,12,1980,60
Italian Grand Prix,1:26:47.494,14,2008,53
Italian Grand Prix,1:16:24.572,14,2010,53
Italian Grand Prix,2:23:41.3,8,1956,50
Japanese Grand Prix,1:27:33.298,17,2001,53
Japanese Grand Prix,1:35:06.277,15,1989,53
Japanese Grand Prix,1:26:49.301,15,2013,53
Japanese Grand Prix,1:36:52.930,16,1995,53
Japanese Grand Prix,1:27:23.4,16,1998,51
Japanese Grand Prix,2:00:34.579,15,2007,67
Japanese Grand Prix,1:43:58.86,16,1976,73
Japanese Grand Prix,1:26:59.698,17,2002,53
Japanese Grand Prix,1:30:53.427,15,2011,53
Japanese Grand Prix,1:28:56.242,15,2012,53
Japanese Grand Prix,1:40:27.912,15,1993,53
Japanese Grand Prix,1:30:21.892,16,2008,67
Japanese Grand Prix,1:30:27.323,16,2010,53
Japanese Grand Prix,1:51:43.021,15,2014,44
Japanese Grand Prix,1:33:26.173,15,1988,51
Japanese Grand Prix,1:55:53.532,15,1994,50
Japanese Grand Prix,1:24:26.985,17,2004,53
Japanese Grand Prix,1:31:18.785,16,1999,53
Japanese Grand Prix,1:26:43.333,17,2016,53
Japanese Grand Prix,1:29:02.212,18,2005,53
Japanese Grand Prix,1:33:09.533,15,1992,53
Japanese Grand Prix,1:28:20.443,15,2009,53
Japanese Grand Prix,1:32:58.072,15,1987,51
Japanese Grand Prix,1:25:11.743,16,2003,53
Japanese Grand Prix,1:32:33.791,16,1996,52
Japanese Grand Prix,1:34:36.824,15,1990,53
Japanese Grand Prix,,14,2015,53
Japanese Grand Prix,1:29:53.435,16,2000,53
Japanese Grand Prix,1:31:51.68,17,1977,73
Japanese Grand Prix,1:23:52.413,17,2006,53
Japanese Grand Prix,1:29:48.446,16,1997,53
Japanese Grand Prix,1:32:10.695,15,1991,53
Korean Grand Prix,1:43:13.701,14,2013,55
Korean Grand Prix,1:38:01.994,16,2011,55
Korean Grand Prix,1:36:28.651,16,2012,55
Korean Grand Prix,2:48:20.810,17,2010,55
Luxembourg Grand Prix,1:32:14.789,15,1998,67
Luxembourg Grand Prix,1:31:27.843,15,1997,67
Malaysian Grand Prix,1:31:33.736,2,2005,56
Malaysian Grand Prix,1:30:40.529,2,2006,56
Malaysian Grand Prix,1:32:14.930,2,2007,56
Malaysian Grand Prix,1:33:48.412,3,2010,56
Malaysian Grand Prix,1:37:12.776,16,2016,56
Malaysian Grand Prix,1:34:12.912,2,2002,56
Malaysian Grand Prix,1:37:39.832,2,2011,56
Malaysian Grand Prix,1:38:56.681,2,2013,56
Malaysian Grand Prix,1:41:05.793,2,2015,56
Malaysian Grand Prix,1:31:18.555,2,2008,56
Malaysian Grand Prix,2:44:51.812,2,2012,56
Malaysian Grand Prix,1:32:22.195,2,2003,56
Malaysian Grand Prix,1:40:25.974,2,2014,56
Malaysian Grand Prix,1:35:54.235,17,2000,56
Malaysian Grand Prix,1:36:38.494,15,1999,56
Malaysian Grand Prix,1:47:34.801,2,2001,55
Malaysian Grand Prix,1:31:07.490,2,2004,56
Malaysian Grand Prix,1:10:52.092,2,2009,31
Mexican Grand Prix,2:09:52.1,9,1963,65
Mexican Grand Prix,1:32:35.783,6,1990,69
Mexican Grand Prix,1:59:28.70,11,1967,65
Mexican Grand Prix,1:35:21.431,4,1989,69
Mexican Grand Prix,1:56:43.95,12,1968,65
Mexican Grand Prix,1:30:15.737,4,1988,67
Mexican Grand Prix,1:40:31.402,19,2016,71
Mexican Grand Prix,2:06:35.34,9,1966,65
Mexican Grand Prix,1:29:52.205,6,1991,67
Mexican Grand Prix,2:08:32.10,10,1965,65
Mexican Grand Prix,1:54:08.80,11,1969,65
Mexican Grand Prix,1:42:35.038,17,2015,71
Mexican Grand Prix,1:33:18.700,15,1986,68
Mexican Grand Prix,1:53:28.3,13,1970,65
Mexican Grand Prix,2:09:50.32,10,1964,65
Mexican Grand Prix,1:31:53.587,2,1992,69
Mexican Grand Prix,1:26:24.207,14,1987,63
Monaco Grand Prix,1:47:22.561,7,2001,78
Monaco Grand Prix,1:55:34.365,6,1980,76
Monaco Grand Prix,1:42:19.010,7,2003,78
Monaco Grand Prix,1:52:10.947,6,1993,78
Monaco Grand Prix,1:43:43.116,7,2006,78
Monaco Grand Prix,2:46:29.7,2,1962,100
Monaco Grand Prix,1:49:55.3,4,1994,78
Monaco Grand Prix,2:41:49.7,1,1963,100
Monaco Grand Prix,2:45:50.1,1,1961,100
Monaco Grand Prix,1:49:31.812,4,1999,78
Monaco Grand Prix,1:58:03.7,6,1974,78
Monaco Grand Prix,1:49:27.661,6,2014,78
Monaco Grand Prix,1:50:59.372,6,1992,78
Monaco Grand Prix,3:00:32.9,2,1956,100
Monaco Grand Prix,1:40:44.282,6,2009,78
Monaco Grand Prix,2:01:21.31,5,1975,75
Monaco Grand Prix,2:41:19.5,1,1964,100
Monaco Grand Prix,1:40:29.329,5,2007,78
Monaco Grand Prix,1:45:39.055,7,2002,78
Monaco Grand Prix,1:54:11.259,6,1982,76
Monaco Grand Prix,1:53:02.334,4,1991,78
Monaco Grand Prix,2:53:45.5,2,1960,100
Monaco Grand Prix,2:37:39.6,2,1965,100
Monaco Grand Prix,1:55:22.48,7,1979,76
Monaco Grand Prix,1:57:44.3,6,1973,78
Monaco Grand Prix,1:45:46.601,6,2004,77
Monaco Grand Prix,1:53:11.258,5,1995,78
Monaco Grand Prix,1:49:18.420,6,2015,78
Monaco Grand Prix,1:52:46.982,4,1990,78
Monaco Grand Prix,1:55:14.66,5,1978,75
Monaco Grand Prix,2:09:38.373,6,2011,78
Monaco Grand Prix,1:56:38.121,5,1983,76
Monaco Grand Prix,2:33:10.5,1,1966,100
Monaco Grand Prix,3:10:12.8,2,1957,105
Monaco Grand Prix,2:15:52.056,6,2013,78
Monaco Grand Prix,2:55:51.3,1,1959,100
Monaco Grand Prix,1:49:28.213,7,2000,78
Monaco Grand Prix,2:26:55.3,4,1972,80
Monaco Grand Prix,1:53:33.251,3,1989,77
Monaco Grand Prix,1:59:51.47,6,1976,78
Monaco Grand Prix,2:00:42.742,6,2008,76
Monaco Grand Prix,1:01:07.740,6,1984,31
Monaco Grand Prix,2:34:34.3,2,1967,100
Monaco Grand Prix,2:00:45.629,6,1996,75
Monaco Grand Prix,2:58:09.8,2,1955,100
Monaco Grand Prix,1:57:17.077,3,1988,78
Monaco Grand Prix,3:13:18.7,2,1950,100
Monaco Grand Prix,2:00:32.3,3,1968,80
Monaco Grand Prix,1:52:21.3,3,1971,80
Monaco Grand Prix,1:45:15.556,6,2005,78
Monaco Grand Prix,1:51:58.034,4,1985,78
Monaco Grand Prix,1:57:54.085,4,1987,78
Monaco Grand Prix,1:46:06.557,6,2012,78
Monaco Grand Prix,1:59:29.133,6,2016,78
Monaco Grand Prix,2:52:27.9,2,1958,100
Monaco Grand Prix,1:56:59.4,3,1969,80
Monaco Grand Prix,2:00:05.654,5,1997,62
Monaco Grand Prix,1:51:24.4,6,1998,78
Monaco Grand Prix,1:50:13.355,6,2010,78
Monaco Grand Prix,1:54:37.4,3,1970,80
Monaco Grand Prix,1:57:52.77,6,1977,76
Monaco Grand Prix,1:55:41.060,4,1986,78
Monaco Grand Prix,1:54:23.38,6,1981,76
Moroccan Grand Prix,2:09:15.1,11,1958,53
Pacific Grand Prix,1:48:49.972,15,1995,83
Pacific Grand Prix,1:46:01.693,2,1994,83
Pescara Grand Prix,2:59:22.7,7,1957,18
Portuguese Grand Prix,1:37:40.958,13,1988,70
Portuguese Grand Prix,1:41:52.145,13,1995,71
Portuguese Grand Prix,1:35:42.304,13,1991,71
Portuguese Grand Prix,2:11:27.80,9,1958,50
Portuguese Grand Prix,1:34:46.659,14,1992,71
Portuguese Grand Prix,1:37:21.900,14,1986,70
Portuguese Grand Prix,1:22:11.014,13,1990,61
Portuguese Grand Prix,1:37:03.906,12,1987,70
Portuguese Grand Prix,2:00:28.006,2,1985,67
Portuguese Grand Prix,2:19:00.03,8,1960,55
Portuguese Grand Prix,1:41:11.753,16,1984,70
Portuguese Grand Prix,1:45:10.1,13,1994,71
Portuguese Grand Prix,1:36:48.546,13,1989,71
Portuguese Grand Prix,1:32:46.309,14,1993,71
Portuguese Grand Prix,2:11:55.41,7,1959,62
Portuguese Grand Prix,1:40:22.915,15,1996,70
Russian Grand Prix,1:37:11.024,15,2015,53
Russian Grand Prix,1:32:41.997,4,2016,53
Russian Grand Prix,1:31:50.744,16,2014,53
San Marino Grand Prix,1:35:14.750,3,1991,61
San Marino Grand Prix,1:31:39.776,3,2000,62
San Marino Grand Prix,1:30:44.817,4,2001,62
San Marino Grand Prix,1:32:41.264,2,1988,60
San Marino Grand Prix,1:35:26.156,5,1996,63
San Marino Grand Prix,1:31:06.486,4,2006,62
San Marino Grand Prix,1:33:44.792,3,1999,62
San Marino Grand Prix,1:29:10.789,4,2002,62
San Marino Grand Prix,1:32:28.408,3,1986,60
San Marino Grand Prix,1:36:53.679,4,1984,60
San Marino Grand Prix,1:34:25.4,4,1998,62
San Marino Grand Prix,1:33:20.413,4,1993,61
San Marino Grand Prix,1:31:24.076,2,1987,59
San Marino Grand Prix,1:26:19.670,4,2004,62
San Marino Grand Prix,1:26:51.245,2,1989,58
San Marino Grand Prix,1:34:35.955,3,1985,60
San Marino Grand Prix,1:27:41.921,4,2005,62
San Marino Grand Prix,1:41:42.522,3,1995,63
San Marino Grand Prix,1:28:40.927,5,1992,60
San Marino Grand Prix,1:37:52.460,4,1983,60
San Marino Grand Prix,1:51:23.97,4,1981,60
San Marino Grand Prix,1:28:28.642,3,1994,58
San Marino Grand Prix,1:31:00.673,4,1997,62
San Marino Grand Prix,1:30:55.478,3,1990,61
San Marino Grand Prix,1:36:38.887,4,1982,60
San Marino Grand Prix,1:28:12.058,4,2003,62
Singapore Grand Prix,1:59:13.132,13,2013,61
Singapore Grand Prix,1:57:16.304,15,2008,61
Singapore Grand Prix,2:00:04.795,14,2014,60
Singapore Grand Prix,2:01:22.118,13,2015,61
Singapore Grand Prix,1:57:53.579,15,2010,61
Singapore Grand Prix,2:00:26.144,14,2012,59
Singapore Grand Prix,1:55:48.950,15,2016,61
Singapore Grand Prix,1:56:06.337,14,2009,61
Singapore Grand Prix,1:59:04.757,14,2011,61
South African Grand Prix,1:38:45.082,1,1993,72
South African Grand Prix,1:43:11.07,3,1973,79
South African Grand Prix,1:41:49.96,3,1979,78
South African Grand Prix,1:43:16.90,3,1975,78
South African Grand Prix,2:06:46.0,1,1965,85
South African Grand Prix,1:42:15.767,3,1978,78
South African Grand Prix,2:08:03.3,9,1962,82
South African Grand Prix,1:32:08.401,1,1982,77
South African Grand Prix,1:33:25.708,15,1983,77
South African Grand Prix,1:45:49.1,2,1972,79
South African Grand Prix,2:05:45.9,1,1967,80
South African Grand Prix,1:29:23.430,2,1984,75
South African Grand Prix,1:28:22.866,15,1985,75
South African Grand Prix,1:42:40.96,3,1974,78
South African Grand Prix,1:47:35.5,1,1971,79
South African Grand Prix,1:36:45.320,1,1992,72
South African Grand Prix,1:53:56.6,1,1968,80
South African Grand Prix,1:36:52.54,3,1980,78
South African Grand Prix,1:42:18.4,2,1976,78
South African Grand Prix,1:42:21.6,3,1977,78
South African Grand Prix,1:50:39.1,1,1969,80
South African Grand Prix,1:49:35.4,1,1970,80
South African Grand Prix,2:10:36.9,10,1963,85
Spanish Grand Prix,1:48:47.735,2,1986,72
Spanish Grand Prix,1:32:27.685,5,1993,65
Spanish Grand Prix,2:00:29.56,4,1974,84
Spanish Grand Prix,1:41:12.555,5,2015,66
Spanish Grand Prix,1:36:14.3,5,1994,65
Spanish Grand Prix,1:56:10.674,4,1992,65
Spanish Grand Prix,1:46:35.01,7,1981,80
Spanish Grand Prix,1:34:13.665,5,1999,65
Spanish Grand Prix,1:41:40.017,5,2016,66
Spanish Grand Prix,1:33:46.933,5,2003,65
Spanish Grand Prix,1:26:21.759,6,2006,66
Spanish Grand Prix,1:30:29.981,5,2002,65
Spanish Grand Prix,42:53.7,4,1975,29
Spanish Grand Prix,1:38:41.541,14,1991,65
Spanish Grand Prix,1:48:18.7,4,1973,75
Spanish Grand Prix,3:13:52.1,9,1954,80
Spanish Grand Prix,1:38:19.051,4,2008,66
Spanish Grand Prix,1:39:11.84,5,1979,75
Spanish Grand Prix,1:39:03.301,5,2011,66
Spanish Grand Prix,1:34:20.507,4,1995,65
Spanish Grand Prix,1:41:05.155,5,2014,66
Spanish Grand Prix,2:03:41.2,3,1972,90
Spanish Grand Prix,1:27:32.841,5,2004,66
Spanish Grand Prix,1:48:01.461,14,1990,73
Spanish Grand Prix,1:31:36.230,4,2007,65
Spanish Grand Prix,1:41:47.06,7,1978,75
Spanish Grand Prix,1:39:16.596,5,2013,66
Spanish Grand Prix,1:47:48.264,14,1989,73
Spanish Grand Prix,2:46:54.10,8,1951,70
Spanish Grand Prix,1:59:49.307,7,1996,65
Spanish Grand Prix,1:42:20.43,4,1976,75
Spanish Grand Prix,1:49:03.4,2,1971,75
Spanish Grand Prix,2:15:02.1,2,1968,90
Spanish Grand Prix,1:33:55.390,5,2000,65
Spanish Grand Prix,1:27:16.830,5,2005,66
Spanish Grand Prix,1:30:35.896,6,1997,64
Spanish Grand Prix,1:48:43.851,14,1988,72
Spanish Grand Prix,1:49:12.692,13,1987,72
Spanish Grand Prix,2:16:54.0,2,1969,90
Spanish Grand Prix,1:31:03.305,5,2001,65
Spanish Grand Prix,1:42:.52.22,5,1977,75
Spanish Grand Prix,1:33:38.3,5,1998,65
Spanish Grand Prix,2:10:58.2,2,1970,90
Spanish Grand Prix,1:35:44.101,5,2010,66
Spanish Grand Prix,1:39:09.145,5,2012,66
Spanish Grand Prix,1:37:19.202,5,2009,66
Swedish Grand Prix,1:46:56.4,8,1977,72
Swedish Grand Prix,1:46:53.729,7,1976,72
Swedish Grand Prix,1:41:00.606,8,1978,70
Swedish Grand Prix,1:59:18.319,7,1975,80
Swedish Grand Prix,1:58:31.391,7,1974,80
Swedish Grand Prix,1:56:46.049,7,1973,80
Swiss Grand Prix,2:02:53.7,4,1950,42
Swiss Grand Prix,2:07:53.64,1,1951,42
Swiss Grand Prix,3:01:46.1,1,1952,62
Swiss Grand Prix,3:01:34.40,8,1953,65
Swiss Grand Prix,1:32:41.087,14,1982,80
Swiss Grand Prix,3:00:34.5,7,1954,66
Turkish Grand Prix,1:28:47.620,7,2010,58
Turkish Grand Prix,1:26:49.451,5,2008,58
Turkish Grand Prix,1:24:34.454,14,2005,58
Turkish Grand Prix,1:28:51.082,14,2006,58
Turkish Grand Prix,1:26:24.848,7,2009,58
Turkish Grand Prix,1:30:17.558,4,2011,58
Turkish Grand Prix,1:26:42.161,12,2007,58
United States Grand Prix,2:12:35.7,9,1959,42
United States Grand Prix,1:57:56.84,10,1969,108
United States Grand Prix,1:57:32.79,12,1970,108
United States Grand Prix,1:59:20.29,11,1968,108
United States Grand Prix,1:32:42.840,16,2001,73
United States Grand Prix,1:40:04.785,17,2014,56
United States Grand Prix,1:43:51.991,11,1971,59
United States Grand Prix,1:50:52.703,16,2015,56
United States Grand Prix,1:41:45.354,12,1972,59
United States Grand Prix,1:39:17.168,18,2013,56
United States Grand Prix,1:41:15.779,15,1973,59
United States Grand Prix,2:01:33.133,5,1989,75
United States Grand Prix,1:31:08.0,16,2002,73
United States Grand Prix,2:03:13.2,10,1967,108
United States Grand Prix,1:36:30.883,15,2000,73
United States Grand Prix,1:40:21.439,15,1974,59
United States Grand Prix,1:52:32.829,1,1990,72
United States Grand Prix,1:40:48.800,15,1978,59
United States Grand Prix,1:35:55.269,19,2012,56
United States Grand Prix,1:31:09.965,7,2007,73
United States Grand Prix,2:09:40.11,8,1966,108
United States Grand Prix,1:42:58.175,14,1975,59
United States Grand Prix,2:20:36.1,9,1965,110
United States Grand Prix,1:33:35.997,15,2003,73
United States Grand Prix,2:28:52.2,10,1960,75
United States Grand Prix,1:34:36.05,14,1980,59
United States Grand Prix,2:00:47.828,1,1991,81
United States Grand Prix,1:29:43.181,9,2005,73
United States Grand Prix,1:42:40.742,15,1976,59
United States Grand Prix,1:34:35.199,10,2006,73
United States Grand Prix,2:16:38.0,9,1964,110
United States Grand Prix,1:40:29.914,9,2004,73
United States Grand Prix,1:52:17.734,15,1979,59
United States Grand Prix,1:38:12.618,18,2016,56
United States Grand Prix,2:19:22.1,8,1963,110
United States Grand Prix,2:07:13.0,8,1962,100
United States Grand Prix,2:13:45.8,8,1961,100
United States Grand Prix,1:58:23.267,15,1977,59
United States Grand Prix West,1:53:34.889,2,1983,75
United States Grand Prix West,1:52:01.301,4,1978,80
United States Grand Prix West,1:53:18.471,3,1976,80
United States Grand Prix West,1:50:25.40,4,1979,80
United States Grand Prix West,1:50:19.4,4,1980,80
United States Grand Prix West,1:50:41.33,1,1981,80
United States Grand Prix West,1:58:25.318,3,1982,75
United States Grand Prix West,1:51:35.470,4,1977,80
