raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
201401,Australian Grand Prix,1,au,2014,2014-03-16T00:00:00.000Z,albert_park,06:00:00,🇦🇺,Australia
201402,Malaysian Grand Prix,2,my,2014,2014-03-30T00:00:00.000Z,sepang,08:00:00,🇲🇾,Malaysia
201403,Bahrain Grand Prix,3,bh,2014,2014-04-06T00:00:00.000Z,bahrain,15:00:00,🇧🇭,Bahrain
201404,Chinese Grand Prix,4,cn,2014,2014-04-20T00:00:00.000Z,shanghai,07:00:00,🇨🇳,China
201405,Spanish Grand Prix,5,es,2014,2014-05-11T00:00:00.000Z,catalunya,12:00:00,🇪🇸,Spain
201406,Monaco Grand Prix,6,mc,2014,2014-05-25T00:00:00.000Z,monaco,12:00:00,🇲🇨,Monaco
201407,Canadian Grand Prix,7,ca,2014,2014-06-08T00:00:00.000Z,villeneuve,18:00:00,🇨🇦,Canada
201408,Austrian Grand Prix,8,at,2014,2014-06-22T00:00:00.000Z,red_bull_ring,12:00:00,🇦🇹,Austria
201409,British Grand Prix,9,gb,2014,2014-07-06T00:00:00.000Z,silverstone,12:00:00,🇬🇧,UK
201410,German Grand Prix,10,de,2014,2014-07-20T00:00:00.000Z,hockenheimring,12:00:00,🇩🇪,Germany
201411,Hungarian Grand Prix,11,hu,2014,2014-07-27T00:00:00.000Z,hungaroring,12:00:00,🇭🇺,Hungary
201412,Belgian Grand Prix,12,be,2014,2014-08-24T00:00:00.000Z,spa,12:00:00,🇧🇪,Belgium
201413,Italian Grand Prix,13,it,2014,2014-09-07T00:00:00.000Z,monza,12:00:00,🇮🇹,Italy
201414,Singapore Grand Prix,14,sg,2014,2014-09-21T00:00:00.000Z,marina_bay,12:00:00,🇸🇬,Singapore
201415,Japanese Grand Prix,15,jp,2014,2014-10-05T00:00:00.000Z,suzuka,06:00:00,🇯🇵,Japan
201416,Russian Grand Prix,16,ru,2014,2014-10-12T00:00:00.000Z,sochi,11:00:00,🇷🇺,Russia
201417,United States Grand Prix,17,us,2014,2014-11-02T00:00:00.000Z,americas,20:00:00,🇺🇸,USA
201418,Brazilian Grand Prix,18,br,2014,2014-11-09T00:00:00.000Z,interlagos,16:00:00,🇧🇷,Brazil
201419,Abu Dhabi Grand Prix,19,ae,2014,2014-11-23T00:00:00.000Z,yas_marina,13:00:00,🇦🇪,UAE
