raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
201301,Australian Grand Prix,1,au,2013,2013-03-17T00:00:00.000Z,albert_park,06:00:00,🇦🇺,Australia
201302,Malaysian Grand Prix,2,my,2013,2013-03-24T00:00:00.000Z,sepang,08:00:00,🇲🇾,Malaysia
201303,Chinese Grand Prix,3,cn,2013,2013-04-14T00:00:00.000Z,shanghai,07:00:00,🇨🇳,China
201304,Bahrain Grand Prix,4,bh,2013,2013-04-21T00:00:00.000Z,bahrain,12:00:00,🇧🇭,Bahrain
201305,Spanish Grand Prix,5,es,2013,2013-05-12T00:00:00.000Z,catalunya,12:00:00,🇪🇸,Spain
201306,Monaco Grand Prix,6,mc,2013,2013-05-26T00:00:00.000Z,monaco,12:00:00,🇲🇨,Monaco
201307,Canadian Grand Prix,7,ca,2013,2013-06-09T00:00:00.000Z,villeneuve,18:00:00,🇨🇦,Canada
201308,British Grand Prix,8,gb,2013,2013-06-30T00:00:00.000Z,silverstone,12:00:00,🇬🇧,UK
201309,German Grand Prix,9,de,2013,2013-07-07T00:00:00.000Z,nurburgring,12:00:00,🇩🇪,Germany
201310,Hungarian Grand Prix,10,hu,2013,2013-07-28T00:00:00.000Z,hungaroring,12:00:00,🇭🇺,Hungary
201311,Belgian Grand Prix,11,be,2013,2013-08-25T00:00:00.000Z,spa,12:00:00,🇧🇪,Belgium
201312,Italian Grand Prix,12,it,2013,2013-09-08T00:00:00.000Z,monza,12:00:00,🇮🇹,Italy
201313,Singapore Grand Prix,13,sg,2013,2013-09-22T00:00:00.000Z,marina_bay,12:00:00,🇸🇬,Singapore
201314,Korean Grand Prix,14,kr,2013,2013-10-06T00:00:00.000Z,yeongam,06:00:00,🇰🇷,Korea
201315,Japanese Grand Prix,15,jp,2013,2013-10-13T00:00:00.000Z,suzuka,06:00:00,🇯🇵,Japan
201316,Indian Grand Prix,16,in,2013,2013-10-27T00:00:00.000Z,buddh,09:30:00,🇮🇳,India
201317,Abu Dhabi Grand Prix,17,ae,2013,2013-11-03T00:00:00.000Z,yas_marina,13:00:00,🇦🇪,UAE
201318,United States Grand Prix,18,us,2013,2013-11-17T00:00:00.000Z,americas,19:00:00,🇺🇸,USA
201319,Brazilian Grand Prix,19,br,2013,2013-11-24T00:00:00.000Z,interlagos,16:00:00,🇧🇷,Brazil
