position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,grosjean,0.0,19,br,7,132.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇧🇷,Brazil
,bottas,0.0,19,br,17,4.0,082957,EAE4ED,Valtteri Bottas 🇫🇮,🇧🇷,Brazil
,pic,0.0,19,br,20,0.0,444444,124411,Charles Pic 🇫🇷,🇧🇷,Brazil
,sutil,0.0,18,us,13,29.0,C81625,F6AFC1,Adrian Sutil 🇩🇪,🇺🇸,USA
,raikkonen,0.0,17,ae,3,183.0,444444,F6CA46,Kimi Räikkönen 🇫🇮,🇦🇪,UAE
,garde,0.0,16,in,21,0.0,444444,124411,Giedo van der Garde 🇳🇱,🇮🇳,India
,pic,0.0,16,in,20,0.0,444444,124411,Charles Pic 🇫🇷,🇮🇳,India
,webber,0.0,16,in,5,148.0,FDCC2F,121D32,Mark Webber 🇦🇺,🇮🇳,India
,jules_bianchi,0.0,15,jp,19,0.0,444444,5E0A16,Jules Bianchi 🇫🇷,🇯🇵,Japan
,garde,0.0,15,jp,21,0.0,444444,124411,Giedo van der Garde 🇳🇱,🇯🇵,Japan
,hamilton,0.0,15,jp,4,161.0,D7D7D5,18A19B,Lewis Hamilton 🇬🇧,🇯🇵,Japan
,resta,0.0,14,kr,10,36.0,C81625,F6AFC1,Paul di Resta 🇬🇧,🇰🇷,Korea
,webber,0.0,14,kr,5,130.0,FDCC2F,121D32,Mark Webber 🇦🇺,🇰🇷,Korea
,ricciardo,0.0,13,sg,14,18.0,FC181D,2039C3,Daniel Ricciardo 🇦🇺,🇸🇬,Singapore
,grosjean,0.0,13,sg,8,57.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇸🇬,Singapore
,vergne,0.0,12,it,15,13.0,FC181D,2039C3,Jean-Éric Vergne 🇫🇷,🇮🇹,Italy
,pic,0.0,11,be,20,0.0,444444,124411,Charles Pic 🇫🇷,🇧🇪,Belgium
,ricciardo,0.0,1,au,19,0.0,FC181D,2039C3,Daniel Ricciardo 🇦🇺,🇦🇺,Australia
,rosberg,0.0,1,au,20,0.0,D7D7D5,18A19B,Nico Rosberg 🇩🇪,🇦🇺,Australia
,maldonado,0.0,1,au,21,0.0,082957,EAE4ED,Pastor Maldonado 🇻🇪,🇦🇺,Australia
,hulkenberg,0.0,1,au,22,0.0,A17A5D,0736A5,Nico Hülkenberg 🇩🇪,🇦🇺,Australia
,raikkonen,0.0,11,be,4,134.0,444444,F6CA46,Kimi Räikkönen 🇫🇮,🇧🇪,Belgium
,resta,0.0,11,be,10,36.0,C81625,F6AFC1,Paul di Resta 🇬🇧,🇧🇪,Belgium
,sutil,0.0,10,hu,11,23.0,C81625,F6AFC1,Adrian Sutil 🇩🇪,🇭🇺,Hungary
,gutierrez,0.0,10,hu,18,0.0,A17A5D,0736A5,Esteban Gutiérrez 🇲🇽,🇭🇺,Hungary
,bottas,0.0,10,hu,17,0.0,082957,EAE4ED,Valtteri Bottas 🇫🇮,🇭🇺,Hungary
,massa,0.0,9,de,7,57.0,16191A,EB212E,Felipe Massa 🇧🇷,🇩🇪,Germany
,jules_bianchi,0.0,9,de,19,0.0,444444,5E0A16,Jules Bianchi 🇫🇷,🇩🇪,Germany
,vergne,0.0,9,de,13,13.0,FC181D,2039C3,Jean-Éric Vergne 🇫🇷,🇩🇪,Germany
,vergne,0.0,8,gb,12,13.0,FC181D,2039C3,Jean-Éric Vergne 🇫🇷,🇬🇧,UK
,vettel,0.0,8,gb,1,132.0,FDCC2F,121D32,Sebastian Vettel 🇩🇪,🇬🇧,UK
,garde,0.0,7,ca,22,0.0,444444,124411,Giedo van der Garde 🇳🇱,🇨🇦,Canada
,hulkenberg,0.0,7,ca,15,5.0,A17A5D,0736A5,Nico Hülkenberg 🇩🇪,🇨🇦,Canada
,pic,0.0,6,mc,20,0.0,444444,124411,Charles Pic 🇫🇷,🇲🇨,Monaco
,massa,0.0,6,mc,7,45.0,16191A,EB212E,Felipe Massa 🇧🇷,🇲🇨,Monaco
,maldonado,0.0,6,mc,18,0.0,082957,EAE4ED,Pastor Maldonado 🇻🇪,🇲🇨,Monaco
,jules_bianchi,0.0,6,mc,19,0.0,444444,5E0A16,Jules Bianchi 🇫🇷,🇲🇨,Monaco
,ricciardo,0.0,6,mc,13,7.0,FC181D,2039C3,Daniel Ricciardo 🇦🇺,🇲🇨,Monaco
,grosjean,0.0,6,mc,9,26.0,444444,F6CA46,Romain Grosjean 🇫🇷,🇲🇨,Monaco
,maldonado,0.0,2,my,22,0.0,082957,EAE4ED,Pastor Maldonado 🇻🇪,🇲🇾,Malaysia
,sutil,0.0,2,my,9,6.0,C81625,F6AFC1,Adrian Sutil 🇩🇪,🇲🇾,Malaysia
