name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
2006 Australian Grand Prix 🇦🇺,3,18,57,Renault 🇫🇷,2006-04-02,9,+78.8,2006,Fernando Alonso 🇪🇸
2006 Bahrain Grand Prix 🇧🇭,1,16,56,Renault 🇫🇷,2006-03-12,13,,2006,Fernando Alonso 🇪🇸
2006 Brazilian Grand Prix 🇧🇷,18,16,70,Ferrari 🇮🇹,2006-10-22,11,,2006,Felipe Massa 🇧🇷
2006 British Grand Prix 🇬🇧,8,15,1,Renault 🇫🇷,2006-06-11,R,,2006,Fernando Alonso 🇪🇸
2006 Canadian Grand Prix 🇨🇦,9,17,69,Renault 🇫🇷,2006-06-25,10,,2006,Fernando Alonso 🇪🇸
2006 Chinese Grand Prix 🇨🇳,16,11,55,Ferrari 🇮🇹,2006-10-01,14,,2006,Michael Schumacher 🇩🇪
2006 European Grand Prix 🇩🇪,5,17,59,Ferrari 🇮🇹,2006-05-07,11,,2006,Michael Schumacher 🇩🇪
2006 French Grand Prix 🇫🇷,11,14,69,Ferrari 🇮🇹,2006-07-16,10,,2006,Michael Schumacher 🇩🇪
2006 German Grand Prix 🇩🇪,12,19,66,Ferrari 🇮🇹,2006-07-30,12,,2006,Michael Schumacher 🇩🇪
2006 Hungarian Grand Prix 🇭🇺,13,20,66,Honda 🇯🇵,2006-08-06,11,,2006,Jenson Button 🇬🇧
2006 Italian Grand Prix 🇮🇹,15,15,52,Ferrari 🇮🇹,2006-09-10,13,,2006,Michael Schumacher 🇩🇪
2006 Japanese Grand Prix 🇯🇵,17,19,48,Renault 🇫🇷,2006-10-08,18,,2006,Fernando Alonso 🇪🇸
2006 Malaysian Grand Prix 🇲🇾,2,12,41,Renault 🇫🇷,2006-03-19,R,,2006,Giancarlo Fisichella 🇮🇹
2006 Monaco Grand Prix 🇲🇨,7,18,77,Renault 🇫🇷,2006-05-28,13,,2006,Fernando Alonso 🇪🇸
2006 San Marino Grand Prix 🇮🇹,4,18,61,Ferrari 🇮🇹,2006-04-23,15,,2006,Michael Schumacher 🇩🇪
2006 Spanish Grand Prix 🇪🇸,6,16,47,Renault 🇫🇷,2006-05-14,R,,2006,Fernando Alonso 🇪🇸
2006 Turkish Grand Prix 🇹🇷,14,17,57,Ferrari 🇮🇹,2006-08-27,13,,2006,Felipe Massa 🇧🇷
2006 United States Grand Prix 🇺🇸,10,13,0,Ferrari 🇮🇹,2006-07-02,R,,2006,Michael Schumacher 🇩🇪
2007 Australian Grand Prix 🇦🇺,1,17,28,Ferrari 🇮🇹,2007-03-18,R,,2007,Kimi Räikkönen 🇫🇮
2007 Bahrain Grand Prix 🇧🇭,3,19,0,Ferrari 🇮🇹,2007-04-15,R,,2007,Felipe Massa 🇧🇷
2007 British Grand Prix 🇬🇧,9,15,29,Ferrari 🇮🇹,2007-07-08,R,,2007,Kimi Räikkönen 🇫🇮
2007 Canadian Grand Prix 🇨🇦,6,16,8,McLaren 🇬🇧,2007-06-10,R,,2007,Lewis Hamilton 🇬🇧
2007 European Grand Prix 🇩🇪,10,18,2,McLaren 🇬🇧,2007-07-22,R,,2007,Fernando Alonso 🇪🇸
2007 French Grand Prix 🇫🇷,8,15,55,Ferrari 🇮🇹,2007-07-01,R,,2007,Kimi Räikkönen 🇫🇮
2007 Malaysian Grand Prix 🇲🇾,2,17,55,McLaren 🇬🇧,2007-04-08,14,,2007,Fernando Alonso 🇪🇸
2007 Monaco Grand Prix 🇲🇨,5,18,77,McLaren 🇬🇧,2007-05-27,9,,2007,Fernando Alonso 🇪🇸
2007 Spanish Grand Prix 🇪🇸,4,22,9,Ferrari 🇮🇹,2007-05-13,R,,2007,Felipe Massa 🇧🇷
2007 United States Grand Prix 🇺🇸,7,20,71,McLaren 🇬🇧,2007-06-17,13,,2007,Lewis Hamilton 🇬🇧
