raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
198901,Brazilian Grand Prix,1,br,1989,1989-03-26T00:00:00.000Z,jacarepagua,,🇧🇷,Brazil
198902,San Marino Grand Prix,2,it,1989,1989-04-23T00:00:00.000Z,imola,,🇮🇹,Italy
198903,Monaco Grand Prix,3,mc,1989,1989-05-07T00:00:00.000Z,monaco,,🇲🇨,Monaco
198904,Mexican Grand Prix,4,mx,1989,1989-05-28T00:00:00.000Z,rodriguez,,🇲🇽,Mexico
198905,United States Grand Prix,5,us,1989,1989-06-04T00:00:00.000Z,phoenix,,🇺🇸,USA
198906,Canadian Grand Prix,6,ca,1989,1989-06-18T00:00:00.000Z,villeneuve,,🇨🇦,Canada
198907,French Grand Prix,7,fr,1989,1989-07-09T00:00:00.000Z,ricard,,🇫🇷,France
198908,British Grand Prix,8,gb,1989,1989-07-16T00:00:00.000Z,silverstone,,🇬🇧,UK
198909,German Grand Prix,9,de,1989,1989-07-30T00:00:00.000Z,hockenheimring,,🇩🇪,Germany
198910,Hungarian Grand Prix,10,hu,1989,1989-08-13T00:00:00.000Z,hungaroring,,🇭🇺,Hungary
198911,Belgian Grand Prix,11,be,1989,1989-08-27T00:00:00.000Z,spa,,🇧🇪,Belgium
198912,Italian Grand Prix,12,it,1989,1989-09-10T00:00:00.000Z,monza,,🇮🇹,Italy
198913,Portuguese Grand Prix,13,pt,1989,1989-09-24T00:00:00.000Z,estoril,,🇵🇹,Portugal
198914,Spanish Grand Prix,14,es,1989,1989-10-01T00:00:00.000Z,jerez,,🇪🇸,Spain
198915,Japanese Grand Prix,15,jp,1989,1989-10-22T00:00:00.000Z,suzuka,,🇯🇵,Japan
198916,Australian Grand Prix,16,au,1989,1989-11-05T00:00:00.000Z,adelaide,,🇦🇺,Australia
