position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,hailwood,0.0,10,za,22,0.0,444444,888888,Mike Hailwood 🇬🇧,🇿🇦,South Africa
,lederle,0.0,10,za,51,0.0,444444,025839,Neville Lederle 🇿🇦,🇿🇦,South Africa
,driver,0.0,10,za,48,0.0,444444,457439,Paddy Driver 🇿🇦,🇿🇦,South Africa
,tingle,0.0,10,za,46,0.0,444444,888888,Sam Tingle 🇿🇼,🇿🇦,South Africa
,pieterse,0.0,10,za,45,0.0,444444,025839,Ernie Pieterse 🇿🇦,🇿🇦,South Africa
,ginther,0.0,10,za,3,29.0,444444,144D44,Richie Ginther 🇺🇸,🇿🇦,South Africa
,surtees,0.0,10,za,4,22.0,16191A,EB212E,John Surtees 🇬🇧,🇿🇦,South Africa
,prophet,0.0,10,za,43,0.0,444444,243F73,David Prophet 🇬🇧,🇿🇦,South Africa
,klerk,0.0,10,za,42,0.0,444444,B21827,Peter de Klerk 🇿🇦,🇿🇦,South Africa
,ireland,0.0,1,mc,10,0.0,444444,457439,Innes Ireland 🇬🇧,🇲🇨,Monaco
,mairesse,0.0,1,mc,11,0.0,16191A,EB212E,Willy Mairesse 🇧🇪,🇲🇨,Monaco
,trintignant,0.0,1,mc,12,0.0,444444,888888,Maurice Trintignant 🇫🇷,🇲🇨,Monaco
,gurney,0.0,1,mc,13,0.0,444444,243F73,Dan Gurney 🇺🇸,🇲🇨,Monaco
,siffert,0.0,1,mc,15,0.0,444444,457439,Jo Siffert 🇨🇭,🇲🇨,Monaco
,amon,0.0,1,mc,16,0.0,444444,888888,Chris Amon 🇳🇿,🇲🇨,Monaco
,collomb,0.0,1,mc,17,0.0,444444,025839,Bernard Collomb 🇫🇷,🇲🇨,Monaco
,phil_hill,0.0,1,mc,18,0.0,444444,888888,Phil Hill 🇺🇸,🇲🇨,Monaco
,baghetti,0.0,1,mc,19,0.0,444444,888888,Giancarlo Baghetti 🇮🇹,🇲🇨,Monaco
,campbell-jones,0.0,1,mc,20,0.0,444444,457439,John Campbell-Jones 🇬🇧,🇲🇨,Monaco
,burgess,0.0,1,mc,21,0.0,444444,888888,Ian Burgess 🇬🇧,🇲🇨,Monaco
,settember,0.0,1,mc,22,0.0,444444,888888,Tony Settember 🇺🇸,🇲🇨,Monaco
,estefano,0.0,1,mc,23,0.0,444444,888888,Nasif Estéfano 🇦🇷,🇲🇨,Monaco
,bandini,0.0,1,mc,24,0.0,444444,144D44,Lorenzo Bandini 🇮🇹,🇲🇨,Monaco
,beaufort,0.0,1,mc,25,0.0,444444,DDDDDD,Carel Godin de Beaufort 🇳🇱,🇲🇨,Monaco
,monarch,0.0,9,mx,45,0.0,444444,025839,Thomas Monarch 🇺🇸,🇲🇽,Mexico
,ireland,0.0,9,mx,9,6.0,444444,457439,Innes Ireland 🇬🇧,🇲🇽,Mexico
,hansgen,0.0,9,mx,40,0.0,444444,09630C,Walt Hansgen 🇺🇸,🇲🇽,Mexico
,dochnal,0.0,9,mx,41,0.0,444444,273027,Frank Dochnal 🇺🇸,🇲🇽,Mexico
,maggs,0.0,9,mx,8,9.0,444444,273027,Tony Maggs 🇿🇦,🇲🇽,Mexico
,amon,0.0,9,mx,18,0.0,444444,457439,Chris Amon 🇳🇿,🇲🇽,Mexico
,baghetti,0.0,9,mx,31,0.0,444444,888888,Giancarlo Baghetti 🇮🇹,🇲🇽,Mexico
,trevor_taylor,0.0,9,mx,16,1.0,444444,025839,Trevor Taylor 🇬🇧,🇲🇽,Mexico
,surtees,0.0,2,be,6,3.0,16191A,EB212E,John Surtees 🇬🇧,🇧🇪,Belgium
,hill,0.0,2,be,3,9.0,444444,144D44,Graham Hill 🇬🇧,🇧🇪,Belgium
,bianchi,0.0,2,be,15,0.0,444444,888888,Lucien Bianchi 🇧🇪,🇧🇪,Belgium
,hall,0.0,2,be,16,0.0,444444,457439,Jim Hall 🇺🇸,🇧🇪,Belgium
,siffert,0.0,2,be,18,0.0,444444,457439,Jo Siffert 🇨🇭,🇧🇪,Belgium
,phil_hill,0.0,2,be,19,0.0,444444,888888,Phil Hill 🇺🇸,🇧🇪,Belgium
,jack_brabham,0.0,2,be,12,0.0,444444,243F73,Jack Brabham 🇦🇺,🇧🇪,Belgium
,amon,0.0,2,be,20,0.0,444444,888888,Chris Amon 🇳🇿,🇧🇪,Belgium
,ireland,0.0,2,be,13,0.0,444444,888888,Innes Ireland 🇬🇧,🇧🇪,Belgium
,mairesse,0.0,2,be,14,0.0,16191A,EB212E,Willy Mairesse 🇧🇪,🇧🇪,Belgium
,baghetti,0.0,2,be,22,0.0,444444,888888,Giancarlo Baghetti 🇮🇹,🇧🇪,Belgium
,trevor_taylor,0.0,2,be,9,1.0,444444,025839,Trevor Taylor 🇬🇧,🇧🇪,Belgium
,arundell,0.0,2,be,25,0.0,444444,025839,Peter Arundell 🇬🇧,🇧🇪,Belgium
,scarfiotti,0.0,2,be,26,0.0,16191A,EB212E,Ludovico Scarfiotti 🇮🇹,🇧🇪,Belgium
,bandini,0.0,2,be,27,0.0,444444,144D44,Lorenzo Bandini 🇮🇹,🇧🇪,Belgium
,burgess,0.0,2,be,24,0.0,444444,888888,Ian Burgess 🇬🇧,🇧🇪,Belgium
,surtees,0.0,9,mx,4,22.0,16191A,EB212E,John Surtees 🇬🇧,🇲🇽,Mexico
,gregory,0.0,9,mx,26,0.0,444444,888888,Masten Gregory 🇺🇸,🇲🇽,Mexico
,rodriguez,0.0,9,mx,36,0.0,444444,025839,Pedro Rodríguez 🇲🇽,🇲🇽,Mexico
,mclaren,0.0,9,mx,5,14.0,444444,273027,Bruce McLaren 🇳🇿,🇲🇽,Mexico
,bandini,0.0,9,mx,11,4.0,16191A,EB212E,Lorenzo Bandini 🇮🇹,🇲🇽,Mexico
,phil_hill,0.0,9,mx,25,0.0,444444,888888,Phil Hill 🇺🇸,🇲🇽,Mexico
,vos,0.0,8,us,42,0.0,444444,888888,Ernie de Vos 🇳🇱,🇺🇸,USA
,ireland,0.0,8,us,9,6.0,444444,457439,Innes Ireland 🇬🇧,🇺🇸,USA
,hansgen,0.0,8,us,39,0.0,444444,025839,Walt Hansgen 🇺🇸,🇺🇸,USA
,baghetti,0.0,8,us,29,0.0,444444,888888,Giancarlo Baghetti 🇮🇹,🇺🇸,USA
