raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
196301,Monaco Grand Prix,1,mc,1963,1963-05-26T00:00:00.000Z,monaco,,🇲🇨,Monaco
196302,Belgian Grand Prix,2,be,1963,1963-06-09T00:00:00.000Z,spa,,🇧🇪,Belgium
196303,Dutch Grand Prix,3,nl,1963,1963-06-23T00:00:00.000Z,zandvoort,,🇳🇱,Netherlands
196304,French Grand Prix,4,fr,1963,1963-06-30T00:00:00.000Z,reims,,🇫🇷,France
196305,British Grand Prix,5,gb,1963,1963-07-20T00:00:00.000Z,silverstone,,🇬🇧,UK
196306,German Grand Prix,6,de,1963,1963-08-04T00:00:00.000Z,nurburgring,,🇩🇪,Germany
196307,Italian Grand Prix,7,it,1963,1963-09-08T00:00:00.000Z,monza,,🇮🇹,Italy
196308,United States Grand Prix,8,us,1963,1963-10-06T00:00:00.000Z,watkins_glen,,🇺🇸,USA
196309,Mexican Grand Prix,9,mx,1963,1963-10-27T00:00:00.000Z,rodriguez,,🇲🇽,Mexico
196310,South African Grand Prix,10,za,1963,1963-12-28T00:00:00.000Z,george,,🇿🇦,South Africa
