surname,flag,forename,country
Alguersuari,🇪🇸,Jaime,Spain
Alonso,🇪🇸,Fernando,Spain
Campos,🇪🇸,Adrián,Spain
Creus,🇪🇸,Antonio,Spain
Gené,🇪🇸,Marc,Spain
Godia,🇪🇸,Paco,Spain
Jover,🇪🇸,Juan,Spain
Merhi,🇪🇸,Roberto,Spain
Pérez-Sala,🇪🇸,Luis,Spain
Sainz,🇪🇸,Carlos,Spain
Soler-Roig,🇪🇸,Alex,Spain
Zapico,🇪🇸,Emilio,Spain
de Portago,🇪🇸,Alfonso,Spain
de Villota,🇪🇸,Emilio,Spain
de la Rosa,🇪🇸,Pedro,Spain
