1,Roberto Merhi 🇪🇸
1,Pedro de la Rosa 🇪🇸
1,Pascal Wehrlein 🇩🇪
1,Narain Karthikeyan 🇮🇳
1,Max Chilton 🇬🇧
1,Lucas di Grassi 🇧🇷
1,Kazuki Nakajima 🇯🇵
1,Jules Bianchi 🇫🇷
1,Jolyon Palmer 🇬🇧
1,Jérôme d'Ambrosio 🇧🇪
1,Giedo van der Garde 🇳🇱
1,Giancarlo Fisichella 🇮🇹
1,Esteban Ocon 🇫🇷
1,Christian Klien 🇦🇹
2,Will Stevens 🇬🇧
2,Robert Kubica 🇵🇱
2,Nick Heidfeld 🇩🇪
2,Max Verstappen 🇳🇱
2,Marcus Ericsson 🇸🇪
2,Kevin Magnussen 🇩🇰
2,Felipe Nasr 🇧🇷
2,Charles Pic 🇫🇷
2,Carlos Sainz 🇪🇸
3,Michael Schumacher 🇩🇪
3,Paul di Resta 🇬🇧
3,Rubens Barrichello 🇧🇷
3,Sébastien Buemi 🇨🇭
3,Timo Glock 🇩🇪
3,Vitaly Petrov 🇷🇺
3,Vitantonio Liuzzi 🇮🇹
3,Jean-Éric Vergne 🇫🇷
3,Jarno Trulli 🇮🇹
3,Jaime Alguersuari 🇪🇸
3,Esteban Gutiérrez 🇲🇽
3,Daniil Kvyat 🇷🇺
3,Bruno Senna 🇧🇷
4,Valtteri Bottas 🇫🇮
4,Heikki Kovalainen 🇫🇮
5,Pastor Maldonado 🇻🇪
5,Mark Webber 🇦🇺
5,Kamui Kobayashi 🇯🇵
5,Adrian Sutil 🇩🇪
6,Sergio Pérez 🇲🇽
6,Romain Grosjean 🇫🇷
6,Nico Hülkenberg 🇩🇪
6,Kimi Räikkönen 🇫🇮
6,Daniel Ricciardo 🇦🇺
7,Felipe Massa 🇧🇷
8,Sebastian Vettel 🇩🇪
8,Nico Rosberg 🇩🇪
8,Lewis Hamilton 🇬🇧
8,Jenson Button 🇬🇧
8,Fernando Alonso 🇪🇸
