Alain Prost 🇫🇷,3
Alan Jones 🇦🇺,3
Ayrton Senna 🇧🇷,1
Carlos Pace 🇧🇷,1
Carlos Reutemann 🇦🇷,2
Clay Regazzoni 🇨🇭,1
David Coulthard 🇬🇧,5
Denny Hulme 🇳🇿,2
Eddie Irvine 🇬🇧,1
Elio de Angelis 🇮🇹,1
Emerson Fittipaldi 🇧🇷,2
Gilles Villeneuve 🇨🇦,2
Gunnar Nilsson 🇸🇪,1
Hans-Joachim Stuck 🇩🇪,1
Heinz-Harald Frentzen 🇩🇪,1
Jackie Stewart 🇬🇧,1
Jacky Ickx 🇧🇪,1
Jacques Laffite 🇫🇷,4
Jacques Villeneuve 🇨🇦,1
James Hunt 🇬🇧,2
Jean-Pierre Jabouille 🇫🇷,1
Jo Siffert 🇨🇭,1
John Watson 🇬🇧,1
Juan Pablo Montoya 🇨🇴,1
Keke Rosberg 🇫🇮,1
Kimi Räikkönen 🇫🇮,1
Michael Schumacher 🇩🇪,4
Michele Alboreto 🇮🇹,3
Mika Häkkinen 🇫🇮,3
Nelson Piquet 🇧🇷,4
Nigel Mansell 🇬🇧,1
Niki Lauda 🇦🇹,2
Patrick Depailler 🇫🇷,1
Peter Revson 🇺🇸,1
René Arnoux 🇫🇷,2
Rolf Stommelen 🇩🇪,1
Ronnie Peterson 🇸🇪,2
Rubens Barrichello 🇧🇷,4
Stefan Johansson 🇸🇪,1
Teo Fabi 🇮🇹,1
Tim Schenken 🇦🇺,1
Tom Pryce 🇬🇧,1
Vittorio Brambilla 🇮🇹,1
