position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,zonta,0.0,9,fr,14,1.0,444444,FFFFFF,Ricardo Zonta 🇧🇷,🇫🇷,France
,herbert,0.0,11,de,18,0.0,444444,095921,Johnny Herbert 🇬🇧,🇩🇪,Germany
,heidfeld,0.0,17,my,20,0.0,444444,0D1773,Nick Heidfeld 🇩🇪,🇲🇾,Malaysia
,rosa,0.0,17,my,16,2.0,444444,FFA500,Pedro de la Rosa 🇪🇸,🇲🇾,Malaysia
,frentzen,0.0,17,my,9,11.0,444444,FFFF01,Heinz-Harald Frentzen 🇩🇪,🇲🇾,Malaysia
,button,0.0,17,my,8,12.0,082957,EAE4ED,Jenson Button 🇬🇧,🇲🇾,Malaysia
,gene,0.0,17,my,19,0.0,444444,1B1D1D,Marc Gené 🇪🇸,🇲🇾,Malaysia
,ralf_schumacher,0.0,17,my,5,24.0,082957,EAE4ED,Ralf Schumacher 🇩🇪,🇲🇾,Malaysia
,zonta,0.0,17,my,14,3.0,444444,FFFFFF,Ricardo Zonta 🇧🇷,🇲🇾,Malaysia
,herbert,0.0,17,my,17,0.0,444444,095921,Johnny Herbert 🇬🇧,🇲🇾,Malaysia
,verstappen,0.0,16,jp,12,5.0,444444,FFA500,Jos Verstappen 🇳🇱,🇯🇵,Japan
,alesi,0.0,16,jp,22,0.0,444444,0D1773,Jean Alesi 🇫🇷,🇯🇵,Japan
,frentzen,0.0,16,jp,9,11.0,444444,FFFF01,Heinz-Harald Frentzen 🇩🇪,🇯🇵,Japan
,wurz,0.0,16,jp,15,2.0,444444,73C2FB,Alexander Wurz 🇦🇹,🇯🇵,Japan
,heidfeld,0.0,16,jp,20,0.0,444444,0D1773,Nick Heidfeld 🇩🇪,🇯🇵,Japan
,gene,0.0,16,jp,19,0.0,444444,1B1D1D,Marc Gené 🇪🇸,🇯🇵,Japan
,ralf_schumacher,0.0,16,jp,5,24.0,082957,EAE4ED,Ralf Schumacher 🇩🇪,🇯🇵,Japan
,button,0.0,15,us,9,10.0,082957,EAE4ED,Jenson Button 🇬🇧,🇺🇸,USA
,gene,0.0,2,br,13,0.0,444444,1B1D1D,Marc Gené 🇪🇸,🇧🇷,Brazil
,trulli,0.0,15,us,10,6.0,444444,FFFF01,Jarno Trulli 🇮🇹,🇺🇸,USA
,villeneuve,0.0,2,br,7,3.0,444444,FFFFFF,Jacques Villeneuve 🇨🇦,🇧🇷,Brazil
,heidfeld,0.0,2,br,14,0.0,444444,0D1773,Nick Heidfeld 🇩🇪,🇧🇷,Brazil
,wurz,0.0,2,br,11,0.0,444444,73C2FB,Alexander Wurz 🇦🇹,🇧🇷,Brazil
,salo,0.0,15,us,11,6.0,A17A5D,0736A5,Mika Salo 🇫🇮,🇺🇸,USA
,hakkinen,0.0,15,us,2,80.0,0D1D20,FCA13B,Mika Häkkinen 🇫🇮,🇺🇸,USA
,verstappen,0.0,15,us,12,5.0,444444,FFA500,Jos Verstappen 🇳🇱,🇺🇸,USA
,barrichello,0.0,2,br,3,6.0,16191A,EB212E,Rubens Barrichello 🇧🇷,🇧🇷,Brazil
,rosa,0.0,15,us,16,2.0,444444,FFA500,Pedro de la Rosa 🇪🇸,🇺🇸,USA
,ralf_schumacher,0.0,15,us,5,24.0,082957,EAE4ED,Ralf Schumacher 🇩🇪,🇺🇸,USA
,mazzacane,0.0,15,us,21,0.0,444444,1B1D1D,Gastón Mazzacane 🇦🇷,🇺🇸,USA
,alesi,0.0,15,us,22,0.0,444444,0D1773,Jean Alesi 🇫🇷,🇺🇸,USA
,irvine,0.0,14,it,13,3.0,444444,095921,Eddie Irvine 🇬🇧,🇮🇹,Italy
,rosa,0.0,14,it,16,2.0,444444,FFA500,Pedro de la Rosa 🇪🇸,🇮🇹,Italy
,frentzen,0.0,14,it,9,7.0,444444,FFFF01,Heinz-Harald Frentzen 🇩🇪,🇮🇹,Italy
,trulli,0.0,14,it,10,6.0,444444,FFFF01,Jarno Trulli 🇮🇹,🇮🇹,Italy
,coulthard,0.0,14,it,3,61.0,0D1D20,FCA13B,David Coulthard 🇬🇧,🇮🇹,Italy
,barrichello,0.0,14,it,4,49.0,16191A,EB212E,Rubens Barrichello 🇧🇷,🇮🇹,Italy
,herbert,0.0,14,it,18,0.0,444444,095921,Johnny Herbert 🇬🇧,🇮🇹,Italy
,rosa,0.0,3,it,16,0.0,444444,FFA500,Pedro de la Rosa 🇪🇸,🇮🇹,Italy
,ralf_schumacher,0.0,3,it,5,6.0,082957,EAE4ED,Ralf Schumacher 🇩🇪,🇮🇹,Italy
,fisichella,0.0,15,us,6,18.0,444444,73C2FB,Giancarlo Fisichella 🇮🇹,🇺🇸,USA
,button,0.0,3,it,11,1.0,082957,EAE4ED,Jenson Button 🇬🇧,🇮🇹,Italy
,gene,0.0,3,it,18,0.0,444444,1B1D1D,Marc Gené 🇪🇸,🇮🇹,Italy
,frentzen,0.0,3,it,8,4.0,444444,FFFF01,Heinz-Harald Frentzen 🇩🇪,🇮🇹,Italy
,button,0.0,14,it,8,10.0,082957,EAE4ED,Jenson Button 🇬🇧,🇮🇹,Italy
,villeneuve,0.0,14,it,7,11.0,444444,FFFFFF,Jacques Villeneuve 🇨🇦,🇮🇹,Italy
,heidfeld,0.0,14,it,20,0.0,444444,0D1773,Nick Heidfeld 🇩🇪,🇮🇹,Italy
,trulli,0.0,13,be,10,6.0,444444,FFFF01,Jarno Trulli 🇮🇹,🇧🇪,Belgium
,fisichella,0.0,13,be,6,18.0,444444,73C2FB,Giancarlo Fisichella 🇮🇹,🇧🇪,Belgium
,heidfeld,0.0,13,be,20,0.0,444444,0D1773,Nick Heidfeld 🇩🇪,🇧🇪,Belgium
,alesi,0.0,13,be,22,0.0,444444,0D1773,Jean Alesi 🇫🇷,🇧🇪,Belgium
,barrichello,0.0,13,be,4,49.0,16191A,EB212E,Rubens Barrichello 🇧🇷,🇧🇪,Belgium
,alesi,0.0,12,hu,22,0.0,444444,0D1773,Jean Alesi 🇫🇷,🇭🇺,Hungary
,heidfeld,0.0,12,hu,20,0.0,444444,0D1773,Nick Heidfeld 🇩🇪,🇭🇺,Hungary
,fisichella,0.0,12,hu,5,18.0,444444,73C2FB,Giancarlo Fisichella 🇮🇹,🇭🇺,Hungary
,diniz,0.0,12,hu,16,0.0,A17A5D,0736A5,Pedro Diniz 🇧🇷,🇭🇺,Hungary
,herbert,0.0,12,hu,18,0.0,444444,095921,Johnny Herbert 🇬🇧,🇭🇺,Hungary
,mazzacane,0.0,12,hu,21,0.0,444444,1B1D1D,Gastón Mazzacane 🇦🇷,🇭🇺,Hungary
,fisichella,0.0,11,de,5,18.0,444444,73C2FB,Giancarlo Fisichella 🇮🇹,🇩🇪,Germany
,michael_schumacher,0.0,11,de,1,56.0,16191A,EB212E,Michael Schumacher 🇩🇪,🇩🇪,Germany
,zonta,0.0,7,mc,13,1.0,444444,FFFFFF,Ricardo Zonta 🇧🇷,🇲🇨,Monaco
,heidfeld,0.0,4,gb,19,0.0,444444,0D1773,Nick Heidfeld 🇩🇪,🇬🇧,UK
,zonta,0.0,4,gb,12,1.0,444444,FFFFFF,Ricardo Zonta 🇧🇷,🇬🇧,UK
,barrichello,0.0,4,gb,4,9.0,16191A,EB212E,Rubens Barrichello 🇧🇷,🇬🇧,UK
,rosa,0.0,4,gb,18,0.0,444444,FFA500,Pedro de la Rosa 🇪🇸,🇬🇧,UK
,verstappen,0.0,4,gb,15,0.0,444444,FFA500,Jos Verstappen 🇳🇱,🇬🇧,UK
,alesi,0.0,11,de,22,0.0,444444,0D1773,Jean Alesi 🇫🇷,🇩🇪,Germany
,heidfeld,0.0,3,it,19,0.0,444444,0D1773,Nick Heidfeld 🇩🇪,🇮🇹,Italy
,wurz,0.0,11,de,17,0.0,444444,73C2FB,Alexander Wurz 🇦🇹,🇩🇪,Germany
,gene,0.0,11,de,19,0.0,444444,1B1D1D,Marc Gené 🇪🇸,🇩🇪,Germany
,zonta,0.0,11,de,15,1.0,444444,FFFFFF,Ricardo Zonta 🇧🇷,🇩🇪,Germany
,verstappen,0.0,11,de,13,2.0,444444,FFA500,Jos Verstappen 🇳🇱,🇩🇪,Germany
