raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
200001,Australian Grand Prix,1,au,2000,2000-03-12T00:00:00.000Z,albert_park,,🇦🇺,Australia
200002,Brazilian Grand Prix,2,br,2000,2000-03-26T00:00:00.000Z,interlagos,,🇧🇷,Brazil
200003,San Marino Grand Prix,3,it,2000,2000-04-09T00:00:00.000Z,imola,,🇮🇹,Italy
200004,British Grand Prix,4,gb,2000,2000-04-23T00:00:00.000Z,silverstone,,🇬🇧,UK
200005,Spanish Grand Prix,5,es,2000,2000-05-07T00:00:00.000Z,catalunya,,🇪🇸,Spain
200006,European Grand Prix,6,de,2000,2000-05-21T00:00:00.000Z,nurburgring,,🇩🇪,Germany
200007,Monaco Grand Prix,7,mc,2000,2000-06-04T00:00:00.000Z,monaco,,🇲🇨,Monaco
200008,Canadian Grand Prix,8,ca,2000,2000-06-18T00:00:00.000Z,villeneuve,,🇨🇦,Canada
200009,French Grand Prix,9,fr,2000,2000-07-02T00:00:00.000Z,magny_cours,,🇫🇷,France
200010,Austrian Grand Prix,10,at,2000,2000-07-16T00:00:00.000Z,osterreichring,,🇦🇹,Austria
200011,German Grand Prix,11,de,2000,2000-07-30T00:00:00.000Z,hockenheimring,,🇩🇪,Germany
200012,Hungarian Grand Prix,12,hu,2000,2000-08-13T00:00:00.000Z,hungaroring,,🇭🇺,Hungary
200013,Belgian Grand Prix,13,be,2000,2000-08-27T00:00:00.000Z,spa,,🇧🇪,Belgium
200014,Italian Grand Prix,14,it,2000,2000-09-10T00:00:00.000Z,monza,,🇮🇹,Italy
200015,United States Grand Prix,15,us,2000,2000-09-24T00:00:00.000Z,indianapolis,,🇺🇸,USA
200016,Japanese Grand Prix,16,jp,2000,2000-10-08T00:00:00.000Z,suzuka,,🇯🇵,Japan
200017,Malaysian Grand Prix,17,my,2000,2000-10-22T00:00:00.000Z,sepang,,🇲🇾,Malaysia
