name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1973 Brazilian Grand Prix 🇧🇷,1:43:55.6,2,40,Team Lotus 🇬🇧,1973-02-11T00:00:00.000Z,Emerson Fittipaldi 🇧🇷,1973
1974 Brazilian Grand Prix 🇧🇷,1:24:37.06,2,32,McLaren 🇬🇧,1974-01-27T00:00:00.000Z,Emerson Fittipaldi 🇧🇷,1974
1975 Brazilian Grand Prix 🇧🇷,1:44:41.17,2,40,Brabham 🇬🇧,1975-01-26T00:00:00.000Z,Carlos Pace 🇧🇷,1975
1976 Brazilian Grand Prix 🇧🇷,1:45:16.78,1,40,Ferrari 🇮🇹,1976-01-25T00:00:00.000Z,Niki Lauda 🇦🇹,1976
1977 Brazilian Grand Prix 🇧🇷,1:45:07.72,2,40,Ferrari 🇮🇹,1977-01-23T00:00:00.000Z,Carlos Reutemann 🇦🇷,1977
1979 Brazilian Grand Prix 🇧🇷,1:40:09.64,2,40,Ligier 🇫🇷,1979-02-04T00:00:00.000Z,Jacques Laffite 🇫🇷,1979
1980 Brazilian Grand Prix 🇧🇷,1:40:01.33,2,40,Renault 🇫🇷,1980-01-27T00:00:00.000Z,René Arnoux 🇫🇷,1980
1990 Brazilian Grand Prix 🇧🇷,1:37:21.258,2,71,Ferrari 🇮🇹,1990-03-25T00:00:00.000Z,Alain Prost 🇫🇷,1990
1991 Brazilian Grand Prix 🇧🇷,1:38:28.128,2,71,McLaren 🇬🇧,1991-03-24T00:00:00.000Z,Ayrton Senna 🇧🇷,1991
1992 Brazilian Grand Prix 🇧🇷,1:36:51.856,3,71,Williams 🇬🇧,1992-04-05T00:00:00.000Z,Nigel Mansell 🇬🇧,1992
1993 Brazilian Grand Prix 🇧🇷,1:51:15.485,2,71,McLaren 🇬🇧,1993-03-28T00:00:00.000Z,Ayrton Senna 🇧🇷,1993
1994 Brazilian Grand Prix 🇧🇷,1:35:39.2,1,71,Benetton 🇮🇹,1994-03-27T00:00:00.000Z,Michael Schumacher 🇩🇪,1994
1995 Brazilian Grand Prix 🇧🇷,1:38:34.154,1,71,Benetton 🇮🇹,1995-03-26T00:00:00.000Z,Michael Schumacher 🇩🇪,1995
1996 Brazilian Grand Prix 🇧🇷,1:49:52.976,2,71,Williams 🇬🇧,1996-03-31T00:00:00.000Z,Damon Hill 🇬🇧,1996
1997 Brazilian Grand Prix 🇧🇷,1:36:06.990,2,72,Williams 🇬🇧,1997-03-30T00:00:00.000Z,Jacques Villeneuve 🇨🇦,1997
1998 Brazilian Grand Prix 🇧🇷,1:37:12.2,2,72,McLaren 🇬🇧,1998-03-29T00:00:00.000Z,Mika Häkkinen 🇫🇮,1998
1999 Brazilian Grand Prix 🇧🇷,1:36:03.785,2,72,McLaren 🇬🇧,1999-04-11T00:00:00.000Z,Mika Häkkinen 🇫🇮,1999
2000 Brazilian Grand Prix 🇧🇷,1:31:35.271,2,71,Ferrari 🇮🇹,2000-03-26T00:00:00.000Z,Michael Schumacher 🇩🇪,2000
