raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
197701,Argentine Grand Prix,1,ar,1977,1977-01-09T00:00:00.000Z,galvez,,🇦🇷,Argentina
197702,Brazilian Grand Prix,2,br,1977,1977-01-23T00:00:00.000Z,interlagos,,🇧🇷,Brazil
197703,South African Grand Prix,3,za,1977,1977-03-05T00:00:00.000Z,kyalami,,🇿🇦,South Africa
197704,United States Grand Prix West,4,us,1977,1977-04-03T00:00:00.000Z,long_beach,,🇺🇸,USA
197705,Spanish Grand Prix,5,es,1977,1977-05-08T00:00:00.000Z,jarama,,🇪🇸,Spain
197706,Monaco Grand Prix,6,mc,1977,1977-05-22T00:00:00.000Z,monaco,,🇲🇨,Monaco
197707,Belgian Grand Prix,7,be,1977,1977-06-05T00:00:00.000Z,zolder,,🇧🇪,Belgium
197708,Swedish Grand Prix,8,se,1977,1977-06-19T00:00:00.000Z,anderstorp,,🇸🇪,Sweden
197709,French Grand Prix,9,fr,1977,1977-07-03T00:00:00.000Z,dijon,,🇫🇷,France
197710,British Grand Prix,10,gb,1977,1977-07-16T00:00:00.000Z,silverstone,,🇬🇧,UK
197711,German Grand Prix,11,de,1977,1977-07-31T00:00:00.000Z,hockenheimring,,🇩🇪,Germany
197712,Austrian Grand Prix,12,at,1977,1977-08-14T00:00:00.000Z,osterreichring,,🇦🇹,Austria
197713,Dutch Grand Prix,13,nl,1977,1977-08-28T00:00:00.000Z,zandvoort,,🇳🇱,Netherlands
197714,Italian Grand Prix,14,it,1977,1977-09-11T00:00:00.000Z,monza,,🇮🇹,Italy
197715,United States Grand Prix,15,us,1977,1977-10-02T00:00:00.000Z,watkins_glen,,🇺🇸,USA
197716,Canadian Grand Prix,16,ca,1977,1977-10-09T00:00:00.000Z,mosport,,🇨🇦,Canada
197717,Japanese Grand Prix,17,jp,1977,1977-10-23T00:00:00.000Z,fuji,,🇯🇵,Japan
