raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
198101,United States Grand Prix West,1,us,1981,1981-03-15T00:00:00.000Z,long_beach,,🇺🇸,USA
198102,Brazilian Grand Prix,2,br,1981,1981-03-29T00:00:00.000Z,jacarepagua,,🇧🇷,Brazil
198103,Argentine Grand Prix,3,ar,1981,1981-04-12T00:00:00.000Z,galvez,,🇦🇷,Argentina
198104,San Marino Grand Prix,4,it,1981,1981-05-03T00:00:00.000Z,imola,,🇮🇹,Italy
198105,Belgian Grand Prix,5,be,1981,1981-05-17T00:00:00.000Z,zolder,,🇧🇪,Belgium
198106,Monaco Grand Prix,6,mc,1981,1981-05-31T00:00:00.000Z,monaco,,🇲🇨,Monaco
198107,Spanish Grand Prix,7,es,1981,1981-06-21T00:00:00.000Z,jarama,,🇪🇸,Spain
198108,French Grand Prix,8,fr,1981,1981-07-05T00:00:00.000Z,dijon,,🇫🇷,France
198109,British Grand Prix,9,gb,1981,1981-07-18T00:00:00.000Z,silverstone,,🇬🇧,UK
198110,German Grand Prix,10,de,1981,1981-08-02T00:00:00.000Z,hockenheimring,,🇩🇪,Germany
198111,Austrian Grand Prix,11,at,1981,1981-08-16T00:00:00.000Z,osterreichring,,🇦🇹,Austria
198112,Dutch Grand Prix,12,nl,1981,1981-08-30T00:00:00.000Z,zandvoort,,🇳🇱,Netherlands
198113,Italian Grand Prix,13,it,1981,1981-09-13T00:00:00.000Z,monza,,🇮🇹,Italy
198114,Canadian Grand Prix,14,ca,1981,1981-09-27T00:00:00.000Z,villeneuve,,🇨🇦,Canada
198115,Caesars Palace Grand Prix,15,us,1981,1981-10-17T00:00:00.000Z,las_vegas,,🇺🇸,USA
