position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,bristow,0.0,5,be,61,0.0,444444,273027,Chris Bristow 🇬🇧,🇧🇪,Belgium
,surtees,0.0,10,us,12,6.0,444444,09630C,John Surtees 🇬🇧,🇺🇸,USA
,brooks,0.0,10,us,11,7.0,444444,273027,Tony Brooks 🇬🇧,🇺🇸,USA
,flockhart,0.0,10,us,25,1.0,444444,273027,Ron Flockhart 🇬🇧,🇺🇸,USA
,gurney,0.0,10,us,41,0.0,444444,144D44,Dan Gurney 🇺🇸,🇺🇸,USA
,naylor,0.0,10,us,53,0.0,444444,1A2446,Brian Naylor 🇬🇧,🇺🇸,USA
,burgess,0.0,10,us,43,0.0,444444,1A2446,Ian Burgess 🇬🇧,🇺🇸,USA
,hill,0.0,10,us,15,4.0,444444,144D44,Graham Hill 🇬🇧,🇺🇸,USA
,gould,0.0,9,it,83,0.0,444444,C0BEC3,Horace Gould 🇬🇧,🇮🇹,Italy
,owen,0.0,9,it,81,0.0,444444,273027,Arthur Owen 🇬🇧,🇮🇹,Italy
,vic_wilson,0.0,9,it,80,0.0,444444,273027,Vic Wilson 🇬🇧,🇮🇹,Italy
,scarlatti,0.0,9,it,78,0.0,444444,1A2446,Giorgio Scarlatti 🇮🇹,🇮🇹,Italy
,munaron,0.0,9,it,48,0.0,444444,888888,Gino Munaron 🇮🇹,🇮🇹,Italy
,schell,0.0,1,ar,16,0.0,444444,273027,Harry Schell 🇺🇸,🇦🇷,Argentina
,jack_brabham,0.0,1,ar,17,0.0,444444,273027,Jack Brabham 🇦🇺,🇦🇷,Argentina
,moss,0.0,1,ar,6,0.0,444444,273027,Stirling Moss 🇬🇧,🇦🇷,Argentina
,hill,0.0,1,ar,18,0.0,444444,144D44,Graham Hill 🇬🇧,🇦🇷,Argentina
,stacey,0.0,1,ar,19,0.0,444444,09630C,Alan Stacey 🇬🇧,🇦🇷,Argentina
,chimeri,0.0,1,ar,20,0.0,444444,C0BEC3,Ettore Chimeri 🇻🇪,🇦🇷,Argentina
,creus,0.0,1,ar,21,0.0,444444,C0BEC3,Antonio Creus 🇪🇸,🇦🇷,Argentina
,scarlatti,0.0,1,ar,22,0.0,444444,C0BEC3,Giorgio Scarlatti 🇮🇹,🇦🇷,Argentina
,naylor,0.0,9,it,49,0.0,444444,888888,Brian Naylor 🇬🇧,🇮🇹,Italy
,bonnier,0.0,8,pt,19,2.0,444444,144D44,Jo Bonnier 🇸🇪,🇵🇹,Portugal
,hill,0.0,8,pt,14,4.0,444444,144D44,Graham Hill 🇬🇧,🇵🇹,Portugal
,gregory,0.0,8,pt,30,0.0,444444,1A2446,Masten Gregory 🇺🇸,🇵🇹,Portugal
,gurney,0.0,8,pt,33,0.0,444444,144D44,Dan Gurney 🇺🇸,🇵🇹,Portugal
,phil_hill,0.0,8,pt,9,7.0,16191A,EB212E,Phil Hill 🇺🇸,🇵🇹,Portugal
,surtees,0.0,8,pt,11,6.0,444444,09630C,John Surtees 🇬🇧,🇵🇹,Portugal
,cabral,0.0,8,pt,67,0.0,444444,1A2446,Mário de Araújo Cabral 🇵🇹,🇵🇹,Portugal
,moss,0.0,8,pt,4,11.0,444444,09630C,Stirling Moss 🇬🇧,🇵🇹,Portugal
,reventlow,0.0,7,gb,71,0.0,444444,273027,Lance Reventlow 🇺🇸,🇬🇧,UK
,gurney,0.0,2,mc,19,0.0,444444,144D44,Dan Gurney 🇺🇸,🇲🇨,Monaco
,jack_brabham,0.0,2,mc,25,0.0,444444,273027,Jack Brabham 🇦🇺,🇲🇨,Monaco
,salvadori,0.0,2,mc,20,0.0,444444,273027,Roy Salvadori 🇬🇧,🇲🇨,Monaco
,stacey,0.0,2,mc,21,0.0,444444,09630C,Alan Stacey 🇬🇧,🇲🇨,Monaco
,bristow,0.0,2,mc,22,0.0,444444,273027,Chris Bristow 🇬🇧,🇲🇨,Monaco
,surtees,0.0,2,mc,24,0.0,444444,09630C,John Surtees 🇬🇧,🇲🇨,Monaco
,trintignant,0.0,2,mc,11,0.0,444444,1A2446,Maurice Trintignant 🇫🇷,🇲🇨,Monaco
,halford,0.0,2,mc,26,0.0,444444,273027,Bruce Halford 🇬🇧,🇲🇨,Monaco
,allison,0.0,2,mc,3,6.0,16191A,EB212E,Cliff Allison 🇬🇧,🇲🇨,Monaco
,naylor,0.0,2,mc,27,0.0,444444,888888,Brian Naylor 🇬🇧,🇲🇨,Monaco
,gregory,0.0,2,mc,16,0.0,444444,1A2446,Masten Gregory 🇺🇸,🇲🇨,Monaco
,daigh,0.0,2,mc,30,0.0,444444,888888,Chuck Daigh 🇺🇸,🇲🇨,Monaco
,scarlatti,0.0,2,mc,31,0.0,444444,888888,Giorgio Scarlatti 🇮🇹,🇲🇨,Monaco
,reventlow,0.0,2,mc,32,0.0,444444,888888,Lance Reventlow 🇺🇸,🇲🇨,Monaco
,burgess,0.0,2,mc,33,0.0,444444,1A2446,Ian Burgess 🇬🇧,🇲🇨,Monaco
,greene,0.0,7,gb,77,0.0,444444,1A2446,Keith Greene 🇬🇧,🇬🇧,UK
,fairman,0.0,7,gb,76,0.0,444444,273027,Jack Fairman 🇬🇧,🇬🇧,UK
,salvadori,0.0,7,gb,68,0.0,444444,888888,Roy Salvadori 🇬🇧,🇬🇧,UK
,burgess,0.0,7,gb,34,0.0,444444,1A2446,Ian Burgess 🇬🇧,🇬🇧,UK
,daigh,0.0,7,gb,69,0.0,444444,273027,Chuck Daigh 🇺🇸,🇬🇧,UK
,bonnier,0.0,7,gb,19,2.0,444444,144D44,Jo Bonnier 🇸🇪,🇬🇧,UK
,bianchi,0.0,7,gb,22,1.0,444444,273027,Lucien Bianchi 🇧🇪,🇬🇧,UK
,hill,0.0,7,gb,13,4.0,444444,144D44,Graham Hill 🇬🇧,🇬🇧,UK
,daigh,0.0,6,fr,66,0.0,444444,888888,Chuck Daigh 🇺🇸,🇫🇷,France
,piper,0.0,6,fr,75,0.0,444444,09630C,David Piper 🇬🇧,🇫🇷,France
,ginther,0.0,6,fr,20,2.0,444444,888888,Richie Ginther 🇺🇸,🇫🇷,France
,trintignant,0.0,6,fr,24,0.0,444444,1A2446,Maurice Trintignant 🇫🇷,🇫🇷,France
,hill,0.0,6,fr,10,4.0,444444,144D44,Graham Hill 🇬🇧,🇫🇷,France
,brooks,0.0,6,fr,15,3.0,444444,336667,Tony Brooks 🇬🇧,🇫🇷,France
,mairesse,0.0,6,fr,62,0.0,16191A,EB212E,Willy Mairesse 🇧🇪,🇫🇷,France
,munaron,0.0,6,fr,38,0.0,444444,888888,Gino Munaron 🇮🇹,🇫🇷,France
,gurney,0.0,6,fr,63,0.0,444444,144D44,Dan Gurney 🇺🇸,🇫🇷,France
,bianchi,0.0,6,fr,21,1.0,444444,273027,Lucien Bianchi 🇧🇪,🇫🇷,France
,bonnier,0.0,6,fr,18,2.0,444444,144D44,Jo Bonnier 🇸🇪,🇫🇷,France
