name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
2010 Abu Dhabi Grand Prix 🇦🇪,19,15,55,Red Bull 🇦🇹,2010-11-14,16,+1:04.763,2010,Sebastian Vettel 🇩🇪
2010 Australian Grand Prix 🇦🇺,2,15,0,McLaren 🇬🇧,2010-03-28,R,,2010,Jenson Button 🇬🇧
2010 Bahrain Grand Prix 🇧🇭,1,13,48,Ferrari 🇮🇹,2010-03-14,14,,2010,Fernando Alonso 🇪🇸
2010 Belgian Grand Prix 🇧🇪,13,9,43,McLaren 🇬🇧,2010-08-29,14,,2010,Lewis Hamilton 🇬🇧
2010 Brazilian Grand Prix 🇧🇷,18,1,70,Red Bull 🇦🇹,2010-11-07,8,,2010,Sebastian Vettel 🇩🇪
2010 British Grand Prix 🇬🇧,10,13,52,Red Bull 🇦🇹,2010-07-11,10,+42.012,2010,Mark Webber 🇦🇺
2010 Canadian Grand Prix 🇨🇦,8,12,69,McLaren 🇬🇧,2010-06-13,13,,2010,Lewis Hamilton 🇬🇧
2010 Chinese Grand Prix 🇨🇳,4,16,55,McLaren 🇬🇧,2010-04-18,15,,2010,Jenson Button 🇬🇧
2010 European Grand Prix 🇪🇸,9,8,49,Red Bull 🇦🇹,2010-06-27,R,,2010,Sebastian Vettel 🇩🇪
2010 German Grand Prix 🇩🇪,11,10,66,Ferrari 🇮🇹,2010-07-25,13,,2010,Fernando Alonso 🇪🇸
2010 Hungarian Grand Prix 🇭🇺,12,10,70,Red Bull 🇦🇹,2010-08-01,6,+1:16.723,2010,Mark Webber 🇦🇺
2010 Italian Grand Prix 🇮🇹,14,8,53,Ferrari 🇮🇹,2010-09-12,7,+32.812,2010,Fernando Alonso 🇪🇸
2010 Japanese Grand Prix 🇯🇵,16,9,0,Red Bull 🇦🇹,2010-10-10,R,,2010,Sebastian Vettel 🇩🇪
2010 Korean Grand Prix 🇰🇷,17,11,55,Ferrari 🇮🇹,2010-10-24,10,+1:20.851,2010,Fernando Alonso 🇪🇸
2010 Malaysian Grand Prix 🇲🇾,3,5,56,Red Bull 🇦🇹,2010-04-04,10,+1:13.399,2010,Sebastian Vettel 🇩🇪
2010 Monaco Grand Prix 🇲🇨,6,11,0,Red Bull 🇦🇹,2010-05-16,R,,2010,Mark Webber 🇦🇺
2010 Singapore Grand Prix 🇸🇬,15,17,61,Ferrari 🇮🇹,2010-09-26,10,+2:12.791,2010,Fernando Alonso 🇪🇸
2010 Spanish Grand Prix 🇪🇸,5,13,64,Red Bull 🇦🇹,2010-05-09,16,,2010,Mark Webber 🇦🇺
2010 Turkish Grand Prix 🇹🇷,7,17,57,McLaren 🇬🇧,2010-05-30,17,,2010,Lewis Hamilton 🇬🇧
2012 Abu Dhabi Grand Prix 🇦🇪,18,10,0,Lotus F1 🇬🇧,2012-11-04,R,,2012,Kimi Räikkönen 🇫🇮
2012 Australian Grand Prix 🇦🇺,1,9,0,McLaren 🇬🇧,2012-03-18,R,,2012,Jenson Button 🇬🇧
2012 Bahrain Grand Prix 🇧🇭,4,13,57,Red Bull 🇦🇹,2012-04-22,12,+1:16.539,2012,Sebastian Vettel 🇩🇪
2012 Belgian Grand Prix 🇧🇪,12,11,44,McLaren 🇬🇧,2012-09-02,4,+27.843,2012,Jenson Button 🇬🇧
2012 Brazilian Grand Prix 🇧🇷,20,6,71,McLaren 🇬🇧,2012-11-25,5,+5.708,2012,Jenson Button 🇬🇧
2012 British Grand Prix 🇬🇧,9,14,52,Red Bull 🇦🇹,2012-07-08,12,+47.856,2012,Mark Webber 🇦🇺
2012 Canadian Grand Prix 🇨🇦,7,13,70,McLaren 🇬🇧,2012-06-10,12,+46.236,2012,Lewis Hamilton 🇬🇧
2012 Chinese Grand Prix 🇨🇳,3,16,56,Mercedes 🇩🇪,2012-04-15,15,+51.213,2012,Nico Rosberg 🇩🇪
2012 European Grand Prix 🇪🇸,8,8,57,Ferrari 🇮🇹,2012-06-24,5,+19.993,2012,Fernando Alonso 🇪🇸
2012 German Grand Prix 🇩🇪,10,4,67,Ferrari 🇮🇹,2012-07-22,9,+48.162,2012,Fernando Alonso 🇪🇸
2012 Hungarian Grand Prix 🇭🇺,11,10,69,McLaren 🇬🇧,2012-07-29,11,+57.283,2012,Lewis Hamilton 🇬🇧
2012 Indian Grand Prix 🇮🇳,17,12,60,Red Bull 🇦🇹,2012-10-28,8,+54.998,2012,Sebastian Vettel 🇩🇪
2012 Italian Grand Prix 🇮🇹,13,24,50,McLaren 🇬🇧,2012-09-09,21,,2012,Lewis Hamilton 🇬🇧
2012 Japanese Grand Prix 🇯🇵,15,15,53,Red Bull 🇦🇹,2012-10-07,7,+51.159,2012,Sebastian Vettel 🇩🇪
2012 Korean Grand Prix 🇰🇷,16,8,55,Red Bull 🇦🇹,2012-10-14,6,+45.301,2012,Sebastian Vettel 🇩🇪
2012 Malaysian Grand Prix 🇲🇾,2,16,56,Ferrari 🇮🇹,2012-03-25,9,+47.892,2012,Fernando Alonso 🇪🇸
2012 Monaco Grand Prix 🇲🇨,6,10,78,Red Bull 🇦🇹,2012-05-27,8,+42.562,2012,Mark Webber 🇦🇺
2012 Singapore Grand Prix 🇸🇬,14,11,59,Red Bull 🇦🇹,2012-09-23,14,+99.413,2012,Sebastian Vettel 🇩🇪
2012 Spanish Grand Prix 🇪🇸,5,13,65,Williams 🇬🇧,2012-05-13,10,,2012,Pastor Maldonado 🇻🇪
2012 United States Grand Prix 🇺🇸,19,6,56,McLaren 🇬🇧,2012-11-18,8,+73.792,2012,Lewis Hamilton 🇬🇧
2013 Abu Dhabi Grand Prix 🇦🇪,17,5,54,Red Bull 🇦🇹,2013-11-03,14,,2013,Sebastian Vettel 🇩🇪
2013 Australian Grand Prix 🇦🇺,1,11,0,Lotus F1 🇬🇧,2013-03-17,W,,2013,Kimi Räikkönen 🇫🇮
2013 Bahrain Grand Prix 🇧🇭,4,14,57,Red Bull 🇦🇹,2013-04-21,12,+1:12.933,2013,Sebastian Vettel 🇩🇪
2013 Belgian Grand Prix 🇧🇪,11,11,44,Red Bull 🇦🇹,2013-08-25,13,+1:28.258,2013,Sebastian Vettel 🇩🇪
2013 Brazilian Grand Prix 🇧🇷,19,10,71,Red Bull 🇦🇹,2013-11-24,8,+1:04.252,2013,Sebastian Vettel 🇩🇪
2013 British Grand Prix 🇬🇧,8,14,52,Mercedes 🇩🇪,2013-06-30,10,+19.709,2013,Nico Rosberg 🇩🇪
2013 Canadian Grand Prix 🇨🇦,7,9,45,Red Bull 🇦🇹,2013-06-09,R,,2013,Sebastian Vettel 🇩🇪
2013 Chinese Grand Prix 🇨🇳,3,10,56,Ferrari 🇮🇹,2013-04-14,10,+56.598,2013,Fernando Alonso 🇪🇸
2013 German Grand Prix 🇩🇪,9,10,60,Red Bull 🇦🇹,2013-07-07,10,+49.892,2013,Sebastian Vettel 🇩🇪
