name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
1977 Spanish Grand Prix 🇪🇸,5,15,74,Team Lotus 🇬🇧,1977-05-08,8,,1977,Mario Andretti 🇺🇸
1977 Swedish Grand Prix 🇸🇪,8,10,7,Ligier 🇫🇷,1977-06-19,R,,1977,Jacques Laffite 🇫🇷
1977 United States Grand Prix West 🇺🇸,4,10,62,Team Lotus 🇬🇧,1977-04-03,R,,1977,Mario Andretti 🇺🇸
1977 United States Grand Prix 🇺🇸,15,5,56,McLaren 🇬🇧,1977-10-02,16,,1977,James Hunt 🇬🇧
1978 Argentine Grand Prix 🇦🇷,1,3,52,Team Lotus 🇬🇧,1978-01-15,5,+1:14.85,1978,Mario Andretti 🇺🇸
1978 Austrian Grand Prix 🇦🇹,12,1,54,Team Lotus 🇬🇧,1978-08-13,1,1:41:21.57,1978,Ronnie Peterson 🇸🇪
1978 Belgian Grand Prix 🇧🇪,6,7,70,Team Lotus 🇬🇧,1978-05-21,2,+9.90,1978,Mario Andretti 🇺🇸
1978 Brazilian Grand Prix 🇧🇷,2,1,15,Ferrari 🇮🇹,1978-01-29,R,,1978,Carlos Reutemann 🇦🇷
1978 British Grand Prix 🇬🇧,10,1,6,Ferrari 🇮🇹,1978-07-16,R,,1978,Carlos Reutemann 🇦🇷
1978 Dutch Grand Prix 🇳🇱,13,2,75,Team Lotus 🇬🇧,1978-08-27,2,+0.32,1978,Mario Andretti 🇺🇸
1978 French Grand Prix 🇫🇷,9,5,54,Team Lotus 🇬🇧,1978-07-02,2,+2.93,1978,Mario Andretti 🇺🇸
1978 German Grand Prix 🇩🇪,11,2,36,Team Lotus 🇬🇧,1978-07-30,R,,1978,Mario Andretti 🇺🇸
1978 Italian Grand Prix 🇮🇹,14,5,0,Brabham 🇬🇧,1978-09-10,R,,1978,Niki Lauda 🇦🇹
1978 Monaco Grand Prix 🇲🇨,5,7,56,Tyrrell 🇬🇧,1978-05-07,R,,1978,Patrick Depailler 🇫🇷
1978 South African Grand Prix 🇿🇦,3,12,78,Team Lotus 🇬🇧,1978-03-04,1,1:42:15.767,1978,Ronnie Peterson 🇸🇪
1978 Spanish Grand Prix 🇪🇸,7,2,75,Team Lotus 🇬🇧,1978-06-04,2,+19.56,1978,Mario Andretti 🇺🇸
1978 Swedish Grand Prix 🇸🇪,8,4,70,Brabham 🇬🇧,1978-06-17,3,+34.105,1978,Niki Lauda 🇦🇹
1978 United States Grand Prix West 🇺🇸,4,6,80,Ferrari 🇮🇹,1978-04-02,4,+45.603,1978,Carlos Reutemann 🇦🇷
