name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1991 French Grand Prix 🇫🇷,1:38:00.056,7,72,Williams 🇬🇧,1991-07-07T00:00:00.000Z,Nigel Mansell 🇬🇧,1991
1992 French Grand Prix 🇫🇷,1:38:08.459,8,69,Williams 🇬🇧,1992-07-05T00:00:00.000Z,Nigel Mansell 🇬🇧,1992
1993 French Grand Prix 🇫🇷,1:38:35.241,8,72,Williams 🇬🇧,1993-07-04T00:00:00.000Z,Alain Prost 🇫🇷,1993
1994 French Grand Prix 🇫🇷,1:38:36.2,7,72,Benetton 🇮🇹,1994-07-03T00:00:00.000Z,Michael Schumacher 🇩🇪,1994
1995 French Grand Prix 🇫🇷,1:38:28.429,7,72,Benetton 🇮🇹,1995-07-02T00:00:00.000Z,Michael Schumacher 🇩🇪,1995
1996 French Grand Prix 🇫🇷,1:36:29.2,9,72,Williams 🇬🇧,1996-06-30T00:00:00.000Z,Damon Hill 🇬🇧,1996
1997 French Grand Prix 🇫🇷,1:38:50.492,8,72,Ferrari 🇮🇹,1997-06-29T00:00:00.000Z,Michael Schumacher 🇩🇪,1997
1998 French Grand Prix 🇫🇷,1:34:45.0,8,71,Ferrari 🇮🇹,1998-06-28T00:00:00.000Z,Michael Schumacher 🇩🇪,1998
1999 French Grand Prix 🇫🇷,1:58:24.343,7,72,Jordan 🇮🇪,1999-06-27T00:00:00.000Z,Heinz-Harald Frentzen 🇩🇪,1999
2000 French Grand Prix 🇫🇷,1:38:05.538,9,72,McLaren 🇬🇧,2000-07-02T00:00:00.000Z,David Coulthard 🇬🇧,2000
2001 French Grand Prix 🇫🇷,1:33:35.636,10,72,Ferrari 🇮🇹,2001-07-01T00:00:00.000Z,Michael Schumacher 🇩🇪,2001
2002 French Grand Prix 🇫🇷,1:32:09.837,11,72,Ferrari 🇮🇹,2002-07-21T00:00:00.000Z,Michael Schumacher 🇩🇪,2002
2003 French Grand Prix 🇫🇷,1:30:49.213,10,70,Williams 🇬🇧,2003-07-06T00:00:00.000Z,Ralf Schumacher 🇩🇪,2003
2004 French Grand Prix 🇫🇷,1:30:18.133,10,70,Ferrari 🇮🇹,2004-07-04T00:00:00.000Z,Michael Schumacher 🇩🇪,2004
2005 French Grand Prix 🇫🇷,1:31:22.232,10,70,Renault 🇫🇷,2005-07-03T00:00:00.000Z,Fernando Alonso 🇪🇸,2005
2006 French Grand Prix 🇫🇷,1:32:07.803,11,70,Ferrari 🇮🇹,2006-07-16T00:00:00.000Z,Michael Schumacher 🇩🇪,2006
2007 French Grand Prix 🇫🇷,1:30:54.200,8,70,Ferrari 🇮🇹,2007-07-01T00:00:00.000Z,Kimi Räikkönen 🇫🇮,2007
2008 French Grand Prix 🇫🇷,1:31:50.245,8,70,Ferrari 🇮🇹,2008-06-22T00:00:00.000Z,Felipe Massa 🇧🇷,2008
