position,driverref,points,round,country_code,championship_position,championship_points,secondary_color,main_color,driver,country_flag,country
,rosberg,0.0,18,br,17,4.0,082957,EAE4ED,Nico Rosberg 🇩🇪,🇧🇷,Brazil
,webber,0.0,18,br,14,7.0,082957,EAE4ED,Mark Webber 🇦🇺,🇧🇷,Brazil
,ralf_schumacher,0.0,18,br,10,20.0,444444,D70028,Ralf Schumacher 🇩🇪,🇧🇷,Brazil
,trulli,0.0,18,br,12,15.0,444444,D70028,Jarno Trulli 🇮🇹,🇧🇷,Brazil
,coulthard,0.0,18,br,13,14.0,FDCC2F,121D32,David Coulthard 🇬🇧,🇧🇷,Brazil
,albers,0.0,17,jp,22,0.0,444444,FFA500,Christijan Albers 🇳🇱,🇯🇵,Japan
,coulthard,0.0,17,jp,13,14.0,FDCC2F,121D32,David Coulthard 🇬🇧,🇯🇵,Japan
,michael_schumacher,0.0,17,jp,2,116.0,16191A,EB212E,Michael Schumacher 🇩🇪,🇯🇵,Japan
,webber,0.0,17,jp,14,7.0,082957,EAE4ED,Mark Webber 🇦🇺,🇯🇵,Japan
,sato,0.0,16,cn,23,0.0,444444,E30010,Takuma Sato 🇯🇵,🇨🇳,China
,raikkonen,0.0,16,cn,5,57.0,0D1D20,FCA13B,Kimi Räikkönen 🇫🇮,🇨🇳,China
,monteiro,0.0,16,cn,21,0.0,444444,FFA500,Tiago Monteiro 🇵🇹,🇨🇳,China
,trulli,0.0,16,cn,13,12.0,444444,D70028,Jarno Trulli 🇮🇹,🇨🇳,China
,massa,0.0,16,cn,4,62.0,16191A,EB212E,Felipe Massa 🇧🇷,🇨🇳,China
,ralf_schumacher,0.0,16,cn,11,18.0,444444,D70028,Ralf Schumacher 🇩🇪,🇨🇳,China
,rosa,0.0,15,it,11,14.0,0D1D20,FCA13B,Pedro de la Rosa 🇪🇸,🇮🇹,Italy
,alonso,0.0,15,it,1,108.0,424B52,FDE139,Fernando Alonso 🇪🇸,🇮🇹,Italy
,monteiro,0.0,15,it,21,0.0,444444,FFA500,Tiago Monteiro 🇵🇹,🇮🇹,Italy
,monteiro,0.0,14,tr,20,0.0,444444,343434,Tiago Monteiro 🇵🇹,🇹🇷,Turkey
,raikkonen,0.0,14,tr,5,49.0,0D1D20,FCA13B,Kimi Räikkönen 🇫🇮,🇹🇷,Turkey
,liuzzi,0.0,14,tr,18,1.0,FC181D,2039C3,Vitantonio Liuzzi 🇮🇹,🇹🇷,Turkey
,rosberg,0.0,14,tr,16,4.0,082957,EAE4ED,Nico Rosberg 🇩🇪,🇹🇷,Turkey
,sato,0.0,14,tr,22,0.0,444444,E30010,Takuma Sato 🇯🇵,🇹🇷,Turkey
,albers,0.0,14,tr,21,0.0,444444,343434,Christijan Albers 🇳🇱,🇹🇷,Turkey
,webber,0.0,13,hu,15,6.0,082957,EAE4ED,Mark Webber 🇦🇺,🇭🇺,Hungary
,klien,0.0,13,hu,17,2.0,FDCC2F,121D32,Christian Klien 🇦🇹,🇭🇺,Hungary
,fisichella,0.0,13,hu,4,49.0,424B52,FDE139,Giancarlo Fisichella 🇮🇹,🇭🇺,Hungary
,rosberg,0.0,13,hu,16,4.0,082957,EAE4ED,Nico Rosberg 🇩🇪,🇭🇺,Hungary
,liuzzi,0.0,13,hu,18,1.0,FC181D,2039C3,Vitantonio Liuzzi 🇮🇹,🇭🇺,Hungary
,raikkonen,0.0,13,hu,5,49.0,0D1D20,FCA13B,Kimi Räikkönen 🇫🇮,🇭🇺,Hungary
,alonso,0.0,13,hu,1,100.0,424B52,FDE139,Fernando Alonso 🇪🇸,🇭🇺,Hungary
,heidfeld,0.0,2,my,18,0.0,444444,20359D,Nick Heidfeld 🇩🇪,🇲🇾,Malaysia
,speed,0.0,2,my,20,0.0,FC181D,2039C3,Scott Speed 🇺🇸,🇲🇾,Malaysia
,klien,0.0,2,my,12,1.0,FDCC2F,121D32,Christian Klien 🇦🇹,🇲🇾,Malaysia
,webber,0.0,2,my,8,3.0,082957,EAE4ED,Mark Webber 🇦🇺,🇲🇾,Malaysia
,coulthard,0.0,2,my,15,0.0,FDCC2F,121D32,David Coulthard 🇬🇧,🇲🇾,Malaysia
,rosberg,0.0,2,my,9,2.0,082957,EAE4ED,Nico Rosberg 🇩🇪,🇲🇾,Malaysia
,raikkonen,0.0,2,my,6,6.0,0D1D20,FCA13B,Kimi Räikkönen 🇫🇮,🇲🇾,Malaysia
,monteiro,0.0,12,de,21,0.0,444444,343434,Tiago Monteiro 🇵🇹,🇩🇪,Germany
,albers,0.0,12,de,20,0.0,444444,343434,Christijan Albers 🇳🇱,🇩🇪,Germany
,rosberg,0.0,12,de,15,4.0,082957,EAE4ED,Nico Rosberg 🇩🇪,🇩🇪,Germany
,rosa,0.0,12,de,16,2.0,0D1D20,FCA13B,Pedro de la Rosa 🇪🇸,🇩🇪,Germany
,heidfeld,0.0,12,de,10,13.0,444444,20359D,Nick Heidfeld 🇩🇪,🇩🇪,Germany
,barrichello,0.0,12,de,8,16.0,444444,FFFFFF,Rubens Barrichello 🇧🇷,🇩🇪,Germany
,villeneuve,0.0,12,de,13,7.0,444444,20359D,Jacques Villeneuve 🇨🇦,🇩🇪,Germany
,sato,0.0,12,de,22,0.0,444444,E30010,Takuma Sato 🇯🇵,🇩🇪,Germany
,webber,0.0,12,de,14,6.0,082957,EAE4ED,Mark Webber 🇦🇺,🇩🇪,Germany
,sato,0.0,11,fr,22,0.0,444444,E30010,Takuma Sato 🇯🇵,🇫🇷,France
,monteiro,0.0,11,fr,21,0.0,444444,343434,Tiago Monteiro 🇵🇹,🇫🇷,France
,barrichello,0.0,11,fr,8,16.0,444444,FFFFFF,Rubens Barrichello 🇧🇷,🇫🇷,France
,trulli,0.0,11,fr,12,8.0,444444,D70028,Jarno Trulli 🇮🇹,🇫🇷,France
,montoya,0.0,3,au,6,9.0,0D1D20,FCA13B,Juan Pablo Montoya 🇨🇴,🇦🇺,Australia
,monteiro,0.0,3,au,21,0.0,444444,343434,Tiago Monteiro 🇵🇹,🇦🇺,Australia
,liuzzi,0.0,3,au,18,0.0,FC181D,2039C3,Vitantonio Liuzzi 🇮🇹,🇦🇺,Australia
