raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
200601,Bahrain Grand Prix,1,bh,2006,2006-03-12T00:00:00.000Z,bahrain,14:30:00,🇧🇭,Bahrain
200602,Malaysian Grand Prix,2,my,2006,2006-03-19T00:00:00.000Z,sepang,15:00:00,🇲🇾,Malaysia
200603,Australian Grand Prix,3,au,2006,2006-04-02T00:00:00.000Z,albert_park,14:00:00,🇦🇺,Australia
200604,San Marino Grand Prix,4,it,2006,2006-04-23T00:00:00.000Z,imola,14:00:00,🇮🇹,Italy
200605,European Grand Prix,5,de,2006,2006-05-07T00:00:00.000Z,nurburgring,14:00:00,🇩🇪,Germany
200606,Spanish Grand Prix,6,es,2006,2006-05-14T00:00:00.000Z,catalunya,14:00:00,🇪🇸,Spain
200607,Monaco Grand Prix,7,mc,2006,2006-05-28T00:00:00.000Z,monaco,14:00:00,🇲🇨,Monaco
200608,British Grand Prix,8,gb,2006,2006-06-11T00:00:00.000Z,silverstone,12:00:00,🇬🇧,UK
200609,Canadian Grand Prix,9,ca,2006,2006-06-25T00:00:00.000Z,villeneuve,13:00:00,🇨🇦,Canada
200610,United States Grand Prix,10,us,2006,2006-07-02T00:00:00.000Z,indianapolis,14:00:00,🇺🇸,USA
200611,French Grand Prix,11,fr,2006,2006-07-16T00:00:00.000Z,magny_cours,14:00:00,🇫🇷,France
200612,German Grand Prix,12,de,2006,2006-07-30T00:00:00.000Z,hockenheimring,14:00:00,🇩🇪,Germany
200613,Hungarian Grand Prix,13,hu,2006,2006-08-06T00:00:00.000Z,hungaroring,14:00:00,🇭🇺,Hungary
200614,Turkish Grand Prix,14,tr,2006,2006-08-27T00:00:00.000Z,istanbul,15:00:00,🇹🇷,Turkey
200615,Italian Grand Prix,15,it,2006,2006-09-10T00:00:00.000Z,monza,14:00:00,🇮🇹,Italy
200616,Chinese Grand Prix,16,cn,2006,2006-10-01T00:00:00.000Z,shanghai,14:00:00,🇨🇳,China
200617,Japanese Grand Prix,17,jp,2006,2006-10-08T00:00:00.000Z,suzuka,14:00:00,🇯🇵,Japan
200618,Brazilian Grand Prix,18,br,2006,2006-10-22T00:00:00.000Z,interlagos,14:00:00,🇧🇷,Brazil
