raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
200501,Australian Grand Prix,1,au,2005,2005-03-06T00:00:00.000Z,albert_park,14:00:00,🇦🇺,Australia
200502,Malaysian Grand Prix,2,my,2005,2005-03-20T00:00:00.000Z,sepang,15:00:00,🇲🇾,Malaysia
200503,Bahrain Grand Prix,3,bh,2005,2005-04-03T00:00:00.000Z,bahrain,14:30:00,🇧🇭,Bahrain
200504,San Marino Grand Prix,4,it,2005,2005-04-24T00:00:00.000Z,imola,14:00:00,🇮🇹,Italy
200505,Spanish Grand Prix,5,es,2005,2005-05-08T00:00:00.000Z,catalunya,14:00:00,🇪🇸,Spain
200506,Monaco Grand Prix,6,mc,2005,2005-05-22T00:00:00.000Z,monaco,14:00:00,🇲🇨,Monaco
200507,European Grand Prix,7,de,2005,2005-05-29T00:00:00.000Z,nurburgring,14:00:00,🇩🇪,Germany
200508,Canadian Grand Prix,8,ca,2005,2005-06-12T00:00:00.000Z,villeneuve,13:00:00,🇨🇦,Canada
200509,United States Grand Prix,9,us,2005,2005-06-19T00:00:00.000Z,indianapolis,14:00:00,🇺🇸,USA
200510,French Grand Prix,10,fr,2005,2005-07-03T00:00:00.000Z,magny_cours,14:00:00,🇫🇷,France
200511,British Grand Prix,11,gb,2005,2005-07-10T00:00:00.000Z,silverstone,14:00:00,🇬🇧,UK
200512,German Grand Prix,12,de,2005,2005-07-24T00:00:00.000Z,hockenheimring,14:00:00,🇩🇪,Germany
200513,Hungarian Grand Prix,13,hu,2005,2005-07-31T00:00:00.000Z,hungaroring,14:00:00,🇭🇺,Hungary
200514,Turkish Grand Prix,14,tr,2005,2005-08-21T00:00:00.000Z,istanbul,15:00:00,🇹🇷,Turkey
200515,Italian Grand Prix,15,it,2005,2005-09-04T00:00:00.000Z,monza,14:00:00,🇮🇹,Italy
200516,Belgian Grand Prix,16,be,2005,2005-09-11T00:00:00.000Z,spa,14:00:00,🇧🇪,Belgium
200517,Brazilian Grand Prix,17,br,2005,2005-09-25T00:00:00.000Z,interlagos,14:00:00,🇧🇷,Brazil
200518,Japanese Grand Prix,18,jp,2005,2005-10-09T00:00:00.000Z,suzuka,14:00:00,🇯🇵,Japan
200519,Chinese Grand Prix,19,cn,2005,2005-10-16T00:00:00.000Z,shanghai,14:00:00,🇨🇳,China
