1,Zsolt Baumgartner 🇭🇺
1,Will Stevens 🇬🇧
1,Scott Speed 🇺🇸
1,Roberto Merhi 🇪🇸
1,Rio Haryanto 🇮🇩
1,Ricardo Zonta 🇧🇷
1,Pascal Wehrlein 🇩🇪
1,Olivier Panis 🇫🇷
1,Lucas di Grassi 🇧🇷
1,Karun Chandhok 🇮🇳
1,Jolyon Palmer 🇬🇧
1,Jérôme d'Ambrosio 🇧🇪
1,Giedo van der Garde 🇳🇱
1,Gianmaria Bruni 🇮🇹
1,Antônio Pizzonia 🇧🇷
1,Anthony Davidson 🇬🇧
1,Alexander Wurz 🇦🇹
10,Lewis Hamilton 🇬🇧
10,Mark Webber 🇦🇺
10,Sebastian Vettel 🇩🇪
11,Kimi Räikkönen 🇫🇮
11,Nico Rosberg 🇩🇪
13,Fernando Alonso 🇪🇸
13,Jenson Button 🇬🇧
13,Felipe Massa 🇧🇷
2,Kazuki Nakajima 🇯🇵
2,Sébastien Bourdais 🇫🇷
2,Sakon Yamamoto 🇯🇵
2,Robert Doornbos 🇳🇱
2,Nelson Piquet Jr. 🇧🇷
2,Max Verstappen 🇳🇱
2,Max Chilton 🇬🇧
2,Kevin Magnussen 🇩🇰
2,Jules Bianchi 🇫🇷
2,Juan Pablo Montoya 🇨🇴
2,Jaime Alguersuari 🇪🇸
2,Tiago Monteiro 🇵🇹
2,Bruno Senna 🇧🇷
2,Carlos Sainz 🇪🇸
2,Charles Pic 🇫🇷
2,Christian Klien 🇦🇹
2,Christijan Albers 🇳🇱
2,Felipe Nasr 🇧🇷
2,Jacques Villeneuve 🇨🇦
3,Sébastien Buemi 🇨🇭
3,Pedro de la Rosa 🇪🇸
3,Paul di Resta 🇬🇧
3,Vitaly Petrov 🇷🇺
3,Narain Karthikeyan 🇮🇳
3,Marcus Ericsson 🇸🇪
3,Jean-Éric Vergne 🇫🇷
3,Esteban Gutiérrez 🇲🇽
3,Daniil Kvyat 🇷🇺
4,Vitantonio Liuzzi 🇮🇹
4,Valtteri Bottas 🇫🇮
4,Takuma Sato 🇯🇵
4,Kamui Kobayashi 🇯🇵
4,Ralf Schumacher 🇩🇪
5,David Coulthard 🇬🇧
5,Daniel Ricciardo 🇦🇺
5,Pastor Maldonado 🇻🇪
5,Robert Kubica 🇵🇱
5,Romain Grosjean 🇫🇷
6,Timo Glock 🇩🇪
6,Sergio Pérez 🇲🇽
6,Nico Hülkenberg 🇩🇪
6,Nick Heidfeld 🇩🇪
6,Michael Schumacher 🇩🇪
6,Heikki Kovalainen 🇫🇮
6,Giancarlo Fisichella 🇮🇹
7,Jarno Trulli 🇮🇹
7,Adrian Sutil 🇩🇪
8,Rubens Barrichello 🇧🇷
