Alain Prost 🇫🇷,1
Alan Jones 🇦🇺,1
Alberto Ascari 🇮🇹,1
Bruce McLaren 🇳🇿,1
Carlos Menditeguy 🇦🇷,1
Carlos Pace 🇧🇷,1
Carlos Reutemann 🇦🇷,4
Clay Regazzoni 🇨🇭,1
Cliff Allison 🇬🇧,1
Damon Hill 🇬🇧,2
Denny Hulme 🇳🇿,2
Eddie Irvine 🇬🇧,2
Emerson Fittipaldi 🇧🇷,2
François Cevert 🇫🇷,1
Jackie Stewart 🇬🇧,2
Jacky Ickx 🇧🇪,1
Jacques Laffite 🇫🇷,1
Jacques Villeneuve 🇨🇦,2
James Hunt 🇬🇧,1
Jean Alesi 🇫🇷,2
Jean Behra 🇫🇷,2
Jody Scheckter 🇿🇦,1
John Watson 🇬🇧,1
José Froilán González 🇦🇷,3
Juan Fangio 🇦🇷,4
Keke Rosberg 🇫🇮,1
Luigi Musso 🇮🇹,2
Luigi Villoresi 🇮🇹,1
Mario Andretti 🇺🇸,1
Maurice Trintignant 🇫🇷,3
Michael Schumacher 🇩🇪,2
Mika Häkkinen 🇫🇮,1
Mike Hawthorn 🇬🇧,2
Nelson Piquet 🇧🇷,2
Niki Lauda 🇦🇹,2
Nino Farina 🇮🇹,3
Patrick Depailler 🇫🇷,1
Ralf Schumacher 🇩🇪,1
Stirling Moss 🇬🇧,2
Umberto Maglioli 🇮🇹,1
