name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
1966 British Grand Prix 🇬🇧,4,19,73,Brabham-Repco 🇬🇧,1966-07-16,11,,1966,Jack Brabham 🇦🇺
1966 German Grand Prix 🇩🇪,6,26,10,Brabham-Repco 🇬🇧,1966-08-07,R,,1966,Jack Brabham 🇦🇺
