raceref,name,round,country_code,year,date,circuitref,time,country_flag,country
201001,Bahrain Grand Prix,1,bh,2010,2010-03-14T00:00:00.000Z,bahrain,12:00:00,🇧🇭,Bahrain
201002,Australian Grand Prix,2,au,2010,2010-03-28T00:00:00.000Z,albert_park,06:00:00,🇦🇺,Australia
201003,Malaysian Grand Prix,3,my,2010,2010-04-04T00:00:00.000Z,sepang,08:00:00,🇲🇾,Malaysia
201004,Chinese Grand Prix,4,cn,2010,2010-04-18T00:00:00.000Z,shanghai,06:00:00,🇨🇳,China
201005,Spanish Grand Prix,5,es,2010,2010-05-09T00:00:00.000Z,catalunya,12:00:00,🇪🇸,Spain
201006,Monaco Grand Prix,6,mc,2010,2010-05-16T00:00:00.000Z,monaco,12:00:00,🇲🇨,Monaco
201007,Turkish Grand Prix,7,tr,2010,2010-05-30T00:00:00.000Z,istanbul,11:00:00,🇹🇷,Turkey
201008,Canadian Grand Prix,8,ca,2010,2010-06-13T00:00:00.000Z,villeneuve,16:00:00,🇨🇦,Canada
201009,European Grand Prix,9,es,2010,2010-06-27T00:00:00.000Z,valencia,12:00:00,🇪🇸,Spain
201010,British Grand Prix,10,gb,2010,2010-07-11T00:00:00.000Z,silverstone,12:00:00,🇬🇧,UK
201011,German Grand Prix,11,de,2010,2010-07-25T00:00:00.000Z,hockenheimring,12:00:00,🇩🇪,Germany
201012,Hungarian Grand Prix,12,hu,2010,2010-08-01T00:00:00.000Z,hungaroring,12:00:00,🇭🇺,Hungary
201013,Belgian Grand Prix,13,be,2010,2010-08-29T00:00:00.000Z,spa,12:00:00,🇧🇪,Belgium
201014,Italian Grand Prix,14,it,2010,2010-09-12T00:00:00.000Z,monza,12:00:00,🇮🇹,Italy
201015,Singapore Grand Prix,15,sg,2010,2010-09-26T00:00:00.000Z,marina_bay,12:00:00,🇸🇬,Singapore
201016,Japanese Grand Prix,16,jp,2010,2010-10-10T00:00:00.000Z,suzuka,06:00:00,🇯🇵,Japan
201017,Korean Grand Prix,17,kr,2010,2010-10-24T00:00:00.000Z,yeongam,05:00:00,🇰🇷,Korea
201018,Brazilian Grand Prix,18,br,2010,2010-11-07T00:00:00.000Z,interlagos,16:00:00,🇧🇷,Brazil
201019,Abu Dhabi Grand Prix,19,ae,2010,2010-11-14T00:00:00.000Z,yas_marina,13:00:00,🇦🇪,UAE
